标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
南向电梯三房 装修靓 可拎包入住,华荟明苑 ,洛溪,近地铁 VR房源 房本满五年 随时看房,3,3个月以前发布,3室2厅,105.19平米,南,精装,低楼层(共12层),2002年,塔楼,3200000.0,30422
尚上名筑一区 一房改两房 户型方正 视野开阔,尚上名筑一区 ,亚运城,VR看装修 房本满五年,4,一年前发布,1室2厅,59.97平米,东南,其他,高楼层(共29层),2015年,塔楼,950000.0,15842
南兴花园 温馨舒适两房 随时可看 诚意卖可谈,南兴花园(番禺区) ,南村,VR房源 房本满五年 随时看房,0,9个月以前发布,2室2厅,83.9平米,南,简装,中楼层(共8层),2005年,塔楼,1050000.0,12515
星河湾六号园，一线望江，南北对流。,广州星河湾星河六号园 ,星河湾,VR房源 房本满五年 随时看房,0,4个月以前发布,4室2厅,302.64平米,南北,精装,高楼层(共20层),2009年,塔楼,17880000.0,59081
尚上名筑  漂亮三房 位置安静 自住保养好,尚上名筑一区 ,亚运城,VR看装修 房本满两年 随时看房,19,一年前发布,3室2厅,106.73平米,东南南,精装,中楼层(共23层),2015年,塔楼,1750000.0,16397
业主工作调动，置换，房子格局方正，采光好,美心花园 ,市桥东,VR房源 房本满五年,3,一年前发布,3室2厅,103.9平米,北,简装,高楼层(共7层),1999年,塔楼,1160000.0,11165
锦绣银湾 三期 高层一线江 30多的新装修,锦绣银湾 ,大石,VR看装修 房本满五年,3,8个月以前发布,3室1厅,124平米,东北,精装,高楼层(共28层),2007年,板塔结合,3550000.0,28630
华荟明苑电梯两房，楼层好，视野开阔，采光好，近地铁,华荟明苑 ,洛溪,近地铁 VR房源 房本满五年 随时看房,6,7个月以前发布,2室1厅,75.5平米,西北,简装,高楼层(共12层),2002年,塔楼,1960000.0,25961
番禺广场带小平台南向两房 过五唯一 通风采光好格局正,东方白云花园 ,市桥北,VR看装修 房本满五年,3,8个月以前发布,2室1厅,83.3平米,南,简装,低楼层(共6层),2002年,板楼,1380000.0,16567
广州碧桂园  低楼层 精装2房,广州碧桂园丽苑 ,南浦,近地铁 VR房源 房本满五年,2,2个月以前发布,2室1厅,68.2平米,东北,精装,低楼层(共6层),1998年,塔楼,1450000.0,21261
西南 电梯中高楼层 近电梯江边 环境好 配套完善,丽江花园丽波楼 ,南浦,VR看装修 房本满五年 随时看房,3,8个月以前发布,2室1厅,64.5平米,西南,简装,中楼层(共9层),1993年,塔楼,1210000.0,18760
活力二期大三房 视野开阔望小蛮腰 近地铁,祈福新村都市活力花园 ,祈福新村,近地铁 VR看装修 房本满两年 随时看房,5,9个月以前发布,3室2厅,136.49平米,北,简装,高楼层(共33层),2015年,板楼,3600000.0,26376
奥园莲峰圣境 南北对流 户型方正大平层 精装拎包入住,奥园莲峰圣境 ,莲花山,VR房源 房本满两年 随时看房,2,12,4室1厅,213.72平米,南,精装,高楼层(共19层),,暂无数据,3690000.0,17266
正宗南向望花园，业主诚心出，看房方便,金海岸花园金石碧苑 ,番禺客运站,VR房源 房本满五年 随时看房,1,3个月以前发布,3室2厅,97.47平米,南,其他,中楼层(共6层),2002年,塔楼,1980000.0,20314
广州碧桂园  低楼层 精装2房,广州碧桂园丽苑 ,南浦,近地铁 VR房源 房本满五年,2,2个月以前发布,2室1厅,68.2平米,东北,精装,低楼层(共6层),1998年,塔楼,1450000.0,21261
锦绣银湾 三期 高层一线江 30多的新装修,锦绣银湾 ,大石,VR看装修 房本满五年,3,8个月以前发布,3室1厅,124平米,东北,精装,高楼层(共28层),2007年,板塔结合,3550000.0,28630
媒体南村 蝴蝶楼 二次装修 保养好卖相佳,亚运城媒体村(南区) ,亚运城,近地铁 VR房源 房本满五年 随时看房,3,11个月以前发布,2室1厅,93.62平米,南,精装,低楼层(共22层),2010年,塔楼,1800000.0,19227
海怡花园 南向光线好 每间房都是南向,海怡花园 ,厦滘,VR房源 房本满五年 随时看房,0,1个月以前发布,2室2厅,101.7平米,南北,精装,中楼层(共11层),2000年,塔楼,3000000.0,29499
奥园大厦  复式两层  全新装修  马上入住,广州奥林匹克花园 ,洛溪,近地铁 VR房源 随时看房,0,2个月以前发布,1室1厅,33.53平米,东北,精装,中楼层(共21层),2002年,塔楼,1080000.0,32210
店长都喜欢番禺广场900米四房南向安静不靠马路,东逸华庭 ,番禺广场,VR房源 房本满五年,1,2个月以前发布,4室2厅,130.67平米,南,精装,高楼层(共6层),2005年,板楼,3080000.0,23571
户型方正实用，小区绿化环境舒服，配套完善,富庭雅园北区 ,石碁,VR看装修 房本满五年,1,5个月以前发布,3室2厅,122平米,东南,精装,高楼层(共7层),,暂无数据,1500000.0,12296
房子一楼带35平方的大花园，南北通，满五年税少,富丽家园福泰园 ,大石,VR看装修 房本满五年,0,1个月以前发布,3室1厅,55.18平米,南,其他,低楼层(共7层),1995年,塔楼,1430000.0,25916
小高层 舒适度高 户型方正 采光通风较好,莲花湾畔花园 ,石楼,VR看装修 房本满五年 随时看房,4,3个月以前发布,3室2厅,86.91平米,南,精装,中楼层(共11层),,塔楼,1280000.0,14728
电梯4房 毛坯全新未住 附产权车位 楼下番附,番禺奥林匹克花园 ,桥南,VR看装修 房本满五年 随时看房,0,5个月以前发布,4室2厅,157.74平米,南,毛坯,中楼层(共11层),2008年,塔楼,4680000.0,29670
敏捷四季花园 南向中低层三房 精装修采光通风好,敏捷四季花园 ,大石,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,3室1厅,93.98平米,南,精装,低楼层(共23层),2016年,塔楼,3080000.0,32773
3号线地铁a口。电梯房精装南向。房本过5年。可公积,富丽家园三和大厦 ,大石,近地铁 VR房源 房本满五年,0,6,1室1厅,50.57平米,南,精装,高楼层(共7层),1995年,塔楼,1330000.0,26301
诺德名都 3室2厅 南,诺德名都 ,汉溪长隆,VR看装修 房本满两年,0,18,3室2厅,99.94平米,南,精装,30层,2013年,塔楼,2900000.0,29018
上林苑电梯三房两卫 保养新 单边位通风采光好 满5唯一,富豪山庄 ,富豪山庄,VR看装修 房本满五年 随时看房,1,4个月以前发布,3室2厅,98.32平米,北南,精装,低楼层(共25层),,板塔结合,2580000.0,26241
桥南精装大4四房，装修保养好，采光充足，看小区花园,喜盈雅境 ,桥南,VR房源 房本满五年 随时看房,1,6个月以前发布,4室2厅,142.29平米,北,精装,低楼层(共11层),2008年,塔楼,3150000.0,22138
2003年楼龄 宝翠苑 低楼层 希有露台南向四房 满五唯一,宝翠苑 ,市桥,VR看装修 房本满五年,0,9,4室2厅,94.3平米,南,精装,低楼层(共6层),2002年,板楼,1650000.0,17498
美心东苑 新上三房，朝南 满五唯一,美心东苑 ,番禺客运站,VR看装修 房本满五年 随时看房,7,2个月以前发布,3室2厅,78.5平米,南,简装,高楼层(共7层),2001年,塔楼,1150000.0,14650
尚上二期2梯3户高层南北对流大三居，视野开阔景观好！,尚上名筑二期 ,亚运城,VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,110.58平米,南北,精装,高楼层(共31层),,塔楼,1960000.0,17725
数码实用性小三房 高层视野好 舒适性高,长江数码花园(番禺) ,钟村,VR看装修 房本满五年 随时看房,1,8个月以前发布,3室2厅,75.14平米,西南东北,精装,高楼层(共6层),2000年,板楼,1220000.0,16237
番禺汉溪 越秀和越府 新房交楼 带精装,越秀和樾府一期 ,汉溪长隆,近地铁 VR看装修 随时看房,26,6个月以前发布,4室2厅,110.51平米,东南,精装,中楼层(共32层),2023年,塔楼,5700000.0,51580
西南向楼层好采光好业主急卖直接放盘就低于目前成交,丽江花园星海洲 ,南浦,VR看装修 房本满五年,10,6个月以前发布,2室1厅,65.1平米,西南,简装,高楼层(共25层),1999年,塔楼,1280000.0,19663
亚运城天誉大两房低楼层看房方便业主诚意出手,亚运城天誉 ,亚运城,VR看装修 房本满五年 随时看房,0,2个月以前发布,2室1厅,98.91平米,北,精装,低楼层(共55层),,塔楼,1680000.0,16986
电梯小区 证满五 大三房两卫双阳台,景福大厦 ,市桥,VR看装修,0,3个月以前发布,3室2厅,127.1平米,北,其他,中楼层(共21层),1999年,塔楼,2180000.0,17152
锦绣半岛东区 格局方正 业主有心卖 看房方便,锦绣半岛东区 ,南浦,VR看装修 房本满五年 随时看房,8,一年前发布,3室2厅,116.5平米,西北,精装,高楼层(共26层),2009年,塔楼,2570000.0,22061
尚东嘉裕，次新房小区 人车分流，南北对流，视野开阔,尚东嘉御 ,市桥,VR看装修 房本满两年 随时看房,8,6个月以前发布,3室2厅,87.8平米,南北,毛坯,中楼层(共31层),,塔楼,1450000.0,16515
福泰园 电梯中层大两房 视野开阔，南北对流通风采光好,富丽家园福泰园 ,大石,VR房源 房本满五年 随时看房,0,25,2室1厅,75.55平米,南北,简装,中楼层(共8层),1995年,塔楼,1450000.0,19193
复式4房  大露台 视野开阔  采光通风好 实得近150平方,万科欧泊 ,万博,近地铁 VR房源 房本满两年,4,3个月以前发布,4室2厅,90.54平米,西北,简装,39层,2012年,板塔结合,4950000.0,54672
番禺大道旁 楼下佛莞城轨 电梯房 采光通风好 配套成熟,信业悦都荟 ,市桥北,房本满两年 随时看房,0,5个月以前发布,1室1厅,29.09平米,北,精装,中楼层(共22层),2016年,塔楼,800000.0,27501
南向复式两层，税费少，4.5米高挑空设计，使用率高,信业悦都荟 ,市桥北,房本满五年 随时看房,1,一年前发布,1室1厅,29.67平米,南北,精装,中楼层(共22层),2017年,塔楼,880000.0,29660
石楼松苑，满五唯一 四房两厅 诚意出手,松苑小区 ,石楼,VR房源 房本满五年,1,4个月以前发布,4室2厅,93.99平米,南北,精装,高楼层(共9层),,暂无数据,950000.0,10108
万科世博汇 两层 有阳台 保养新家私家电齐全,万科世博汇 ,广州南站,房本满五年,0,9个月以前发布,1室1厅,26.44平米,南,其他,中楼层(共30层),,塔楼,750000.0,28367
剑桥郡接地气很实用的家 买一层 多一层,佰利山 ,雅居乐,近地铁 VR房源 房本满五年,18,一年前发布,4室1厅,101.96平米,东北,其他,32层,2010年,塔楼,4650000.0,45607
步行600米大石地铁口 次新小区电梯房 拎包入住,新城市宜家 ,大石,近地铁 VR看装修 房本满两年,4,一年前发布,1室1厅,28.41平米,南,精装,低楼层(共9层),,塔楼,870000.0,30624
金山谷意库上车优质低碳社区单间房,招商金山谷MINI-TOP ,金山谷,房本满五年,0,一年前发布,1室0厅,29.52平米,北,精装,高楼层(共7层),,塔楼,570000.0,19309
信业悦都荟  轻轨上盖  精装修 南向 交通便利,信业悦都荟 ,市桥北,房本满两年,0,24,1室0厅,29.88平米,南,精装,低楼层(共22层),2017年,塔楼,600000.0,20081
高层，采光好，易租户型，近地铁,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满五年,1,一年前发布,1室0厅,28.35平米,北,其他,33层,2017年,板塔结合,980000.0,34568
祈福缤纷汇 一房电梯房 总值低 适宜单身人士购买,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,28.35平米,北,精装,33层,2016年,板塔结合,860000.0,30336
精装修 户型方正 全明格局 南北对流 可商贷,万丰路 ,市桥,VR看装修 随时看房,0,2个月以前发布,4室2厅,100.3平米,南,其他,中楼层(共5层),,板楼,1000000.0,9971
"采光充足通风好，高楼层，视野宽阔,",方圆大学时光 ,大学城,近地铁 房本满五年,35,一年前发布,1室0厅,29.38平米,东,其他,高楼层(共13层),2011年,塔楼,800000.0,27230
三地铁交汇，小区密度低，大学城环境好，氛围好,方圆大学时光 ,大学城,近地铁 房本满五年,1,7个月以前发布,1室0厅,29.38平米,东,简装,低楼层(共13层),2011年,塔楼,850000.0,28932
户型方正  近地铁   采光好,钟村商贸城 ,钟村,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,29.3平米,东,简装,高楼层(共9层),1994年,塔楼,550000.0,18772
万科世博汇 南向复式 中层 有阳台 采光通风好,万科世博汇 ,广州南站,房本满两年,2,4个月以前发布,1室1厅,26.46平米,东南,精装,低楼层(共30层),,塔楼,630000.0,23810
一线无遮挡  直视小蛮腰  开扬又明亮,祈福缤纷汇 ,祈福新村,近地铁 VR看装修,0,27,1室0厅,28.29平米,北,简装,33层,2017年,板塔结合,990000.0,34995
格局方正实用 高层复式视野开阔 适合家庭 装修高档,万科欧泊 ,万博,VR房源 房本满五年,4,3个月以前发布,4室1厅,90.29平米,东北,精装,42层,2012年,板塔结合,4820000.0,53384
四海城旁 东南向复式四房两卫 景观阳台有心卖,万科欧泊 ,万博,近地铁 VR房源 房本满五年 随时看房,2,13,4室1厅,93.6平米,东南,其他,33层,2012年,板塔结合,4900000.0,52351
大学城内方正户型环境优美氛围好书生气息,方圆大学时光 ,大学城,近地铁 房本满五年,6,一年前发布,1室0厅,29.88平米,北,精装,中楼层(共13层),2011年,塔楼,800000.0,26774
钟村商贸城  钟村7号线地铁站 配套成熟 业主急卖,钟村商贸城 ,钟村,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,1室1厅,29.18平米,南,其他,高楼层(共9层),1990年,塔楼,550000.0,18849
雅居乐城南源著顶层复式四房高档装修,雅居乐城南源著 ,桥南,VR看装修 房本满五年,1,2个月以前发布,4室2厅,98.71平米,西南,精装,高楼层(共11层),2013年,塔楼,4930000.0,49945
小区密度底人文环境好大学城老师氛围好书香气浓郁,方圆大学时光 ,大学城,近地铁 房本满五年,0,3个月以前发布,1室1厅,29.38平米,东,其他,低楼层(共13层),2011年,塔楼,850000.0,28932
"新地准复式.方正实用,东南向，位置好，保养好",广州雅居乐花园新地沁园 ,雅居乐,近地铁 VR房源 房本满五年,2,一年前发布,4室2厅,101.49平米,东南,精装,11层,2010年,塔楼,5000000.0,49266
70年产权住宅 3号线地铁800米，生活配套成熟 楼龄新,新城市宜家 ,大石,近地铁 VR看装修 房本满五年 随时看房,55,一年前发布,1室0厅,29.67平米,南,精装,低楼层(共9层),2015年,塔楼,840000.0,28312
山水华府二期顶楼复式 南向四房 二楼不算在产权面积内,锦绣香江花园山水华府 ,汉溪长隆,VR看装修 房本满五年 随时看房,2,6个月以前发布,4室2厅,91.67平米,东南,精装,18层,2010年,板塔结合,4970000.0,54217
中国铁建 花语岭南 小区安静 精装修  保养好 交通方便,中国铁建·花语岭南 ,金山谷,VR房源,0,4个月以前发布,4室2厅,107.9平米,南,精装,低楼层(共45层),2022年,塔楼,5000000.0,46340
石楼银行后街，实用率高，满五年无按揭,银行后街 ,石楼,VR看装修 房本满五年 随时看房,1,一年前发布,4室1厅,101.6平米,南,简装,中楼层(共7层),1996年,板楼,800000.0,7875
金山谷四期，安静地铁边电梯自住好房,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,10,一年前发布,4室2厅,108.91平米,南北,精装,中楼层(共30层),2013年,塔楼,4600000.0,42237
缤纷汇单间 社会年轻精英上车居所,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,28.58平米,北,精装,33层,2017年,塔楼,930000.0,32541
尚东尚筑，地铁口200米，一楼复式带园子，南北对流,尚东尚筑 ,番禺客运站,VR房源 房本满五年,2,3个月以前发布,4室2厅,90.38平米,北,精装,低楼层(共17层),2011年,塔楼,4600000.0,50897
缤纷汇单间 社会年轻精英上车居所,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,28.58平米,北,精装,33层,2017年,塔楼,930000.0,32541
锦绣半岛 一楼复式6米层高 单门独户 保养新,锦绣半岛西区 ,南浦,VR房源 房本满两年,0,1个月以前发布,4室2厅,94.18平米,西北,其他,低楼层(共19层),2009年,塔楼,4800000.0,50967
金山谷四期 精装四房 满五年唯一 方便看房,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,0,9个月以前发布,4室2厅,108.91平米,南,精装,低楼层(共30层),2013年,塔楼,4570000.0,41962
西南向次顶楼望花园，采光通风好，业主诚心出手。,方圆大学时光 ,大学城,近地铁 房本满五年,3,一年前发布,1室0厅,29.38平米,西,简装,高楼层(共13层),2011年,塔楼,780000.0,26549
顺德碧桂园芷兰湾 4室2厅 东 东北,顺德碧桂园芷兰湾 ,顺德碧桂园,VR看装修 房本满五年,0,19,4室2厅,102.5平米,东东北,精装,低楼层(共11层),2009年,塔楼,1180000.0,11513
高得房率中高层四房 望泳池花园 装修保养好即买即住,星尚花园 ,市桥东,VR看装修 房本满五年 随时看房,0,8,4室2厅,104.35平米,西南,精装,高楼层(共18层),,塔楼,2680000.0,25683
小区封闭管理、24小时的安保，出行购物方便,富丽家园富昌花园 ,大石,近地铁 VR房源 房本满五年 随时看房,0,29,4室1厅,103.7平米,南,其他,高楼层(共9层),1995年,塔楼,1390000.0,13405
南向中间楼层，保养好，拎包入住,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年 随时看房,0,14,4室1厅,105.46平米,南,精装,中楼层(共29层),2013年,塔楼,3080000.0,29206
康乐园  稀有大露台自用   可以公积金贷款,康乐园 ,市桥,近地铁 VR房源 房本满五年,0,12,4室2厅,99.6平米,东,精装,低楼层(共7层),,塔楼,2200000.0,22089
新装修改四房南北对流通风采光好,金山谷四期 ,金山谷,近地铁 VR看装修 随时看房,0,4个月以前发布,4室2厅,109.6平米,南,精装,低楼层(共25层),2013年,塔楼,3350000.0,30566
2003年楼龄 宝翠苑 低楼层 希有露台南向四房 满五唯一,宝翠苑 ,市桥,VR看装修 房本满五年,0,9,4室2厅,94.3平米,南,精装,低楼层(共6层),2002年,板楼,1650000.0,17498
地铁中芯上盖 交通便利 高 端盘 次新房,越秀和樾府一期 ,汉溪长隆,近地铁 VR看装修 随时看房,10,8个月以前发布,4室2厅,110平米,东,精装,低楼层(共29层),,板楼,5480000.0,49819
店长主推：华怡居 电梯东南向 满五唯一 急卖,华怡居 ,市桥,VR看装修 房本满五年,3,7个月以前发布,4室1厅,96.5平米,东南,简装,中楼层(共7层),2000年,塔楼,1820000.0,18861
此房过五唯一，CBD次新房，3+1户型，望花园，景观优美,诺德名都 ,汉溪长隆,VR房源 房本满五年 随时看房,10,2个月以前发布,4室1厅,101.58平米,北,精装,30层,2013年,塔楼,2850000.0,28057
敏捷伊顿 环境好 出入方便 复式 采光好,敏捷伊顿公馆 ,祈福新村,近地铁 房本满五年,1,一年前发布,4室3厅,93.68平米,南,精装,低楼层(共10层),2017年,塔楼,1900000.0,20282
可以交易签约，业主诚意放卖，高楼层 环境舒适,同创誉城 ,雅居乐,房本满五年 随时看房,2,一年前发布,4室1厅,92.96平米,南,其他,高楼层(共26层),,塔楼,3000000.0,32272
产权清晰，随时可以交易签约 业主诚意放卖,同创誉城 ,雅居乐,房本满五年,2,一年前发布,4室2厅,93.03平米,北,其他,中楼层(共26层),,塔楼,3100000.0,33323
同创誉城房大露台拎包即可，装修50个,同创誉城 ,雅居乐,房本满五年,0,一年前发布,4室2厅,91.99平米,东南,其他,低楼层(共23层),,暂无数据,3380000.0,36744
同创誉城 复式四房带主卫  高层景色很美 业主诚心卖房,同创誉城 ,雅居乐,房本满五年,0,一年前发布,4室2厅,93.07平米,西南,精装,高楼层(共26层),,塔楼,2750000.0,29548
同创誉城大露台拎包即可装修50个,同创誉城 ,雅居乐,房本满两年,1,一年前发布,4室1厅,91.84平米,东南,其他,低楼层(共23层),,暂无数据,2880000.0,31359
青怡居四房套房（满五唯一），楼层靓户型方正,祈福新村青怡居 ,祈福新村,VR房源 房本满五年,42,一年前发布,4室2厅,108.9平米,北,精装,中楼层(共5层),2001年,板楼,2300000.0,21121
顶层，买一层，两层使用，共4房适合大家庭使用,工业路 ,市桥,VR房源 房本满五年,2,3个月以前发布,4室2厅,107.7平米,南北,简装,高楼层(共8层),,塔楼,1280000.0,11885
框架结构大3房可公积金贷款，拎包入住,邮电局大厦 ,大石,VR看装修 房本满五年 随时看房,27,一年前发布,4室2厅,103.7平米,东南,精装,高楼层(共7层),,塔楼,1550000.0,14947
缤纷汇小户型 楼层适中 保养新净,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,7,一年前发布,1室1厅,28.58平米,北,其他,33层,2017年,塔楼,1150000.0,40238
敏捷伊顿公馆 4室2厅 南,敏捷伊顿公馆 ,祈福新村,近地铁 房本满五年,0,5个月以前发布,4室2厅,93.03平米,南,其他,高楼层(共21层),2015年,板塔结合,2400000.0,25799
广州产权沙湾碧桂园三房两厅装修新保养好拎包入住,顺德碧桂园彩云居 ,顺德碧桂园,VR房源 房本满五年,0,一年前发布,4室2厅,90.85平米,东北,精装,低楼层(共11层),1998年,板楼,1690000.0,18603
珑翠花园高层南北对流户型带阁楼和露台,珑翠花园 ,汉溪长隆,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,104.7平米,南北,其他,31层,2017年,板塔结合,5350000.0,51099
大北路 南向四房  中楼层装修保养好 交通便利,大北路 ,市桥,VR看装修 房本满五年,2,一年前发布,4室2厅,95.9平米,南,简装,中楼层(共7层),,塔楼,1400000.0,14599
同创誉城  带阳台 可明火  保养新。,同创誉城 ,雅居乐,房本满五年 随时看房,1,一年前发布,4室2厅,93.44平米,南,精装,低楼层(共26层),,塔楼,2600000.0,27826
同创誉城  带阳台 可明火  保养新。,同创誉城 ,雅居乐,房本满五年 随时看房,1,一年前发布,4室2厅,93.44平米,南,精装,低楼层(共26层),塔楼,,2600000.0,27826
地铁22号线市广路站步行100米，直通南站和番禺广场,敏捷伊顿公馆 ,祈福新村,近地铁 房本满五年 随时看房,0,6个月以前发布,4室2厅,93.53平米,南,其他,中楼层(共10层),塔楼,2017年,2090000.0,22346
绿怡居视野开阔四房 祈福人工湖旁 步行可到缤纷世界,祈福新村绿怡南路 ,祈福新村,VR房源 房本满五年,1,一年前发布,4室2厅,106.9平米,南,精装,中楼层(共4层),板楼,1999年,2550000.0,23855
"框架结构，800mDT口，优质X*,刚需上车",市桥大南路 ,市桥,VR看装修 房本满五年,1,一年前发布,4室1厅,108.3平米,南,其他,高楼层(共7层),塔楼,,1450000.0,13389
该房源户型方正使用率高人车分流楼距宽,同创誉城 ,雅居乐,房本满五年,1,7个月以前发布,4室2厅,92.96平米,南,其他,高楼层(共26层),塔楼,,3000000.0,32272
电梯高层南向有阳台精装修保养好,越秀可逸江畔 ,桥南,房本满五年,0,一年前发布,1室1厅,93.64平米,南,其他,高楼层(共12层),塔楼,2015年,1400000.0,14951
星河湾4房，全新装修，全屋品牌 业主诚意出,广地花园 ,星河湾,VR房源 房本满两年,2,9个月以前发布,4室2厅,107.66平米,东北,精装,中楼层(共7层),板塔结合,2006年,2670000.0,24801
诺德名都优质三房，满五低楼层，采光通风好,诺德名都 ,汉溪长隆,VR看装修 房本满五年,3,一年前发布,4室2厅,93.2平米,北,简装,30层,塔楼,2013年,3000000.0,32189
番禺CBD 满五 中楼层望小区园景 4房,诺德名都 ,汉溪长隆,VR看装修 房本满五年,0,一年前发布,4室2厅,101.23平米,北,精装,30层,塔楼,2013年,3700000.0,36551
4房视野开阔，南北对流。。。。。。,富丽家园 ,大石,VR房源 房本满五年,9,一年前发布,4室2厅,107.63平米,东南,简装,中楼层(共8层),塔楼,1997年,2000000.0,18583
近地铁  4室2厅 南北对流  配套完善,园丰小区 ,市桥,VR房源 房本满五年,1,7个月以前发布,4室2厅,105.1平米,南,其他,高楼层(共7层),塔楼,1998年,1280000.0,12179
祈福缤纷汇  大单间大阳台 精装修 出租自住均可,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,5,一年前发布,1室0厅,28.61平米,北,其他,33层,板塔结合,,1038000.0,36282
康怡径街南向四房 一线景观 底楼层一步到位,祈福新村康怡居 ,祈福新村,VR房源 房本满五年,0,一年前发布,4室2厅,109平米,南,精装,低楼层(共6层),板楼,2002年,3000000.0,27523
华侨城 电梯楼 南北对流 四房两卫 靓装修 带私家露台,华侨城(番禺) ,市桥,VR看装修 房本满两年,1,6个月以前发布,4室2厅,97.65平米,南,精装,中楼层(共8层),板楼,1994年,1900000.0,19458
楼层适中，门口旁星海公园，大四房。,侨联社区新城区 ,市桥,VR看装修 房本满五年 随时看房,4,一年前发布,4室2厅,103.1平米,南,简装,高楼层(共6层),板楼,1993年,1660000.0,16101
碧桂园 广州沙湾 复式 保养好少住 采光视野好,顺德碧桂园芷兰湾 ,顺德碧桂园,VR看装修 房本满五年,9,一年前发布,4室2厅,100.07平米,北,精装,高楼层(共18层),塔楼,2009年,1900000.0,18987
大西路 大三房 框架结构 精装修,大西路 ,市桥,VR看装修 房本满两年,2,9个月以前发布,4室1厅,93.7平米,南,其他,高楼层(共6层),板楼,,1300000.0,13875
新城区 框架结构 可以公积金贷款 建筑103平方没有分摊,侨联社区新城区 ,市桥,VR看装修 房本满两年,4,一年前发布,4室2厅,103.1平米,东南,精装,中楼层(共6层),板楼,1993年,1480000.0,14355
大型小区停车方便 南向采光好  户型方正4房 中楼层,江南新村 ,市桥北,VR房源 房本满五年,0,7个月以前发布,4室2厅,96.4平米,南,简装,高楼层(共7层),塔楼,1998年,1650000.0,17117
华南碧桂园南北对流四房户型  采光通风好 望山景,华南碧桂园岭御苑 ,华南碧桂园,VR看装修 房本满五年,2,一年前发布,4室2厅,95.15平米,东北,简装,18层,塔楼,2010年,3700000.0,38886
敏捷上城商务中心 4室2厅 西南,敏捷上城商务中心 ,万博,近地铁 房本满五年,1,8个月以前发布,4室2厅,95.2平米,西南,其他,中楼层(共26层),板塔结合,,2500000.0,26261
200米市桥地铁 北丽园南北对流三房配套成熟,北丽园 ,市桥,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,98.6平米,南北,简装,高楼层(共6层),板楼,1995年,1650000.0,16735
地铁就在家楼下  大院管理 中间楼层 证过五年,光明北路241号大院 ,市桥,近地铁 VR看装修 房本满五年,3,一年前发布,4室2厅,92.5平米,东,精装,中楼层(共8层),板楼,,1600000.0,17298
小区楼龄新阳台望小区花园景观优美复式四房2卫,同创誉城 ,雅居乐,房本满五年,0,一年前发布,4室2厅,97.74平米,北,其他,低楼层(共26层),塔楼,,2550000.0,26090
解放路中间楼层四房，省级南阳里，看房方便,解放路(市桥) ,市桥,VR看装修 房本满五年,1,一年前发布,4室1厅,104平米,南北,其他,中楼层(共7层),塔楼,,1450000.0,13943
业主精装修，房屋配套设施齐全。,越秀可逸江畔 ,桥南,房本满两年,1,一年前发布,1室1厅,90.96平米,南,其他,高楼层(共12层),塔楼,,1500000.0,16491
"番禺客运站三房两卫,过五年有天台,有钥匙方便看房.",石碁城市花园 ,番禺客运站,VR房源 房本满五年,9,一年前发布,4室1厅,93.8平米,东,精装,高楼层(共5层),板楼,2001年,1950000.0,20789
华南新城南区 3+1户型 南向 保养好,华南新城南区 ,华南新城,VR房源 房本满五年,3,一年前发布,4室2厅,107.91平米,东南,其他,低楼层(共12层),板塔结合,2011年,3200000.0,29655
招商金山谷mini-top 精装修 即买即收租,招商金山谷MINI-TOP ,金山谷,房本满两年,0,一年前发布,1室1厅,29.05平米,北,精装,中楼层(共7层),塔楼,,460000.0,15835
祈福青怡居，南向大四房，近地铁22号线，配套齐全,祈福新村青怡居 ,祈福新村,VR房源 房本满五年,1,9个月以前发布,4室2厅,108.9平米,南,其他,高楼层(共5层),板楼,2001年,2300000.0,21121
华南新城南区 3+1户型 南向 保养好,华南新城南区 ,华南新城,VR房源 房本满五年,3,一年前发布,4室2厅,107.91平米,东南,其他,低楼层(共12层),2011年,板塔结合,3200000.0,29655
南向4房带主套 小区管理 中间楼层,侨宫苑 ,市桥,VR房源 房本满五年,1,一年前发布,4室2厅,109.3平米,南,简装,中楼层(共8层),1996年,塔楼,1800000.0,16469
CBD次新房，3+1户型，望花园，景观优美,诺德名都 ,汉溪长隆,VR看装修 房本满五年,0,5个月以前发布,4室2厅,101.22平米,北,精装,30层,2013年,塔楼,4000000.0,39518
