标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
珠江国际城 诚意出手 中间楼层  采光好 厅出阳台户型,珠江国际城 ,神岗镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,100.37平米,东北,精装,中楼层(共28层),板塔结合,2017年,1250000.0,12454
地铁口物业，低密度洋房，业主急出手，看房方便,碧桂园荔山雅筑 ,赤草,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,144.34平米,南,毛坯,中楼层(共4层),板楼,,1250000.0,8661
空气清新 负离子空气 优质的森林,富力泉天下 ,温泉镇,VR房源 房本满五年,0,1个月以前发布,4室2厅,221.3平米,西西北,其他,3层,塔楼,2014年,1900000.0,8586
地铁口小区 正南向，大阳台，看流溪河,逸泉山庄 ,赤草,近地铁 VR房源 房本满五年 随时看房,0,9个月以前发布,2室1厅,93.3平米,东南南,毛坯,高楼层(共15层),板楼,2010年,1000000.0,10719
雅居乐小院流溪湖畔花园，双拼大别墅，四层带电梯位,雅居乐小院流溪 ,赤草,VR房源 房本满两年 随时看房,0,一年前发布,5室2厅,568.66平米,东南,毛坯,3层,塔楼,,6500000.0,11431
雅居乐物业 部分业主是生活质量好 适用400方别墅,雅居乐小院流溪 ,赤草,VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,291.45平米,东南,毛坯,低楼层(共3层),板塔结合,,2950000.0,10122
此房精装修，保养不错视野开阔，高楼层采光充足,珠光御景山水城 ,江浦街,VR看装修 随时看房,0,2个月以前发布,3室2厅,90.46平米,北,其他,高楼层(共30层),塔楼,,800000.0,8844
独栋别墅，三层带车位，双阳台。楼间距开阔,逸泉山庄 ,赤草,VR房源 房本满五年,10,一年前发布,5室3厅,296.69平米,南北,简装,3层,暂无数据,,5800000.0,19550
从化温泉富力泉天下 联排中间别墅 位置安静 随时看房,富力泉天下 ,温泉镇,VR房源 房本满五年,25,一年前发布,4室2厅,191平米,东南,毛坯,3层,联排别墅,塔楼,1390000.0,7278
碧桂园御湖城二期 4室2厅 北 南,碧桂园御湖城二期 ,江浦街,VR房源 房本满两年,0,一年前发布,4室2厅,129.94平米,北南,其他,低楼层(共6层),暂无数据,,2000000.0,15392
巴厘天地 小户型 双阳台 视野开阔 采光独特,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,6个月以前发布,2室1厅,83.96平米,西南东北,其他,中楼层(共17层),塔楼,2014年,720000.0,8576
时代幸汇，小区新楼龄，近地铁口，交通便利,时代幸汇 ,江浦街,VR看装修 房本满两年,0,一年前发布,3室2厅,99.43平米,东南,精装,高楼层(共24层),板楼,,1300000.0,13075
此房格局方正  产权清晰  楼栋位置安静舒适,珠光御景山水城 ,江浦街,VR看装修 房本满五年 随时看房,0,9个月以前发布,4室2厅,142.94平米,南,其他,低楼层(共31层),塔楼,2018年,1350000.0,9445
生活方便，离市区近，刚需的选择。,爱尚流溪 ,江浦街,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,104平米,东南南,毛坯,高楼层(共24层),塔楼,2015年,960000.0,9231
雅居乐小院流溪湖畔花园，双拼大别墅，四层带电梯位,雅居乐小院流溪 ,赤草,VR房源 房本满两年 随时看房,0,一年前发布,5室2厅,568.66平米,东南,毛坯,3层,塔楼,,6500000.0,11431
珠江国际城 诚意出手 中间楼层  采光好 厅出阳台户型,珠江国际城 ,神岗镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,100.37平米,东北,精装,中楼层(共28层),板塔结合,2017年,1250000.0,12454
从化温泉富力泉天下 联排中间别墅 位置安静 随时看房,富力泉天下 ,温泉镇,VR房源 房本满五年,25,一年前发布,4室2厅,191平米,东南,毛坯,3层,联排别墅,塔楼,1390000.0,7278
空气清新 负离子空气 优质的森林,富力泉天下 ,温泉镇,VR房源 房本满五年,0,1个月以前发布,4室2厅,221.3平米,西西北,其他,3层,塔楼,2014年,1900000.0,8586
城内路  业主  急   急   急  放  卖,城内路 ,旧城区,VR看装修 房本满五年,1,一年前发布,2室1厅,63.89平米,西南,简装,高楼层(共6层),塔楼,,600000.0,9392
此房精装修，保养不错视野开阔，高楼层采光充足,珠光御景山水城 ,江浦街,VR看装修 随时看房,0,2个月以前发布,3室2厅,90.46平米,北,其他,高楼层(共30层),塔楼,,800000.0,8844
生活便利，度假养老的好地方，负离子含量高,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,120.95平米,南,精装,中楼层(共23层),塔楼,,847000.0,7003
小区人车分流并设有地下停车场， 车位比例达到1：1,雅居乐小院流溪 ,赤草,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,116.42平米,西北,毛坯,中楼层(共18层),塔楼,,1330000.0,11425
雅居乐物业 部分业主是生活质量好 适用400方别墅,雅居乐小院流溪 ,赤草,VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,291.45平米,东南,毛坯,低楼层(共3层),板塔结合,,2950000.0,10122
独栋别墅，三层带车位，双阳台。楼间距开阔,逸泉山庄 ,赤草,VR房源 房本满五年,10,一年前发布,5室3厅,296.69平米,南北,简装,3层,暂无数据,,5800000.0,19550
地铁口物业，低密度洋房，业主急出手，看房方便,碧桂园荔山雅筑 ,赤草,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,144.34平米,南,毛坯,中楼层(共4层),板楼,,1250000.0,8661
碧桂园荔山雅筑，地铁口物业，精装电梯楼实用3房。,碧桂园荔山雅筑 ,赤草,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,109.41平米,北,精装,中楼层(共26层),塔楼,2019年,950000.0,8683
地铁口小区 正南向，大阳台，看流溪河,逸泉山庄 ,赤草,近地铁 VR房源 房本满五年 随时看房,0,9个月以前发布,2室1厅,93.3平米,东南南,毛坯,高楼层(共15层),板楼,2010年,1000000.0,10719
太平开发区彩虹苑，生活便利 近地铁,彩虹苑 ,太平镇,VR看装修 房本满五年 随时看房,8,8个月以前发布,1室1厅,35.49平米,南,简装,高楼层(共5层),塔楼,2002年,250000.0,7045
南北格局好，视野宽阔，交通便利,东方夏湾拿 ,太平镇,VR房源 房本满五年,1,7个月以前发布,4室2厅,258.63平米,南,简装,3层,板塔结合,2010年,3660000.0,14152
证满两年，采光好，近地铁，格局方正实用,回归路小区 ,太平镇,VR看装修 房本满五年 随时看房,7,一年前发布,2室2厅,94.32平米,东北,简装,高楼层(共8层),塔楼,2000年,395000.0,4188
紫泉翠荔嘉园 视野无遮挡 户型方正 成熟小区 入住率高,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,5,一年前发布,5室1厅,76.69平米,南,其他,高楼层(共6层),塔楼,,720000.0,9389
紫泉翠荔嘉园  南北对流   户型方正,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,19,一年前发布,3室2厅,89.77平米,南,精装,中楼层(共6层),塔楼,2007年,1280000.0,14259
精装修，格局方正，楼层好，视野宽阔采光充足,名城御景绿洲 ,江浦街,VR看装修 房本满五年 随时看房,0,9个月以前发布,3室2厅,105平米,东北,精装,低楼层(共22层),塔楼,,1400000.0,13334
珠江国际城  神岗地铁站 刚需大盘,珠江国际城 ,神岗镇,近地铁 VR房源 房本满两年 随时看房,0,10个月以前发布,4室1厅,145.78平米,西南,精装,低楼层(共28层),板塔结合,2018年,1620000.0,11113
地铁三房    全新装修    格局好,荔林春晓 ,太平镇,近地铁 VR房源 房本满五年,1,一年前发布,3室1厅,94.33平米,北,其他,高楼层(共18层),塔楼,2016年,1330000.0,14100
南向，楼层好，视野开阔，交通便利，近地铁,新光百德广场 ,太平镇,近地铁 房本满五年,0,一年前发布,1室0厅,56.86平米,南,精装,中楼层(共16层),塔楼,2014年,400000.0,7035
小区优势：户型方正，刚需户型，户型可以做到南北对流,骏逸湖畔花苑 ,太平镇,VR看装修 房本满五年 随时看房,7,一年前发布,3室1厅,163.39平米,东南,毛坯,低楼层(共16层),塔楼,2017年,1380000.0,8447
房子装修新净有格调  格局漂亮,逸泉山庄 ,赤草,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,110.23平米,南北,其他,低楼层(共15层),板楼,2010年,1500000.0,13608
户型方正，楼层适中，景色优美 ，拎包入住,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,89.77平米,南,其他,中楼层(共6层),塔楼,,830000.0,9246
大城云山  地铁站800米 满五唯一 有钥匙,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,7个月以前发布,3室2厅,106.18平米,东南,毛坯,高楼层(共9层),2013年,塔楼,660000.0,6216
大城云山地铁楼盘 业主诚心 大三房 精装修,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,121.24平米,南北,精装,高楼层(共22层),2018年,塔楼,980000.0,8084
小区风格为欧洲风格，交通方便，有地铁站,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,6,6个月以前发布,4室2厅,116.14平米,东北,精装,中楼层(共17层),2016年,塔楼,880000.0,7578
刚需小房  合适刚需客上车 小区居住环境舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,49.48平米,东南,毛坯,中楼层(共22层),2018年,塔楼,550000.0,11116
太平地铁站800米，环境优美，空气清新，视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,59.5平米,东北,其他,低楼层(共22层),2018年,塔楼,600000.0,10085
楼层好，望夏湾拿别墅，采光好，无遮挡，视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,1室1厅,49.48平米,北,毛坯,中楼层(共22层),2018年,塔楼,550000.0,11116
楼层好，视野开阔，户型采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,20,一年前发布,1室1厅,55.01平米,东南,精装,中楼层(共9层),2013年,塔楼,780000.0,14180
大城云山 太平地铁口700米  楼层好 南向三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,90.88平米,南,其他,低楼层(共17层),2016年,塔楼,950000.0,10454
大城云山 地铁800米  适合自住养老 环境好  南向户型,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,94.71平米,东南,毛坯,高楼层(共10层),2016年,塔楼,920000.0,9714
大城云山，双阳台带精装修，太平地铁站,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,2,10个月以前发布,3室2厅,106.18平米,东南,精装,高楼层(共9层),2013年,塔楼,930000.0,8759
地铁盘 电梯房，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,96.42平米,东北,毛坯,中楼层(共9层),2013年,塔楼,900000.0,9335
大城云山  高层望荔枝园   南北对流  视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,92.63平米,东南,毛坯,中楼层(共17层),2016年,塔楼,895000.0,9663
业主情况：空置有钥匙。 购房成本：满五唯一。,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,30,一年前发布,3室2厅,101.71平米,西南东北,毛坯,中楼层(共10层),2016年,塔楼,668000.0,6568
大城云山 知识城北 14号线A出口  中高楼层  采光好,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,一年前发布,3室2厅,95平米,东南,毛坯,高楼层(共22层),2018年,塔楼,890000.0,9369
14号线太平地铁站，无抵押，手续简单,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,3,一年前发布,3室2厅,105.3平米,南,毛坯,高楼层(共22层),2016年,塔楼,800000.0,7598
证过2，税费低、南向房源、视野好带装修,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,19,一年前发布,3室2厅,92.3平米,东南,精装,高楼层(共17层),2016年,塔楼,930000.0,10076
满五唯一  地铁物业  配套设施齐全 交通便利 精装修,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,8,一年前发布,3室2厅,92.63平米,东南西南,其他,高楼层(共17层),2016年,塔楼,990000.0,10688
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,36,一年前发布,2室2厅,92.63平米,东南,精装,低楼层(共17层),2016年,塔楼,720000.0,7773
全新未住过，精装修，离地铁近，,大城云山 ,太平镇,近地铁 VR看装修 随时看房,1,6个月以前发布,3室1厅,96.42平米,南,精装,高楼层(共9层),2013年,塔楼,850000.0,8816
近太平地铁口 小区环境优美 户型方正 双阳台 采光好,大城云山 ,太平镇,近地铁 VR房源 房本满五年,0,一年前发布,3室2厅,93平米,南,精装,中楼层(共10层),2016年,塔楼,940000.0,10108
大城云山 14号线地铁口楼盘 户型方正，采光充足。,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,9,一年前发布,3室2厅,105.4平米,东南,毛坯,中楼层(共22层),2018年,塔楼,900000.0,8539
地铁口800房源 大城云山 三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,2室1厅,95.98平米,南,毛坯,低楼层(共22层),2018年,塔楼,850000.0,8857
大城云山 知识城北 14号线地铁A出口 800米,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,一年前发布,3室2厅,95平米,东南,毛坯,低楼层(共22层),2018年,塔楼,870000.0,9158
大城云山 实用率高 房子位置佳望绿化,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,8,一年前发布,2室2厅,92.63平米,南,其他,中楼层(共17层),2013年,塔楼,630000.0,6802
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,13,一年前发布,3室2厅,92.63平米,西南,其他,高楼层(共17层),2013年,塔楼,990000.0,10688
视野环境好   欧式建筑风格  随时交易没有按揭,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,101.38平米,东北,毛坯,高楼层(共17层),2016年,塔楼,720000.0,7102
业主急出手，看上可谈，业主可以给到一定让步,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,2室2厅,92.3平米,西南,毛坯,中楼层(共17层),2016年,塔楼,680000.0,7368
视野开阔，户型采光充足，毛坯可自行装修喜欢的风格,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,90.11平米,南,毛坯,中楼层(共15层),2016年,塔楼,725000.0,8046
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,12,一年前发布,2室1厅,92.63平米,东南,精装,高楼层(共17层),2013年,塔楼,746000.0,8054
大城云山 南向望荔枝园  视野开阔  高楼层 采光好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,96.28平米,南北,毛坯,高楼层(共22层),2016年,塔楼,790000.0,8206
电梯洋房 南向 采光视野好 交通便利,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,4,一年前发布,3室1厅,105.3平米,东南,其他,低楼层(共22层),2018年,塔楼,730000.0,6933
14号线太平站300米大城云山 近地铁,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,8个月以前发布,3室1厅,92.06平米,南北,精装,中楼层(共10层),2016年,塔楼,950000.0,10320
电梯小高层，总高10层中楼层。拎包入住保养好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,2个月以前发布,3室1厅,101.71平米,西北,精装,中楼层(共10层),2016年,塔楼,880000.0,8653
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,7个月以前发布,3室2厅,96.28平米,东南,其他,高楼层(共11层),2013年,塔楼,750000.0,7790
大城云山 地铁700米 南向大3房复式,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,40,一年前发布,4室2厅,114.25平米,东南,毛坯,高楼层(共11层),2016年,塔楼,1520000.0,13305
大城云山高楼层  复式户型 视野开阔舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,6,一年前发布,4室2厅,206.99平米,西南,毛坯,高楼层(共22层),2018年,塔楼,1900000.0,9180
地铁口一房一厅房源，户型方正！视野无遮挡,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,49.48平米,南北,毛坯,低楼层(共22层),2018年,塔楼,475000.0,9600
地铁口小区，精装复式三层，实用率高,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,4室5厅,209.48平米,东北,精装,高楼层(共17层),2016年,塔楼,3600000.0,17186
大城云山14号地铁沿线近地铁太平站，交通便利环境优美,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,16,一年前发布,1室1厅,42.95平米,东南,毛坯,高楼层(共9层),2013年,塔楼,360000.0,8382
全新开发商交楼标准，800米地铁站，通透，采光好，,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,28,1室1厅,49.28平米,北,毛坯,低楼层(共22层),2018年,塔楼,380000.0,7712
精装的装修风格 即刻开启幸福生活 拎包即可入住,大城云山 ,太平镇,近地铁 VR看装修,1,11,4室1厅,112.27平米,东南,其他,高楼层(共11层),2013年,塔楼,1500000.0,13361
大城云山！朝南望花园，格局方正无死角，采光强！,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室1厅,49.3平米,西南,毛坯,中楼层(共22层),2016年,塔楼,380000.0,7708
大城云山 4室2厅 南,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,1个月以前发布,4室2厅,153平米,南,其他,高楼层(共17层),2013年,塔楼,1138000.0,7438
大城云山小区，近地铁口，环境优美，生活便利,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,9个月以前发布,1室1厅,42.95平米,北,毛坯,中楼层(共9层),2013年,塔楼,422000.0,9826
地铁口800米，南向大两房，采光好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,90.88平米,西南,精装,中楼层(共17层),2016年,塔楼,1150000.0,12655
大城云山，地铁口600米东南向电梯3房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,35,一年前发布,3室2厅,105.4平米,东南北,其他,低楼层(共22层),2018年,塔楼,1150000.0,10911
视野开阔 户型方正  采光通透,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,一年前发布,3室2厅,95.98平米,南,毛坯,中楼层(共22层),2018年,塔楼,1150000.0,11982
大城云山 地铁口物业 出入方便 配套齐全,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,105.4平米,南北,其他,高楼层(共22层),2018年,塔楼,1430000.0,13568
大城云山 二房 户型实用  采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,25,一年前发布,2室1厅,94.7平米,南,毛坯,低楼层(共10层),2016年,塔楼,1030000.0,10877
大城云山地铁口房源  大三房 高楼层视野好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,8个月以前发布,3室2厅,105.3平米,南,毛坯,中楼层(共22层),2018年,塔楼,1043000.0,9906
大城云山三房二厅，楼层好，格局好，离地铁站约800米,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,0,2个月以前发布,3室2厅,105.4平米,南,毛坯,高楼层(共22层),2018年,塔楼,1080000.0,10247
大城云山，地铁口800米，小区环境好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,2室1厅,59.5平米,北,毛坯,中楼层(共22层),2018年,塔楼,700000.0,11765
"精装房,地铁800米,保养好,南向阳台望小区泳池绿化高",大城云山 ,太平镇,近地铁 VR看装修 房本满五年,4,5个月以前发布,3室1厅,87.95平米,南,简装,中楼层(共17层),2016年,塔楼,730000.0,8301
大城云山小区，环境优美，近地铁口，空气清晰,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,10个月以前发布,2室1厅,59.4平米,东北,毛坯,中楼层(共22层),2018年,塔楼,699000.0,11768
大城云山 视野开阔南向 采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,121.58平米,南,毛坯,高楼层(共22层),2018年,塔楼,900000.0,7403
地铁口800米，楼层好，南向电梯方正两房,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,65,一年前发布,2室1厅,82.88平米,西南,毛坯,高楼层(共9层),2016年,塔楼,820000.0,9894
两室两厅  户型方正 采光充足 交通便利,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,2,5个月以前发布,2室1厅,83.62平米,北,简装,中楼层(共11层),2013年,塔楼,650000.0,7774
大城云山地铁口房源 南向中楼层 看花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,2个月以前发布,3室2厅,89.34平米,南,其他,中楼层(共17层),2016年,塔楼,750000.0,8395
近地铁口 位置好 绿植高 南北对流电梯大三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,4个月以前发布,3室2厅,121.6平米,南北,其他,低楼层(共22层),2018年,塔楼,900000.0,7402
大城云山  欧式建筑风格 花园式园林  精装房拎包入住,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,1个月以前发布,2室2厅,59.5平米,东北,精装,中楼层(共22层),2018年,塔楼,780000.0,13110
大城云山 地铁口刚需三房 业主置换 安静舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,89.34平米,东南,其他,高楼层(共17层),2016年,塔楼,1000000.0,11194
大城云山 地铁盘  时代共享配套 小区环境好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,5个月以前发布,2室2厅,83.62平米,北,精装,低楼层(共11层),2013年,塔楼,900000.0,10763
此房满五唯一，采光好 视野开阔 交通便利,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,1,1个月以前发布,2室1厅,55.04平米,北,其他,中楼层(共10层),2016年,塔楼,598000.0,10865
大城云山电梯房近地铁保养新净人车分流,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,7个月以前发布,2室1厅,81.7平米,南,简装,低楼层(共9层),2013年,塔楼,645000.0,7895
大城云山 地铁口700米 楼层好视野开阔南向电梯三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,21,一年前发布,3室1厅,89.34平米,南,毛坯,高楼层(共17层),2017年,塔楼,900000.0,10074
审核通过，外网可见宽敞客厅，大三房 地铁口,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,18,3室1厅,121.3平米,南,毛坯,低楼层(共22层),2018年,塔楼,850000.0,7008
大城云山 3房2卫全新毛坯  环境好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,3室2厅,121平米,东南,毛坯,低楼层(共22层),2018年,塔楼,940000.0,7769
楼层好，视野开阔，南北向户型采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,74,一年前发布,2室1厅,59.5平米,南北,毛坯,高楼层(共22层),2018年,塔楼,600000.0,10085
大城云山  近地铁口  毛坯可自行装修风格,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,2个月以前发布,2室1厅,56.78平米,北南,毛坯,高楼层(共10层),2016年,塔楼,880000.0,15499
大城云山 地铁口楼盘 南北对流  户型方正,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,1,3个月以前发布,3室2厅,113.13平米,南北,其他,中楼层(共17层),2013年,塔楼,920000.0,8133
地铁口，环境好，交通便利，宜居宜商,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,29,一年前发布,2室2厅,81.96平米,南,毛坯,高楼层(共9层),2013年,塔楼,650000.0,7931
业主急  知识城北  地铁站800米,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,2室1厅,80.62平米,东南,毛坯,中楼层(共11层),2013年,塔楼,860000.0,10668
大城云山 小区好户型 好楼层 满五唯一,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,1个月以前发布,3室1厅,117.56平米,东北,毛坯,高楼层(共17层),2016年,塔楼,850000.0,7231
大城云山 靠 14号地铁太平站,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,3,6个月以前发布,2室2厅,81.96平米,东南,精装,高楼层(共9层),2013年,塔楼,746000.0,9103
大城云山 时代配套 地铁盘 业主急 好商量,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,2室1厅,59.4平米,东北,毛坯,中楼层(共22层),2018年,塔楼,570000.0,9596
大城云山   电梯三房看房方便,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,3室2厅,125.04平米,东南,毛坯,高楼层(共17层),2013年,塔楼,900000.0,7198
时代印象 4室2厅 南,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,4室2厅,105.01平米,南,精装,低楼层(共32层),,塔楼,1750000.0,16666
地铁口楼盘，家私家电齐全，次新房，保养好,时代印象 ,太平镇,近地铁 VR看装修,0,2个月以前发布,4室2厅,105.06平米,南,精装,高楼层(共32层),,暂无数据,1800000.0,17134
时代印象次新房，精装修4房，全屋定制,时代印象 ,太平镇,近地铁 VR看装修,1,5个月以前发布,4室2厅,105平米,南,精装,高楼层(共32层),,塔楼,1768000.0,16839
时代印象地铁口100米 小区有幼儿园 南向4房 看花园,时代印象 ,太平镇,近地铁 VR看装修,2,6个月以前发布,4室2厅,105平米,南,其他,低楼层(共32层),,塔楼,1850000.0,17620
太平地铁站 南北对流 户型方正 全屋定制 环境空气好,时代印象 ,太平镇,近地铁 VR看装修,2,3个月以前发布,4室2厅,105.01平米,东南南,精装,高楼层(共32层),,塔楼,1380000.0,13142
地铁口 大四房 南北对流 视野采光好,时代印象 ,太平镇,近地铁 VR看装修,0,3个月以前发布,4室2厅,105.01平米,南北,精装,中楼层(共32层),,塔楼,1700000.0,16189
时代印象30米地铁口房源 4房户型方正,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,1个月以前发布,4室2厅,104.88平米,南,精装,低楼层(共32层),,塔楼,1600000.0,15256
智汇国际写字楼  近地铁 格局方正 视野采光好,智汇国际 ,太平镇,近地铁 房本满两年,1,一年前发布,1室2厅,53.62平米,南西南,其他,高楼层(共25层),2016年,塔楼,600000.0,11190
智汇国际 高层 一房一卫 光线足位置好,智汇国际 ,太平镇,近地铁 房本满五年,0,4个月以前发布,1室0厅,51.98平米,东北,精装,低楼层(共25层),2016年,塔楼,510000.0,9812
华标荔苑 太平地铁口200米 一房一厅,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,12,一年前发布,1室1厅,46.88平米,东北,毛坯,低楼层(共6层),2013年,塔楼,620000.0,13226
智汇国际写字楼 开发区交通要道  办公首 选,智汇国际 ,太平镇,近地铁 房本满两年 随时看房,0,一年前发布,1室1厅,53.62平米,东南,精装,高楼层(共25层),2016年,塔楼,580000.0,10817
带装修 中高楼层  南向小户型,上雅君庭 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,4个月以前发布,1室1厅,56.35平米,南,其他,高楼层(共21层),,塔楼,650000.0,11536
小区环境优美，离地铁口200米，生活便利,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室1厅,44.6平米,东北,其他,中楼层(共6层),2013年,塔楼,580000.0,13005
智汇国际太平地铁边写字楼交通方便有停车场,智汇国际 ,太平镇,近地铁 随时看房,0,8个月以前发布,1室0厅,78.51平米,南,简装,中楼层(共25层),2016年,塔楼,560000.0,7133
