标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
海力花园满五唯一税费少小区少有户型户型正一楼带院.,海力花园 ,进港大道,VR房源 房本满五年 随时看房,6,6个月以前发布,2室2厅,69.63平米,南北,其他,低楼层(共12层),塔楼,2012年,700000.0,10054
环市西路平层电梯 南北对流 通风采光好,环市西路 ,流花站前,近地铁 VR看装修 房本满两年,0,1个月以前发布,2室1厅,73.26平米,北,其他,低楼层(共9层),塔楼,,1700000.0,23206
私人平台140方，地铁口雅居乐物业，南北对流大三房,雅居乐雍华廷二期 ,新区,近地铁 VR房源 房本满五年 随时看房,1,2个月以前发布,3室2厅,140.73平米,南北,简装,低楼层(共12层),塔楼,2002年,2280000.0,16202
建设二马路有位置加装电梯 一房一厅 户型方正南北对流,建设二马路 ,建设路,近地铁 VR房源 房本满五年 随时看房,2,2个月以前发布,1室1厅,39.86平米,南北,简装,中楼层(共7层),板楼,,1300000.0,32615
白云区 盈富居一房改两房 有电梯 看房方便,盈富居 ,罗冲围,VR看装修 房本满五年,0,6个月以前发布,2室1厅,36.72平米,南,其他,9层,塔楼,2000年,880000.0,23966
石牌桥地铁天河东路太古汇旁中楼层学不占用户型好,电视台小区 ,龙口西,近地铁 VR看装修 房本满五年,2,3个月以前发布,2室1厅,70.57平米,西,简装,8层,板楼,,2800000.0,39677
晓港地铁 低层厅出阳台大两房 业主诚心放卖,晓港西马路 ,昌岗,近地铁 VR看装修 房本满五年,1,2个月以前发布,2室1厅,64.95平米,南,其他,低楼层(共6层),板楼,,1500000.0,23095
阳光城丽景湾·澜悦 3室2厅 南,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,3个月以前发布,3室2厅,97.34平米,南,其他,高楼层(共31层),塔楼,,1650000.0,16951
天马丽苑二期 3室2厅 东北,天马丽苑二期 ,铁路西,VR看装修 房本满两年 随时看房,0,14,3室2厅,132.2平米,东北,精装,中楼层(共34层),塔楼,2007年,1430000.0,10817
黄埔区  里享家南北对全屋定制拎包入住 中楼层视野好,万科里享家 ,黄埔永和,VR看装修 房本满两年 随时看房,0,23,3室2厅,93.4平米,南,其他,中楼层(共34层),塔楼,,1600000.0,17131
广州北站 石米框架结构  不是顶楼 3房户型,福宁路 ,旧区,近地铁 VR看装修 房本满五年,4,3个月以前发布,2室2厅,80.12平米,南北,其他,高楼层(共7层),塔楼,,460000.0,5742
侨怡苑电梯方正三房，满五唯一，安静舒适huayang不占,侨怡苑 ,体育中心,近地铁 VR看装修 房本满五年 随时看房,1,2个月以前发布,3室2厅,94.64平米,南,简装,低楼层(共8层),塔楼,1992年,5040000.0,53255
大院管理 原小北 加装电梯平层 实用率92% 全明布局,小北路 ,小北,近地铁 VR看装修 房本满五年 随时看房,8,5个月以前发布,3室1厅,99.63平米,东南北,精装,高楼层(共9层),1993年,塔楼,6480000.0,65041
大院管理 陈岗路 低层可小三房,陈岗路 ,流花站前,近地铁 VR看装修 房本满五年 随时看房,3,10个月以前发布,3室2厅,75.22平米,东南,精装,中楼层(共6层),,塔楼,1920000.0,25526
广州市南沙区南沙湾东苑，137平4房2卫，,南沙湾东苑 ,南沙港,近地铁 VR看装修 房本满五年 随时看房,2,5个月以前发布,4室2厅,137.22平米,东南,其他,中楼层(共30层),2017年,板塔结合,2480000.0,18074
天马丽苑二期南向单边位采光通透户型方正,天马丽苑二期 ,铁路西,VR房源 房本满两年,1,5个月以前发布,3室1厅,100.09平米,南,精装,中楼层(共33层),2013年,塔楼,1190000.0,11890
进港大道背靠黄山鲁森林公园南向户型,港航华庭 ,南沙港,VR看装修 房本满两年,1,13,5室2厅,140.56平米,南北,精装,中楼层(共32层),,板塔结合,1950000.0,13874
旧部qian 中层南北对流近地铁通风采光充,大新路 ,解放南,近地铁 VR看装修 房本满五年 随时看房,2,3个月以前发布,2室1厅,45.03平米,南,简装,中楼层(共8层),,暂无数据,1300000.0,28870
精装三房、户型方正、保养新净、拎包入住,锦绣花园南区 ,钟村,VR看装修 房本满五年,6,2个月以前发布,3室2厅,80.2平米,南北,精装,中楼层(共7层),1997年,塔楼,1480000.0,18454
高层视野开阔   生活配套齐全 过五年唯一 税费少,自在城市花园四期诺德名筑 ,汉溪长隆,VR看装修 房本满五年,3,2个月以前发布,2室1厅,71.85平米,北,其他,11层,,板塔结合,1820000.0,25331
金碧花园  中楼层  安静望泳池,金碧花园第一金碧 ,金碧,近地铁 VR房源 房本满五年 随时看房,5,4个月以前发布,2室1厅,66.15平米,西北,其他,中楼层(共22层),2000年,塔楼,1800000.0,27211
满二唯一，精装修保养的很好，业主诚意卖,富力环市西苑 ,西村,近地铁 VR房源 房本满五年,3,8个月以前发布,2室1厅,61.01平米,北,精装,中楼层(共15层),2000年,塔楼,2880000.0,47206
电子五所宿舍 3室2厅 南,电子五所宿舍 ,粤垦,VR看装修 房本满五年 随时看房,2,4个月以前发布,3室2厅,83.54平米,南,毛坯,高楼层(共6层),1998年,板楼,2990000.0,35792
5号线滘口400米，南向电梯三房，诚意出,龙湾广场 ,滘口,近地铁 VR房源 房本满两年,0,1个月以前发布,3室2厅,121.66平米,东南,精装,高楼层(共15层),1999年,塔楼,3050000.0,25070
白云家园 电梯南向1房 通风采光好。,白云家园 ,梅花园,近地铁 VR看装修 房本满两年,2,2个月以前发布,1室1厅,33.85平米,南,简装,6层,1997年,塔楼,1160000.0,34269
此房满五唯一，金泽花园精装2房,金泽花园 ,新塘南,VR房源 房本满五年 随时看房,2,2个月以前发布,2室2厅,82.79平米,东南南,简装,中楼层(共14层),2004年,塔楼,670000.0,8093
铂世湾 新装修3房 即买即住 中高楼层景观好 证过两年,珠江铂世湾 ,华南新城,近地铁 VR看装修 房本满两年 随时看房,0,24,3室2厅,96.22平米,北,精装,中楼层(共32层),2021年,塔楼,3750000.0,38974
珠江嘉园 中间位置 南向安静看花园 诚出,珠江嘉园 ,黄埔永和,VR看装修 房本满五年,3,2个月以前发布,2室1厅,79.21平米,东南,精装,高楼层(共32层),2015年,塔楼,950000.0,11994
此房装修保养好，采光足，位置安静，小区楼龄新,亚运城天成 ,亚运城,VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,90.21平米,西北,精装,中楼层(共44层),2019年,塔楼,2000000.0,22171
媒体南区  小区中间位置  南向单边位,亚运城媒体村(南区) ,亚运城,近地铁 VR看装修 房本满五年 随时看房,2,8个月以前发布,2室2厅,77.44平米,南,精装,中楼层(共18层),2010年,暂无数据,1770000.0,22857
萝岗敏捷广场 五米复式 精装两房 视野开阔看山景,萝岗敏捷广场 ,科学城,近地铁 房本满五年,3,6个月以前发布,2室2厅,57.02平米,北,精装,中楼层(共18层),2016年,板塔结合,700000.0,12277
永福西约高层视野开阔采光通风好交通便利安全安静,永福路永福西约 ,黄花岗,近地铁 VR看装修 房本满五年,6,一年前发布,2室1厅,45.25平米,西南,简装,高楼层(共9层),1995年,塔楼,1630000.0,36023
格局方正视野开阔 景观好，优越生活乐章,方圆明月山溪 ,温泉镇,VR房源 房本满五年 随时看房,6,一年前发布,1室1厅,57.98平米,南北,简装,低楼层(共18层),2014年,塔楼,320000.0,5520
小区花园原装电梯两房可以看到烟花,富泽园 ,工业大道北,近地铁 VR看装修 房本满五年,1,3个月以前发布,2室1厅,64.69平米,北,简装,高楼层(共9层),2001年,塔楼,2880000.0,44521
祥景南向中层两房厅出阳台无暗房,祥景花园AC区 ,黄石,VR房源 房本满五年 随时看房,3,4个月以前发布,2室1厅,49.96平米,南,简装,中楼层(共9层),1999年,塔楼,930000.0,18615
东晖名苑 区府板块 一梯两户 南北对流,东晖名苑 ,旧区,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,121.65平米,南北,精装,中楼层(共8层),2004年,板楼,1350000.0,11098
近地铁，电梯两房，视野宽阔，采光充足，配套设施齐全,洪德雅苑 ,同福,近地铁 VR房源 房本满五年 随时看房,3,26,2室1厅,43.57平米,南,精装,低楼层(共9层),1998年,塔楼,1300000.0,29838
舒适小高层  南北对流3+1户型  方正实用,保利拾光年 ,知识城,VR看装修 随时看房,1,2个月以前发布,4室2厅,97.51平米,南,精装,中楼层(共11层),2012年,平房,1860000.0,19075
滨江东花园小区方正大两房景观好光线好,蓝色康园 ,滨江东,近地铁 VR房源 房本满五年 随时看房,3,一年前发布,2室1厅,75.95平米,西南,简装,19层,2004年,板楼,3850000.0,50692
总家低 保养新 二次精装 视野无遮挡 无抵押交易快,亚运城媒体北村 ,亚运城,近地铁 VR看装修 房本满五年 随时看房,2,1个月以前发布,2室2厅,72平米,北,精装,高楼层(共18层),2010年,塔楼,1380000.0,19167
华林居 舒适大两房 环境好 小区安静 出入方便,丽江花园华林居 ,南浦,VR房源,3,2个月以前发布,2室1厅,73.6平米,西北,精装,高楼层(共6层),1996年,塔楼,1450000.0,19702
燕塘地铁口精装三房  拎包入住 户型采光好 业主诚心卖,金建苑 ,燕塘,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,3室1厅,80.05平米,东南,精装,中楼层(共9层),1995年,塔楼,1990000.0,24860
大城云山  地铁站800米 满五唯一 有钥匙,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,7个月以前发布,3室2厅,106.18平米,东南,毛坯,高楼层(共9层),2013年,塔楼,660000.0,6216
大城云山地铁楼盘 业主诚心 大三房 精装修,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,121.24平米,南北,精装,高楼层(共22层),2018年,塔楼,980000.0,8084
此房装修保养好，楼层适中，即买即入住或收租,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,4,一年前发布,1室1厅,26.66平米,南,精装,中楼层(共7层),,塔楼,1100000.0,41261
加装电梯，南向三房，视野开阔，配套成熟,竹丝岗大马路 ,东风东,VR房源 房本满五年,1,10个月以前发布,3室2厅,96.58平米,东南,其他,中楼层(共9层),,塔楼,4800000.0,49700
小区风格为欧洲风格，交通方便，有地铁站,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,6,6个月以前发布,4室2厅,116.14平米,东北,精装,中楼层(共17层),2016年,塔楼,880000.0,7578
刚需小房  合适刚需客上车 小区居住环境舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,49.48平米,东南,毛坯,中楼层(共22层),2018年,塔楼,550000.0,11116
太平地铁站800米，环境优美，空气清新，视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,59.5平米,东北,其他,低楼层(共22层),2018年,塔楼,600000.0,10085
楼层好，望夏湾拿别墅，采光好，无遮挡，视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,1室1厅,49.48平米,北,毛坯,中楼层(共22层),2018年,塔楼,550000.0,11116
楼层好，视野开阔，户型采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,20,一年前发布,1室1厅,55.01平米,东南,精装,中楼层(共9层),2013年,塔楼,780000.0,14180
大城云山 地铁800米  适合自住养老 环境好  南向户型,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,94.71平米,东南,毛坯,高楼层(共10层),2016年,塔楼,920000.0,9714
大城云山 太平地铁口700米  楼层好 南向三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,90.88平米,南,其他,低楼层(共17层),2016年,塔楼,950000.0,10454
大城云山，双阳台带精装修，太平地铁站,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,2,10个月以前发布,3室2厅,106.18平米,东南,精装,高楼层(共9层),2013年,塔楼,930000.0,8759
地铁盘 电梯房，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,96.42平米,东北,毛坯,中楼层(共9层),2013年,塔楼,900000.0,9335
大城云山 知识城北 14号线A出口  中高楼层  采光好,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,一年前发布,3室2厅,95平米,东南,毛坯,高楼层(共22层),2018年,塔楼,890000.0,9369
大城云山  高层望荔枝园   南北对流  视野开阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,92.63平米,东南,毛坯,中楼层(共17层),2016年,塔楼,895000.0,9663
业主情况：空置有钥匙。 购房成本：满五唯一。,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,30,一年前发布,3室2厅,101.71平米,西南东北,毛坯,中楼层(共10层),2016年,塔楼,668000.0,6568
精装修四房，业主诚心放卖。看房方便,竹丝岗二马路 ,东风东,VR房源 房本满五年,24,一年前发布,4室1厅,94.46平米,东北,精装,低楼层(共17层),1987年,塔楼,4600000.0,48698
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,36,一年前发布,2室2厅,92.63平米,东南,精装,低楼层(共17层),2016年,塔楼,720000.0,7773
14号线太平地铁站，无抵押，手续简单,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,3,一年前发布,3室2厅,105.3平米,南,毛坯,高楼层(共22层),2016年,塔楼,800000.0,7598
证过2，税费低、南向房源、视野好带装修,大城云山 ,太平镇,近地铁 VR看装修 房本满两年,19,一年前发布,3室2厅,92.3平米,东南,精装,高楼层(共17层),2016年,塔楼,930000.0,10076
满五唯一  地铁物业  配套设施齐全 交通便利 精装修,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,8,一年前发布,3室2厅,92.63平米,东南西南,其他,高楼层(共17层),2016年,塔楼,990000.0,10688
电梯洋房 南向 采光视野好 交通便利,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,4,一年前发布,3室1厅,105.3平米,东南,其他,低楼层(共22层),2018年,塔楼,730000.0,6933
全新未住过，精装修，离地铁近，,大城云山 ,太平镇,近地铁 VR看装修 随时看房,1,6个月以前发布,3室1厅,96.42平米,南,精装,高楼层(共9层),2013年,塔楼,850000.0,8816
近太平地铁口 小区环境优美 户型方正 双阳台 采光好,大城云山 ,太平镇,近地铁 VR房源 房本满五年,0,一年前发布,3室2厅,93平米,南,精装,中楼层(共10层),2016年,塔楼,940000.0,10108
大城云山 14号线地铁口楼盘 户型方正，采光充足。,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,9,一年前发布,3室2厅,105.4平米,东南,毛坯,中楼层(共22层),2018年,塔楼,900000.0,8539
业主急出手，看上可谈，业主可以给到一定让步,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,2室2厅,92.3平米,西南,毛坯,中楼层(共17层),2016年,塔楼,680000.0,7368
大城云山 实用率高 房子位置佳望绿化,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,8,一年前发布,2室2厅,92.63平米,南,其他,中楼层(共17层),2013年,塔楼,630000.0,6802
地铁口800房源 大城云山 三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,2室1厅,95.98平米,南,毛坯,低楼层(共22层),2018年,塔楼,850000.0,8857
大城云山 知识城北 14号线地铁A出口 800米,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,一年前发布,3室2厅,95平米,东南,毛坯,低楼层(共22层),2018年,塔楼,870000.0,9158
地铁口 出小区门口105国道，交通便利，视野宽阔,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,13,一年前发布,3室2厅,92.63平米,西南,其他,高楼层(共17层),2013年,塔楼,990000.0,10688
视野环境好   欧式建筑风格  随时交易没有按揭,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,101.38平米,东北,毛坯,高楼层(共17层),2016年,塔楼,720000.0,7102
视野开阔，户型采光充足，毛坯可自行装修喜欢的风格,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,90.11平米,南,毛坯,中楼层(共15层),2016年,塔楼,725000.0,8046
大城云山 南向望荔枝园  视野开阔  高楼层 采光好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,96.28平米,南北,毛坯,高楼层(共22层),2016年,塔楼,790000.0,8206
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,12,一年前发布,2室1厅,92.63平米,东南,精装,高楼层(共17层),2013年,塔楼,746000.0,8054
14号线太平站300米大城云山 近地铁,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,8个月以前发布,3室1厅,92.06平米,南北,精装,中楼层(共10层),2016年,塔楼,950000.0,10320
电梯小高层，总高10层中楼层。拎包入住保养好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,2个月以前发布,3室1厅,101.71平米,西北,精装,中楼层(共10层),2016年,塔楼,880000.0,8653
向南朝向，通透，采光好，宽敞客厅，阳台望小区花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,7个月以前发布,3室2厅,96.28平米,东南,其他,高楼层(共11层),2013年,塔楼,750000.0,7790
此房满五不唯一，高层视野好，户型方正实用,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,4室1厅,80.08平米,南西北,精装,高楼层(共9层),,塔楼,3150000.0,39336
东山口 实用框架三房，配套齐全 精装修三房 双阳台,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,3,一年前发布,4室2厅,132.48平米,东南北,其他,中楼层(共9层),,塔楼,5300000.0,40007
加装电梯，框架结构，低总jia南向一房,竹丝岗大马路 ,东风东,VR看装修 房本满五年,1,3个月以前发布,1室1厅,50.48平米,南,其他,低楼层(共9层),,塔楼,1860000.0,36847
光线充足中楼层环境安静框架结构精致装修,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,42.18平米,北,简装,中楼层(共9层),1990年,塔楼,1600000.0,37933
采光通风好 低总JIA 框架实用小户型,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,30.57平米,东南,其他,高楼层(共9层),1990年,塔楼,1650000.0,53975
东山口少有的小面积低楼层适合居住,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满两年,0,11个月以前发布,1室1厅,33.58平米,南,其他,低楼层(共9层),,塔楼,1800000.0,53604
竹丝岗大马路 全明安静 三房三阳台 保养好 拎包入住,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,32,8个月以前发布,3室2厅,99.15平米,南西南,其他,中楼层(共7层),,塔楼,4060000.0,40949
东山口执信南竹丝岗双地铁三房交通生活购物便利,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,1,一年前发布,3室2厅,99.86平米,南,精装,中楼层(共7层),,塔楼,5280000.0,52875
大城云山高楼层  复式户型 视野开阔舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,6,一年前发布,4室2厅,206.99平米,西南,毛坯,高楼层(共22层),2018年,塔楼,1900000.0,9180
大城云山 地铁700米 南向大3房复式,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,40,一年前发布,4室2厅,114.25平米,东南,毛坯,高楼层(共11层),2016年,塔楼,1520000.0,13305
地铁口一房一厅房源，户型方正！视野无遮挡,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,1室1厅,49.48平米,南北,毛坯,低楼层(共22层),2018年,塔楼,475000.0,9600
地铁口小区，精装复式三层，实用率高,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,4室5厅,209.48平米,东北,精装,高楼层(共17层),2016年,塔楼,3600000.0,17186
大城云山14号地铁沿线近地铁太平站，交通便利环境优美,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,16,一年前发布,1室1厅,42.95平米,东南,毛坯,高楼层(共9层),2013年,塔楼,360000.0,8382
全新开发商交楼标准，800米地铁站，通透，采光好，,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,28,1室1厅,49.28平米,北,毛坯,低楼层(共22层),2018年,塔楼,380000.0,7712
精装的装修风格 即刻开启幸福生活 拎包即可入住,大城云山 ,太平镇,近地铁 VR看装修,1,11,4室1厅,112.27平米,东南,其他,高楼层(共11层),2013年,塔楼,1500000.0,13361
大城云山 4室2厅 南,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,1个月以前发布,4室2厅,153平米,南,其他,高楼层(共17层),2013年,塔楼,1138000.0,7438
大城云山！朝南望花园，格局方正无死角，采光强！,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室1厅,49.3平米,西南,毛坯,中楼层(共22层),2016年,塔楼,380000.0,7708
大城云山小区，近地铁口，环境优美，生活便利,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,3,9个月以前发布,1室1厅,42.95平米,北,毛坯,中楼层(共9层),2013年,塔楼,422000.0,9826
地铁口800米，南向大两房，采光好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,90.88平米,西南,精装,中楼层(共17层),2016年,塔楼,1150000.0,12655
大城云山，地铁口600米东南向电梯3房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,35,一年前发布,3室2厅,105.4平米,东南北,其他,低楼层(共22层),2018年,塔楼,1150000.0,10911
条形砖外墙楼龄新 电梯平层 安静院中院 四房精装铁一,梅花村 ,东风东,近地铁 VR看装修 房本满五年,0,5个月以前发布,4室2厅,92.32平米,南北,其他,高楼层(共8层),2000年,塔楼,7800000.0,84489
视野开阔 户型方正  采光通透,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,1,一年前发布,3室2厅,95.98平米,南,毛坯,中楼层(共22层),2018年,塔楼,1150000.0,11982
大城云山 地铁口物业 出入方便 配套齐全,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,105.4平米,南北,其他,高楼层(共22层),2018年,塔楼,1430000.0,13568
大城云山 二房 户型实用  采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,25,一年前发布,2室1厅,94.7平米,南,毛坯,低楼层(共10层),2016年,塔楼,1030000.0,10877
东山口地段，采光通风好，配套成熟。,竹丝岗二马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,28.2平米,东南,其他,低楼层(共5层),,板楼,1360000.0,48227
大城云山地铁口房源  大三房 高楼层视野好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,8个月以前发布,3室2厅,105.3平米,南,毛坯,中楼层(共22层),2018年,塔楼,1043000.0,9906
大城云山三房二厅，楼层好，格局好，离地铁站约800米,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,0,2个月以前发布,3室2厅,105.4平米,南,毛坯,高楼层(共22层),2018年,塔楼,1080000.0,10247
东风东，南向大阳台，出行便利，双地铁，原装电梯,农林下路 ,东风东,近地铁 VR看装修 房本满五年,1,一年前发布,4室2厅,108.79平米,南北,简装,高楼层(共20层),1996年,塔楼,5380000.0,49454
梅花村 平层电梯 东南向 铁小 4房2厅 实用130方,梅花村 ,东风东,近地铁 VR看装修 房本满五年,10,一年前发布,4室2厅,93.84平米,东南,精装,高楼层(共10层),1998年,塔楼,7000000.0,74596
大城云山，地铁口800米，小区环境好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,2室1厅,59.5平米,北,毛坯,中楼层(共22层),2018年,塔楼,700000.0,11765
大城云山小区，环境优美，近地铁口，空气清晰,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,10个月以前发布,2室1厅,59.4平米,东北,毛坯,中楼层(共22层),2018年,塔楼,699000.0,11768
"精装房,地铁800米,保养好,南向阳台望小区泳池绿化高",大城云山 ,太平镇,近地铁 VR看装修 房本满五年,4,5个月以前发布,3室1厅,87.95平米,南,简装,中楼层(共17层),2016年,塔楼,730000.0,8301
大城云山 视野开阔南向 采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,121.58平米,南,毛坯,高楼层(共22层),2018年,塔楼,900000.0,7403
地铁口800米，楼层好，南向电梯方正两房,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,65,一年前发布,2室1厅,82.88平米,西南,毛坯,高楼层(共9层),2016年,塔楼,820000.0,9894
两室两厅  户型方正 采光充足 交通便利,大城云山 ,太平镇,近地铁 VR房源 房本满五年 随时看房,2,5个月以前发布,2室1厅,83.62平米,北,简装,中楼层(共11层),2013年,塔楼,650000.0,7774
大城云山地铁口房源 南向中楼层 看花园,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,0,2个月以前发布,3室2厅,89.34平米,南,其他,中楼层(共17层),2016年,塔楼,750000.0,8395
大城云山  欧式建筑风格 花园式园林  精装房拎包入住,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,1,1个月以前发布,2室2厅,59.5平米,东北,精装,中楼层(共22层),2018年,塔楼,780000.0,13110
近地铁口 位置好 绿植高 南北对流电梯大三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,4个月以前发布,3室2厅,121.6平米,南北,其他,低楼层(共22层),2018年,塔楼,900000.0,7402
大城云山 地铁口刚需三房 业主置换 安静舒适,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,89.34平米,东南,其他,高楼层(共17层),2016年,塔楼,1000000.0,11194
大城云山 地铁盘  时代共享配套 小区环境好,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,0,5个月以前发布,2室2厅,83.62平米,北,精装,低楼层(共11层),2013年,塔楼,900000.0,10763
大城云山电梯房近地铁保养新净人车分流,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,4,7个月以前发布,2室1厅,81.7平米,南,简装,低楼层(共9层),2013年,塔楼,645000.0,7895
此房满五唯一，采光好 视野开阔 交通便利,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,1,1个月以前发布,2室1厅,55.04平米,北,其他,中楼层(共10层),2016年,塔楼,598000.0,10865
审核通过，外网可见宽敞客厅，大三房 地铁口,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,0,18,3室1厅,121.3平米,南,毛坯,低楼层(共22层),2018年,塔楼,850000.0,7008
大城云山 地铁口700米 楼层好视野开阔南向电梯三房,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,21,一年前发布,3室1厅,89.34平米,南,毛坯,高楼层(共17层),2017年,塔楼,900000.0,10074
大城云山  近地铁口  毛坯可自行装修风格,大城云山 ,太平镇,近地铁 VR看装修 随时看房,0,2个月以前发布,2室1厅,56.78平米,北南,毛坯,高楼层(共10层),2016年,塔楼,880000.0,15499
楼层好，视野开阔，南北向户型采光充足,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,74,一年前发布,2室1厅,59.5平米,南北,毛坯,高楼层(共22层),2018年,塔楼,600000.0,10085
大城云山 3房2卫全新毛坯  环境好,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,3室2厅,121平米,东南,毛坯,低楼层(共22层),2018年,塔楼,940000.0,7769
大城云山 地铁口楼盘 南北对流  户型方正,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,1,3个月以前发布,3室2厅,113.13平米,南北,其他,中楼层(共17层),2013年,塔楼,920000.0,8133
地铁口，环境好，交通便利，宜居宜商,大城云山 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,29,一年前发布,2室2厅,81.96平米,南,毛坯,高楼层(共9层),2013年,塔楼,650000.0,7931
