标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
环境优美，适合渡假，是人文居住的理想场所。,雅居乐·岭会 ,狮岭镇,VR看装修 房本满五年 随时看房,0,10个月以前发布,3室1厅,98平米,南,毛坯,中楼层(共32层),2016年,塔楼,1280000.0,13062
碧花园电梯楼2房采光不错格局好,南航碧花园D区 ,狮岭镇,VR看装修 房本满五年,1,一年前发布,2室1厅,95平米,北,其他,中楼层(共11层),,塔楼,750000.0,7895
中楼层，采光好，户型方正，东向，交通便利,富丽花园 ,铁路西,VR看装修 房本满五年,5,一年前发布,2室2厅,59.9平米,东,简装,低楼层(共9层),2001年,塔楼,700000.0,11687
钻石豪庭，区府版块，交通生活方便,钻石豪庭 ,新区,近地铁 VR看装修 房本满五年,0,一年前发布,3室2厅,142.82平米,南北,其他,低楼层(共13层),2005年,塔楼,2880000.0,20166
南北对流，户型方正，采光通风好,融创雪域华庭 ,花城街,VR看装修 房本满两年 随时看房,0,8个月以前发布,3室2厅,117.9平米,东南北,其他,高楼层(共30层),,塔楼,2720000.0,23071
中高层望花园，两房精装修，业主诚心放盘。,自由人花园 ,镜湖大道,VR看装修 房本满五年,2,一年前发布,2室2厅,87.83平米,南,精装,高楼层(共23层),2014年,塔楼,1650000.0,18787
100方实用面积 低税费 低楼层 马赛克外墙 小区管理,凤华路13号 ,旧区,VR看装修 房本满五年,6,一年前发布,3室1厅,79.96平米,南北,其他,中楼层(共8层),,板楼,980000.0,12257
业主诚意出*南向望花园3房单位,雅居乐·岭会 ,狮岭镇,VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,121.13平米,南,毛坯,高楼层(共32层),2016年,塔楼,1350000.0,11146
区府旁急出，电梯中层大三房带主套，精装修，南北对流,小城之春雅居 ,旧区,VR看装修 房本满五年,0,一年前发布,3室2厅,128.35平米,北,精装,低楼层(共24层),2010年,塔楼,2100000.0,16362
此房是电梯房，格局方正，采光通风很好,粮食局小区 ,旧区,VR看装修 房本满五年,0,一年前发布,4室1厅,119.38平米,东南,其他,高楼层(共9层),暂无数据,,1000000.0,8377
交通便利，环境舒适，棠小旁边！,芷兰苑 ,旧区,VR看装修 房本满五年,1,一年前发布,3室2厅,135平米,南,其他,高楼层(共8层),塔楼,2002年,1390000.0,10297
区府旁急出，电梯中层大三房带主套，精装修，南北对流,小城之春雅居 ,旧区,VR看装修 房本满五年,0,一年前发布,3室2厅,128.35平米,北,精装,低楼层(共24层),塔楼,2010年,2100000.0,16362
此房满五唯一，南北对流格局好，采光通风好。,银雅华庭 ,旧区,VR房源 房本满五年,1,一年前发布,2室2厅,91.38平米,南,简装,高楼层(共8层),塔楼,2007年,1280000.0,14008
区府板块，地铁口物业.电梯已装好可使用,秀全苑 ,旧区,近地铁 VR看装修 房本满两年,2,一年前发布,2室2厅,74平米,南,简装,中楼层(共9层),板楼,1998年,1088000.0,14703
区府地段 低首付 交通便利 住宅性质,名门国际 ,新区,近地铁 VR房源 房本满五年,7,一年前发布,1室1厅,85.42平米,东,精装,中楼层(共9层),塔楼,2008年,753000.0,8816
地处城区中轴，通勤方便，配套成熟大三房,芷兰苑 ,旧区,VR房源 房本满五年,0,一年前发布,3室1厅,134.98平米,南,其他,中楼层(共8层),塔楼,2002年,1650000.0,12225
松园里电梯三房，户型方正，小区管理,炭步楼 ,旧区,VR房源 房本满五年 随时看房,1,一年前发布,3室2厅,105.39平米,南,其他,高楼层(共8层),塔楼,,980000.0,9299
**碧独栋别墅新装修近大门口生活方便,南航碧花园D区 ,狮岭镇,VR房源 房本满五年,0,一年前发布,5室2厅,301.6平米,东,精装,3层,塔楼,2002年,5400000.0,17905
精装三房  满五唯一  北向望花园  低税费,学府南苑 ,秀全街,VR看装修 房本满五年,1,一年前发布,3室2厅,108.9平米,北,精装,低楼层(共18层),塔楼,2011年,1430000.0,13132
嘉华世家南向两房，中层不靠高铁，业主诚心卖,嘉华世家 ,狮岭镇,VR看装修 房本满五年,2,一年前发布,2室1厅,76.72平米,南,精装,中楼层(共10层),塔楼,,700000.0,9125
芙蓉春晓精装3房，采光好，格局好，拎包即住,芙蓉春晓 ,狮岭镇,VR看装修 房本满五年,0,3个月以前发布,3室2厅,108.13平米,南,精装,高楼层(共29层),塔楼,2015年,1230000.0,11376
准电梯大2房，南北对流，证够5年,金花园小区 ,旧区,VR房源 房本满五年,0,一年前发布,2室1厅,91.24平米,南,其他,中楼层(共8层),塔楼,,790000.0,8659
花漾集 安静位置 3房精装修 诚意出,雅居乐锦城花漾集 ,秀全街,VR看装修 房本满五年,0,一年前发布,3室2厅,93.09平米,南北,精装,低楼层(共32层),塔楼,2008年,1450000.0,15577
桃源盛世名苑3房2卫精装修满五唯一,桃源盛世名苑 ,花城街,VR房源 房本满五年,0,9个月以前发布,3室1厅,110.51平米,北,其他,低楼层(共21层),塔楼,,1600000.0,14479
桃源盛世名苑满五唯一2房2厅南向户型方正小区安静,桃源盛世名苑 ,花城街,VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,88.38平米,南,毛坯,高楼层(共21层),塔楼,,1350000.0,15275
此房格局方正，带有主套，中间楼层,芷兰苑 ,旧区,VR看装修 房本满五年,0,一年前发布,3室1厅,136.17平米,北,简装,中楼层(共9层),塔楼,2002年,1650000.0,12118
友田大厦   中高楼层   装修保养新净,友田大厦 ,狮岭镇,VR房源 房本满五年,0,11个月以前发布,3室1厅,134.16平米,南,精装,中楼层(共11层),暂无数据,2007年,1000000.0,7454
一梯4户正南朝向，对流通透，格局方正。,南航碧花园D区 ,狮岭镇,VR看装修 房本满两年 随时看房,0,一年前发布,2室1厅,80.53平米,南,精装,高楼层(共6层),塔楼,2006年,680000.0,8445
荔园悦享花醍.中高层没遮挡.采光强,荔园悦享花醍 ,铁路西,VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,90.54平米,南,毛坯,高楼层(共30层),塔楼,,1040000.0,11487
天马丽苑二期 3室2厅 南,天马丽苑二期 ,铁路西,VR房源,0,一年前发布,3室2厅,140.23平米,南,精装,中楼层(共34层),塔楼,2012年,2480000.0,17686
花漾集安静位置两房采光好南向精装修,雅居乐锦城花漾集 ,秀全街,VR房源 房本满五年,0,一年前发布,2室2厅,66.3平米,南,其他,中楼层(共32层),塔楼,2008年,1120000.0,16893
地铁上 清塘地铁口 南向 新装修复式两房,嘉华广场 ,镜湖大道,近地铁 房本满两年,1,一年前发布,2室2厅,57.55平米,南,精装,高楼层(共12层),塔楼,2018年,1400000.0,24327
两房两厅 南北对流，采光充足  交通便利,凤华路 ,旧区,VR房源 房本满两年,0,一年前发布,2室2厅,78.48平米,东南北,精装,中楼层(共8层),塔楼,1995年,650000.0,8283
万科兰乔圣菲   精装修三房   业主自住,万科兰乔圣菲 ,狮岭镇,VR看装修 房本满五年,2,一年前发布,3室1厅,92.63平米,南,其他,9层,塔楼,,1200000.0,12955
双地铁  大一房  可用公职金  七十年产权,名门国际 ,新区,近地铁 房本满五年 随时看房,0,一年前发布,1室1厅,59.71平米,东,简装,中楼层(共9层),塔楼,2008年,510000.0,8542
南北通透带装修三房，带入户花园，采光好。,东方文德森岛湖 ,花城街,VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,104.63平米,南北,其他,高楼层(共39层),塔楼,,1450000.0,13859
装修满两年，楼层适中，东南向看泳池视野好,广州融创文旅城B1区 ,花城街,VR看装修 房本满两年,3,一年前发布,3室2厅,98.38平米,东南,其他,低楼层(共34层),塔楼,2018年,2550000.0,25920
东南向看花园，格局方正采光通透，中楼层视野开阔,豪利幸福里 ,狮岭镇,VR房源 房本满两年,0,5个月以前发布,3室2厅,87.24平米,南,精装,低楼层(共17层),板楼,,950000.0,10890
永星景苑 刚需两房  精装修 方正格局 使用率高 靓,永星景苑 ,铁路西,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,77.51平米,东北,精装,中楼层(共17层),塔楼,2011年,1180000.0,15224
雅居乐花城雅郡 4室2厅 东南 南,雅居乐花城雅郡 ,铁路西,VR看装修 随时看房,0,2个月以前发布,4室2厅,105.77平米,东南南,精装,高楼层(共33层),暂无数据,,1500000.0,14182
业主诚心出，南向高层 ，户型方正，,班芙小镇 ,狮岭镇,VR看装修 随时看房,0,1个月以前发布,4室2厅,103.19平米,南北,毛坯,中楼层(共23层),塔楼,,820000.0,7947
"精装修,低楼层,旧区少有四房两卫格局",建设北路 ,旧区,近地铁 VR看装修 房本满五年 随时看房,1,16,4室2厅,95.75平米,南,其他,中楼层(共7层),暂无数据,,780000.0,8147
花城路地铁口小区、步梯、有天台大花园,青云楼 ,旧区,近地铁 VR看装修 房本满五年 随时看房,0,2个月以前发布,4室2厅,109.13平米,南北,简装,高楼层(共8层),塔楼,,838000.0,7679
五洲花园 机场班车站点 条砖外墙 物业管理  中层对流,五洲花园 ,旧区,近地铁 VR看装修 房本满五年,0,2个月以前发布,4室1厅,96.2平米,东南,其他,中楼层(共8层),塔楼,1996年,950000.0,9876
业主诚意放 南向 户型方正 看中可谈,班芙小镇 ,狮岭镇,VR看装修 房本满两年 随时看房,0,9个月以前发布,4室2厅,97.42平米,南,毛坯,高楼层(共20层),塔楼,2018年,950000.0,9752
勤天一品树院，大两房，采光充足,勤天一品树院 ,狮岭镇,VR看装修 房本满五年,0,一年前发布,4室2厅,95平米,南,毛坯,中楼层(共11层),塔楼,2008年,950000.0,10000
低楼层，配套齐全，近花城路地铁站，通风采光好,云山大道 ,旧区,近地铁 VR看装修 房本满五年,17,一年前发布,4室1厅,109平米,南,简装,中楼层(共7层),塔楼,1996年,650000.0,5964
花果山体育馆、2001年竣工，4房,云山大道 ,旧区,近地铁 VR看装修 随时看房,0,9个月以前发布,4室1厅,109.15平米,南,简装,中楼层(共8层),塔楼,2000年,918000.0,8411
富丽花园 4室2厅 南,富丽花园 ,铁路西,VR房源 房本满两年 随时看房,0,9个月以前发布,4室2厅,108.38平米,南,简装,中楼层(共9层),塔楼,2001年,890000.0,8212
顺景楼（花城路） 地铁口物业，近公园,顺景楼(花城路) ,旧区,近地铁 VR看装修 房本满五年 随时看房,10,一年前发布,4室2厅,110平米,南,精装,中楼层(共7层),塔楼,2000年,1000000.0,9091
金花园小区 精致三房 看房方便 有钥匙 有小区管理,金花园小区 ,旧区,VR看装修 房本满两年 随时看房,0,一年前发布,4室1厅,105.64平米,南,其他,高楼层(共8层),塔楼,,849000.0,8037
大小区，电梯楼，近秀全公园，近花都湖,华南苑 ,旧区,VR房源 房本满五年,0,9个月以前发布,4室1厅,108.79平米,南北,其他,中楼层(共9层),塔楼,,850000.0,7814
近广州北，生活便利，交通方便，配套完善,福宁路 ,旧区,近地铁 VR看装修 房本满五年,2,一年前发布,4室1厅,96.68平米,南北,简装,高楼层(共7层),塔楼,,680000.0,7034
电梯房，满五年唯一，税费低，业主急卖的,金花园小区 ,旧区,VR看装修 房本满五年,0,9个月以前发布,4室2厅,103.6平米,南,其他,低楼层(共9层),塔楼,1998年,835000.0,8060
邻近地铁，得房率高，一梯两户，南北对流，无抵押！,富丽花园 ,铁路西,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,109平米,南,简装,中楼层(共9层),塔楼,2001年,980000.0,8991
步梯2楼 四房户型 户型方正实用，交通方便,花都站前路 ,旧区,VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,109.96平米,南北,简装,低楼层(共8层),塔楼,,700000.0,6366
精装修四房，广州北广场旁，交通方便， 居住舒适,中新花园 ,铁路西,近地铁 VR房源 房本满五年 随时看房,2,一年前发布,4室2厅,92.38平米,南,其他,高楼层(共8层),塔楼,,700000.0,7578
步梯中层，配套成熟，交通便利，生活方便,建设北路 ,旧区,VR看装修 房本满五年 随时看房,3,一年前发布,4室1厅,91.32平米,南,简装,中楼层(共8层),板楼,,820000.0,8980
近广州北站，实用面积大，生活便利，格局方正,凯旋大厦 ,旧区,VR看装修 房本满五年 随时看房,0,6个月以前发布,4室2厅,99.23平米,南北,其他,中楼层(共8层),塔楼,,680000.0,6853
清狮花园 4房2厅 房子保养新净 配套全 业主诚心卖,清狮花园 ,狮岭镇,VR看装修 房本满五年,1,一年前发布,4室2厅,105平米,南,精装,高楼层(共6层),暂无数据,,620000.0,5905
房子实用200方带50方平台近秀全公园，近地铁口．,公园前路 ,旧区,近地铁 VR看装修 房本满两年 随时看房,9,一年前发布,4室2厅,96.4平米,南,其他,中楼层(共7层),塔楼,,680000.0,7054
花城路地铁站 马赛克外墙 精装楼 免费停车 免物业费,花城路 ,旧区,近地铁 VR看装修 房本满两年,6,6个月以前发布,4室2厅,106.08平米,南,其他,低楼层(共7层),板楼,,830000.0,7825
近秀全公园，近地铁口，格局方正,公园前路 ,旧区,近地铁 VR看装修 房本满两年,0,一年前发布,4室2厅,104.3平米,南北,其他,中楼层(共7层),塔楼,1984年,1000000.0,9588
班芙小镇 南北对流4房2卫 高层视野开阔,班芙小镇 ,狮岭镇,VR看装修 房本满两年 随时看房,0,16,4室2厅,103.19平米,南北,其他,高楼层(共23层),塔楼,,990000.0,9594
碧桂园星港国际，适合办公，大平层,碧桂园星港国际 ,新区,近地铁 房本满五年,0,3个月以前发布,1室1厅,98.72平米,南,其他,中楼层(共16层),塔楼,2017年,820000.0,8307
房子满5年不唯一，1%的个税，产权清晰,富都楼 ,旧区,VR看装修 房本满五年,0,一年前发布,4室2厅,100.65平米,南,精装,低楼层(共9层),塔楼,2001年,860000.0,8545
地铁口旁，马赛克外墙，面积实用，格局方正,花城路 ,旧区,近地铁 VR看装修 房本满五年 随时看房,2,7个月以前发布,4室2厅,108.07平米,北,简装,中楼层(共9层),板楼,,680000.0,6293
电梯大四房南北对流，满五唯一税费低，中间位置不靠路,裕兴新村 ,旧区,VR看装修 房本满五年,0,一年前发布,4室2厅,95平米,南,简装,中楼层(共8层),塔楼,,850000.0,8948
班芙小镇 东南朝向4房2卫 采光视野好,班芙小镇 ,狮岭镇,VR看装修 房本满五年 随时看房,0,1个月以前发布,4室2厅,97.42平米,南,其他,中楼层(共20层),塔楼,2018年,980000.0,10060
班芙小镇 东南朝向4房2卫 采光视野好,班芙小镇 ,狮岭镇,VR看装修 房本满五年 随时看房,0,1个月以前发布,4室2厅,97.42平米,南,其他,中楼层(共20层),2018年,塔楼,980000.0,10060
小区管理，电梯房，方便停车，南北通透，格局方正,粮食局小区 ,旧区,VR看装修 房本满五年 随时看房,0,29,4室1厅,105.64平米,南北,简装,高楼层(共9层),,平房,940000.0,8899
花城路地铁站 马赛克外墙 户型方正实用  配套成熟,花城路 ,旧区,近地铁 VR房源 房本满五年,1,一年前发布,4室1厅,93.26平米,南北,简装,高楼层(共7层),,板楼,700000.0,7506
广州北 近地铁站 南北通透 格局方正 生活便利,建设路(花都区) ,旧区,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,4室2厅,105.92平米,南北,简装,中楼层(共7层),1992年,塔楼,760000.0,7176
班芙小镇   四房两卫   中高层,班芙小镇 ,狮岭镇,VR看装修 房本满两年 随时看房,2,一年前发布,4室1厅,103.19平米,南,其他,高楼层(共23层),,塔楼,900000.0,8722
公园近在咫尺，地铁就在家门口，电梯四房中层单位,华南苑 ,旧区,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,100.17平米,南,简装,中楼层(共9层),,暂无数据,850000.0,8486
望花园，南北对流，户型实用，采光通风好,班芙小镇 ,狮岭镇,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,104.37平米,南北,毛坯,高楼层(共23层),,塔楼,980000.0,9390
装修保养好 业主诚心卖 看房方便,好美嘉园 ,炭步,VR房源 房本满五年,1,16,4室1厅,108.85平米,北,精装,低楼层(共17层),2011年,塔楼,850000.0,7809
小区中间位置电梯直达，安静舒适不靠路，中间楼层四房,裕兴新村 ,旧区,VR看装修 随时看房,1,6个月以前发布,4室2厅,105.6平米,南北,简装,中楼层(共9层),,塔楼,860000.0,8144
花果山公园地铁口　近公园　南北对流　交通便利,商业大道 ,旧区,近地铁 VR看装修 房本满两年 随时看房,10,一年前发布,4室2厅,103.07平米,南北,简装,高楼层(共9层),1996年,板楼,810000.0,7859
装修保养新净  拎包入住  采光通风好。,建设北路 ,旧区,VR看装修 房本满五年,11,一年前发布,4室2厅,90.33平米,南,简装,高楼层(共8层),1995年,板楼,660000.0,7307
9号线旁 近公园  交通便利 生活方便,商业大道 ,旧区,VR看装修 房本满五年,3,一年前发布,4室2厅,100.91平米,南北,精装,高楼层(共7层),,塔楼,700000.0,6937
雅居乐锦城片区，房子格局方正，位置安静，满五唯一,富雅西苑小区 ,秀全街,VR房源 房本满五年,4,一年前发布,4室2厅,96.86平米,南,精装,中楼层(共8层),,塔楼,790000.0,8157
小区湖边住家精装修四房两卫且对流透气看园湖双景,豪利幸福里 ,狮岭镇,VR看装修 房本满两年,0,1个月以前发布,4室2厅,91.52平米,东南西南西,精装,中楼层(共11层),,板楼,898000.0,9813
低总jia 市区住宅 南向单边位　机组车沿线　交通便利,金联市场 ,旧区,VR看装修 房本满五年 随时看房,8,6个月以前发布,1室1厅,28.54平米,南,简装,中楼层(共9层),1998年,塔楼,225000.0,7884
四房 南北对流 户型方正 保养好,自由人花园 ,镜湖大道,VR看装修 房本满两年,0,一年前发布,4室2厅,99.09平米,南,简装,高楼层(共33层),,塔楼,1850000.0,18670
融创A1区四房 带装修  随时可以看房,雪域澜庭A1区 ,花城街,VR看装修 房本满五年,2,8个月以前发布,4室2厅,108.91平米,南北,其他,低楼层(共33层),2016年,塔楼,2500000.0,22955
云峰四期 满五唯一单位 四房格局 带小小平台户型,云峰花园 ,镜湖大道,VR房源 房本满五年,5,6个月以前发布,4室1厅,92.95平米,南北,精装,低楼层(共14层),2012年,塔楼,1700000.0,18290
融创板块 班芙小镇 精装修4房 可以拎包入住,班芙小镇 ,狮岭镇,VR看装修 房本满五年,0,11个月以前发布,4室2厅,96.7平米,南,精装,中楼层(共32层),2018年,塔楼,1250000.0,12927
岭南公馆 马鞍山旁 复式单位 毛坯,岭南公馆 ,新区,VR房源 房本满两年 随时看房,0,6个月以前发布,4室2厅,95.23平米,东南,其他,高楼层(共10层),,塔楼,3200000.0,33603
北站地铁口准电梯四房，户型方正，南北对流，视野开阔,富丽花园 ,铁路西,VR看装修 房本满五年 随时看房,0,11个月以前发布,4室2厅,109.94平米,南北,其他,高楼层(共10层),2001年,塔楼,1150000.0,10461
"嘉爵园靓房,诚誉转让.房屋保持新净.",嘉爵园 ,花城街,VR房源 房本满五年,0,10个月以前发布,4室2厅,109.4平米,南,精装,高楼层(共17层),2012年,板楼,2050000.0,18739
融创文旅城  6公里南向  精装修四房  保养新净,班芙小镇 ,狮岭镇,VR看装修 房本满两年,0,一年前发布,4室2厅,96.7平米,南,精装,低楼层(共32层),2018年,塔楼,1200000.0,12410
电梯四房二卫、格局方正、精装修、视野开阔,雅居乐花城雅郡 ,铁路西,VR看装修,0,1个月以前发布,4室2厅,97.98平米,西南,其他,高楼层(共28层),,暂无数据,1690000.0,17249
房子东南边位，望花园，位置安静，采光充足，业主诚意,自由人花园 ,镜湖大道,VR房源 房本满两年,0,一年前发布,4室2厅,100.28平米,东南,其他,高楼层(共33层),,塔楼,1820000.0,18150
中低层，通风采光好，低层、南向，花园中间位置！,万科天景花园 ,铁路西,近地铁 VR看装修 房本满五年,1,一年前发布,4室2厅,91.26平米,东南,精装,低楼层(共18层),2008年,塔楼,1250000.0,13698
越秀一期复式4房，全新未入住，业主诚心放,越秀臻悦府 ,镜湖大道,VR房源 房本满两年 随时看房,6,3个月以前发布,4室2厅,101.32平米,西南,精装,中楼层(共17层),,塔楼,2550000.0,25168
4房2卫装修保养好南北对流带6米挑高入户花,新鸿基御华园 ,狮岭镇,VR看装修 房本满五年,0,一年前发布,4室2厅,99.69平米,南,精装,低楼层(共28层),2013年,板塔结合,1650000.0,16552
绿地国际空港中心精装修可以领包,绿地空港国际中心 ,镜湖大道,房本满两年,3,一年前发布,1室1厅,26.12平米,东西,精装,低楼层(共14层),2019年,塔楼,275000.0,10529
户型方正，低楼层，大草坪，楼间距低,自由人花园 ,镜湖大道,VR房源 房本满两年,0,7个月以前发布,4室1厅,98.9平米,南,其他,低楼层(共33层),,塔楼,1650000.0,16684
近融创，原装电梯，骏辉雅苑，小区环境还可以,骏辉雅苑 ,花城街,VR看装修 房本满五年 随时看房,0,7个月以前发布,4室1厅,99.59平米,北,其他,高楼层(共11层),2010年,塔楼,1400000.0,14058
此房户型方正，税费少，楼层好，视野采光好,自由人花园 ,镜湖大道,VR看装修 房本满五年,2,8个月以前发布,4室2厅,109.58平米,南,精装,高楼层(共29层),2013年,塔楼,1800000.0,16427
房子是中楼层，精装修，南北对流，通风特好。,自由人花园 ,镜湖大道,VR看装修 房本满五年,0,3个月以前发布,4室2厅,100.28平米,南,其他,低楼层(共33层),,塔楼,1800000.0,17950
装修保养好 业主诚心卖 看房方便,荔园悦享花醍 ,铁路西,VR房源 房本满五年,0,1个月以前发布,4室2厅,108.71平米,南,精装,低楼层(共17层),,塔楼,1530000.0,14075
近铁口配套成熟适合居也可以办公,绿地空港国际中心 ,镜湖大道,房本满两年,2,6个月以前发布,1室1厅,25.6平米,西南,毛坯,低楼层(共14层),2019年,塔楼,220000.0,8594
家和逸品苑 南向望花园 实用四房 保养新净 拎包入住,家和逸品苑 ,旧区,VR看装修 房本满五年,0,一年前发布,4室2厅,94.32平米,南,精装,高楼层(共32层),,塔楼,2290000.0,24280
越秀臻悦府 精致装修设计 复式四房,越秀臻悦府 ,镜湖大道,VR房源,1,1个月以前发布,4室2厅,100.28平米,东南,其他,中楼层(共18层),,塔楼,2850000.0,28421
滨湖壹号 7米阳台，东南向望花都湖 300个含车位,新晖朗悦居 ,新区,VR看装修 房本满五年 随时看房,55,一年前发布,4室1厅,99.72平米,南北,毛坯,中楼层(共22层),2013年,塔楼,2800000.0,28079
自由人花园二期 四房两厅一卫，南向装修采光好,自由人花园 ,镜湖大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,98.9平米,南,精装,高楼层(共33层),,塔楼,1700000.0,17190
此房满五，户型方正，采光通风好,怡翠苑 ,旧区,VR房源 房本满五年,0,9个月以前发布,4室1厅,108.15平米,北,简装,高楼层(共8层),2003年,塔楼,1080000.0,9987
板楼设计 全南向户型 双地铁交通方便,中建天骄 ,镜湖大道,VR看装修,0,4个月以前发布,4室2厅,97平米,南,其他,中楼层(共14层),,塔楼,2400000.0,24743
自由人花园四期中高楼层南北对流望花园,自由人花园 ,镜湖大道,VR房源 房本满五年,0,24,4室1厅,106.4平米,南,精装,高楼层(共32层),2017年,塔楼,1890000.0,17764
滨湖板块.南向复式四房，证够两年。业主重新装修过，,越秀臻悦府 ,镜湖大道,VR房源 房本满两年,0,2个月以前发布,4室1厅,101.1平米,南,其他,高楼层(共19层),,塔楼,2900000.0,28685
花都湖公园 小户型 产权房 南向 精装修 配套成熟,金联市场 ,旧区,近地铁 VR房源 房本满五年,2,2个月以前发布,1室1厅,28.05平米,南北,其他,中楼层(共8层),1996年,塔楼,280000.0,9983
班芙小镇 3房带主套  南向带300方大平台,班芙小镇 ,狮岭镇,VR看装修 房本满五年 随时看房,0,5个月以前发布,4室2厅,97.31平米,南,精装,低楼层(共20层),2018年,塔楼,1200000.0,12332
中建天骄  南向  高层  四房两卫,中建天骄 ,镜湖大道,VR看装修,1,3个月以前发布,4室2厅,95.61平米,南,其他,高楼层(共14层),,暂无数据,2300000.0,24057
视野开阔，采光通风好，目前房子已满五年，家庭唯一,云峰学府花园 ,秀全街,VR房源 房本满五年,0,3个月以前发布,1室0厅,99.69平米,北,精装,中楼层(共15层),2011年,塔楼,1050000.0,10533
绿地国际空港中心精装修可以领包,绿地空港国际中心 ,镜湖大道,房本满两年,3,一年前发布,1室1厅,26.12平米,东西,精装,低楼层(共14层),2019年,塔楼,275000.0,10529
自由人花园二期 四房两卫 南北向望花园 望大草坪,自由人花园 ,镜湖大道,VR看装修 房本满两年,1,一年前发布,4室2厅,102平米,北南,其他,中楼层(共33层),,塔楼,1950000.0,19118
业主诚意放MAI ，南向高层 ，户型方正，,班芙小镇 ,狮岭镇,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,96.69平米,东南南,毛坯,高楼层(共32层),2018年,塔楼,1080000.0,11170
粤富花园，格局方正，配套完善，采光通风好，近地铁.,粤富花园 ,旧区,近地铁 VR房源 房本满五年,2,4个月以前发布,4室2厅,103.86平米,东,精装,中楼层(共9层),,塔楼,1050000.0,10110
采光充足 视野开阔 传统户型适合大众对居住的要求,中建·映花悦府 ,铁路西,VR看装修 随时看房,0,6个月以前发布,4室2厅,98.77平米,南,简装,高楼层(共33层),,暂无数据,1590000.0,16099
阳光城 改善四房 南向中高层望花都湖 视野开阔 采光好,阳光城兰园翡丽湾 ,新区,近地铁 VR看装修 房本满两年,0,3个月以前发布,4室2厅,106.08平米,南,精装,高楼层(共14层),,塔楼,3050000.0,28752
自由人花园四期 4房 南北对流 可以拎包入住 全屋定制,自由人花园 ,镜湖大道,VR房源 房本满五年,0,2个月以前发布,4室1厅,106.4平米,南,精装,低楼层(共32层),2017年,板楼,1778000.0,16711
花都区 金联市场 广州产权 住宅性质 小户型 20多,金联市场 ,旧区,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,1室1厅,28.05平米,北,简装,中楼层(共8层),1996年,塔楼,225000.0,8022
交通便利  小区东门出来就到马鞍山地铁口  成熟的社区,雅居乐雍华廷二期 ,新区,VR房源 房本满五年,4,一年前发布,4室1厅,103.89平米,北,简装,中楼层(共11层),2005年,塔楼,1880000.0,18097
新区板块：”骏威锦东花园“地理位置优越 配套成熟,骏威锦东花园C区 ,新区,VR看装修 房本满五年,18,一年前发布,4室2厅,109.84平米,南,其他,中楼层(共19层),2012年,塔楼,2690000.0,24491
满五唯一 精装修 南北对流 高楼层 户型方正 靓四房,自由人花园 ,镜湖大道,VR房源 房本满五年 随时看房,8,一年前发布,4室2厅,99.09平米,南,精装,高楼层(共33层),,塔楼,1400000.0,14129
四房二厅二卫，带两个小平台，诚意卖，看房方便，,万虹花园 ,狮岭镇,VR看装修 房本满五年,2,一年前发布,4室2厅,107.77平米,北,简装,低楼层(共11层),2012年,塔楼,1060000.0,9836
电梯房中层，户型方正，实用性很高,建设北路 ,旧区,VR看装修 房本满五年,3,一年前发布,4室2厅,108.03平米,南,简装,中楼层(共8层),1996年,板楼,1238000.0,11460
近花果山公园地铁口 住宅 低楼层 交通便利,金联市场 ,旧区,近地铁 VR看装修 房本满五年,6,2个月以前发布,1室1厅,28.05平米,南,简装,低楼层(共8层),1996年,塔楼,210000.0,7487
班芙小镇4房2厅2卫满五唯一中高楼层视线好没有遮,班芙小镇 ,狮岭镇,VR看装修 房本满五年,0,一年前发布,4室2厅,103.19平米,南北,精装,中楼层(共23层),,塔楼,1100000.0,10660
花果山公园地铁口 机组车沿线 交通便利,金联市场 ,旧区,近地铁 VR看装修 房本满五年,7,9个月以前发布,1室1厅,28.65平米,北,其他,中楼层(共8层),1998年,塔楼,226000.0,7889
都湖国际旁  大三房 视野好 采光靓，花都湖旁,新华路 ,旧区,VR看装修 房本满五年,0,6个月以前发布,4室2厅,101.65平米,东西,其他,中楼层(共8层),,板楼,1100000.0,10822
地铁口，配套齐，首付少，总JIA低，带装修。,双赢如家公寓 ,铁路西,近地铁 VR看装修 随时看房,3,6个月以前发布,1室1厅,28.77平米,东,其他,高楼层(共9层),2013年,塔楼,280000.0,9733
广州北站地铁口 南华时代城大盘中层精装修大4房1卫,时代城 ,铁路西,VR看装修 房本满五年,0,2个月以前发布,4室2厅,106.15平米,东北,精装,中楼层(共31层),2010年,塔楼,1780000.0,16769
