标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
此房是住宅性质  原装电梯 高层视野开阔 交通便捷,广东国际大厦 ,淘金,近地铁 VR看装修 房本满五年,2,18,3室2厅,158.02平米,东东南南,精装,中楼层(共35层),塔楼,1990年,5500000.0,34806
交通方便，配套成熟，生活便利，大院管理,水荫路 ,水荫,近地铁 VR看装修 房本满五年,3,10个月以前发布,3室1厅,92.76平米,东西,其他,高楼层(共9层),塔楼,1990年,3100000.0,33420
东兴小区 2房1厅 精装向北 低层宁静 通风采光好,东兴小区 ,五羊新城,近地铁 VR看装修,2,3个月以前发布,2室1厅,67.98平米,北,精装,低楼层(共9层),塔楼,1992年,2950000.0,43396
"越秀公园旁 格局靓,房大厅大 楼层好 通风好环境静",环市中路 ,小北,VR看装修 房本满五年,20,一年前发布,2室1厅,58.26平米,东,简装,中楼层(共8层),塔楼,1994年,1650000.0,28322
人民北路 精装低层三房 拧包入住 户型方正,人民北路 ,西华路,VR看装修 房本满两年,0,15,3室1厅,62.01平米,西,精装,低楼层(共8层),塔楼,,1780000.0,28706
观湖雅轩 彩虹桥实用两房 精装修带大阳台,观湖雅轩 ,东风西,近地铁 VR看装修 房本满五年 随时看房,6,2个月以前发布,2室1厅,89.13平米,北,精装,中楼层(共16层),塔楼,1999年,2680000.0,30069
省级东风西 加装电梯 精装三房 东南采光 满五低费用,盘福路 ,盘福,VR房源,0,18,3室1厅,73.35平米,东南,精装,中楼层(共10层),塔楼,,3180000.0,43354
盘福路 框架结构 采光通风好 全明房 装修保养新净,盘福路 ,盘福,VR房源 房本满两年 随时看房,0,1个月以前发布,3室1厅,64.36平米,东西,其他,中楼层(共8层),塔楼,,2200000.0,34183
农讲所精装两房 近地铁 实用40方 光线好,中山四路 ,公园前,近地铁 VR看装修 房本满五年,1,31,2室1厅,36.56平米,南,简装,低楼层(共9层),塔楼,,980000.0,26806
解放中路 公园前 一房一厅 低楼层,解放中路 ,公园前,近地铁 VR房源 房本满五年,2,一年前发布,1室1厅,36平米,东,其他,中楼层(共6层),塔楼,,800000.0,22223
童心路低层单位  有长租客户不愁租  近地铁,童心路 ,麓景,近地铁 VR房源 房本满两年,0,一年前发布,2室1厅,45.99平米,南,其他,低楼层(共9层),塔楼,,1450000.0,31529
东南向 正规 一房一厅 户型方正 实用 安静,福今东 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,34.2平米,东南,简装,高楼层(共7层),塔楼,,2800000.0,81872
辉煌大厦 原装电梯楼 精致单间  易入手,辉煌大厦 ,东川路,近地铁 VR看装修 房本满两年,0,一年前发布,1室0厅,23.98平米,南,其他,低楼层(共32层),塔楼,2004年,1100000.0,45872
原装电梯 视野开阔 格局方正 过五不唯一,冠城大厦 ,五羊新城,VR看装修 房本满五年,24,一年前发布,2室1厅,75.63平米,东,其他,高楼层(共28层),塔楼,1997年,3880000.0,51303
农讲所原装电梯两房 厅出阳台 证过五年 地铁便利,俊逸阁 ,公园前,近地铁 VR看装修 房本满五年,2,一年前发布,2室1厅,64.5平米,北,简装,中楼层(共22层),塔楼,2005年,3330000.0,51628
翰林尚品 农林下原装电梯小两房楼龄新,翰林尚品 ,环市东,近地铁 VR看装修 房本满两年,2,9个月以前发布,1室1厅,44.78平米,西南,其他,低楼层(共22层),平房,,3200000.0,71461
交通便利 配套完善 户型方正 小区管理 高层采光通风好,黄田小区 ,麓景,VR看装修 房本满五年,0,8个月以前发布,2室1厅,68.27平米,南,其他,高楼层(共9层),塔楼,1988年,2850000.0,41747
满五唯一，产权清晰，业主诚心放卖,三育路 ,东山口,近地铁 VR房源 房本满五年,0,11个月以前发布,2室1厅,86.41平米,南,其他,中楼层(共8层),塔楼,,5100000.0,59021
低楼层大三房，东南西三面单边，一梯两户，采光通风好,下塘西路 ,麓景,近地铁 VR房源 房本满五年,1,一年前发布,3室2厅,82.57平米,东南西,简装,低楼层(共9层),塔楼,,3000000.0,36333
南北朝向 对流 采光好 交通便利 上学近,环市中路 ,小北,近地铁 VR看装修 房本满五年,0,一年前发布,3室2厅,85.98平米,北东北,其他,低楼层(共9层),塔楼,1994年,5070000.0,58968
越秀公园旁+ 原装电梯 +安静景观好+ 业主诚心放卖,天秀大厦 ,小北,近地铁 VR房源 房本满两年,1,一年前发布,3室1厅,94.86平米,南西,精装,低楼层(共30层),塔楼,1995年,8350000.0,88025
梅东路单间，育才 ，框架结构 小面积，精致装修,梅东路 ,东风东,VR看装修 房本满五年 随时看房,1,一年前发布,1室0厅,27.04平米,东,精装,高楼层(共9层),板楼,,1650000.0,61021
电梯单间 装修好 东南高层采光通风 视野好 看小蛮腰,金悦东山国际公馆 ,黄花岗,近地铁 VR看装修 房本满五年,24,一年前发布,1室0厅,34.33平米,南,精装,高楼层(共31层),塔楼,2010年,2000000.0,58259
大新大厦原装电梯大两房，南向厅出阳台采光好,大新大厦 ,解放南,VR看装修 房本满五年,1,6个月以前发布,2室1厅,101.05平米,南,其他,中楼层(共17层),塔楼,2006年,4400000.0,43543
五羊新城正规一房一厅，厅出阳台,五羊小区 ,五羊新城,近地铁 VR看装修 房本满两年,2,9个月以前发布,1室1厅,40.35平米,南,简装,高楼层(共9层),塔楼,1986年,2000000.0,49567
淘金路 电梯精致2房 华小  精装修 地铁5号线,淘金路 ,淘金,近地铁 VR看装修 房本满两年,0,一年前发布,2室1厅,49.77平米,北,精装,高楼层(共8层),塔楼,1990年,2980000.0,59876
黄田小区 证过五年 低层单位 环境安静 双地铁沿线,黄田小区 ,麓景,VR看装修 房本满五年,0,9个月以前发布,2室1厅,64.77平米,西南,其他,低楼层(共9层),塔楼,1988年,2450000.0,37827
小北原电梯 南北通风好 越秀公园在家楼下 亲近大自然,越秀花苑大厦 ,小北,VR看装修 房本满五年,0,一年前发布,1室1厅,29.22平米,东,精装,中楼层(共20层),塔楼,1997年,2110000.0,72211
户型方正，低楼层，生活配套完善，大院管理,东园路 ,越秀南,近地铁 VR看装修 房本满五年,4,一年前发布,1室0厅,19.48平米,东,其他,低楼层(共9层),塔楼,,840000.0,43122
豪景大厦 高层复式 格局方正实用,广信豪景大厦 ,五羊新城,近地铁 VR房源 房本满五年,2,一年前发布,3室2厅,126.49平米,北,其他,高楼层(共25层),塔楼,1995年,8500000.0,67199
海印花园 封闭式小区 电梯安静四房 三代同堂优选,海印花园 ,东湖,近地铁 VR看装修 房本满五年,2,一年前发布,4室1厅,134.47平米,东北,简装,低楼层(共29层),塔楼,2000年,8700000.0,64699
东湖板块 近地铁 通风采光好 出行方便,粮食局宿舍 ,东湖,VR看装修 房本满五年,3,一年前发布,2室2厅,78.25平米,东北,其他,高楼层(共9层),塔楼,1992年,2970000.0,37956
冠城大厦 2室1厅 西,冠城大厦 ,五羊新城,VR看装修 房本满五年,0,5个月以前发布,2室1厅,86.15平米,西,其他,高楼层(共28层),塔楼,1997年,4300000.0,49913
正在加装电梯中，平层到 东向采光  房改房实用,烟墩路 ,东山口,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,64.13平米,东西,其他,中楼层(共7层),塔楼,,6800000.0,106035
原装电梯  双阳台大三房 户型方正实用,东悦居 ,五羊新城,VR房源 房本满五年,0,一年前发布,3室1厅,123.42平米,东北,其他,低楼层(共18层),塔楼,2000年,10880000.0,88155
大德路三室一厅九十平米户型方正,大德路 ,解放南,近地铁 VR看装修 房本满五年,0,一年前发布,3室1厅,90.35平米,东南,精装,高楼层(共9层),塔楼,1990年,3000000.0,33205
旧部前中层全明屋 三房厅出阳台 户型方正光线刺眼,惠福西路 ,西门口,VR房源 房本满五年,48,一年前发布,3室1厅,92.31平米,东南,简装,高楼层(共9层),塔楼,,2650000.0,28708
下塘西路 户型好小两房 中层近麓湖近地铁,下塘西路 ,麓景,近地铁 VR看装修 房本满两年,0,一年前发布,2室1厅,32.12平米,西北,其他,中楼层(共7层),塔楼,1991年,1500000.0,46700
宝山大厦 电梯两房 环境安静 通风采光好,宝山大厦 ,水荫,VR看装修 房本满五年,1,一年前发布,2室1厅,63.63平米,南,简装,中楼层(共18层),塔楼,1997年,3900000.0,61292
地理位置优越写字楼 低总额可注册,保利麓苑 ,淘金,近地铁 房本满五年,0,一年前发布,1室1厅,89.88平米,南,简装,低楼层(共3层),塔楼,,2000000.0,22252
此房装修保养好，楼层适中，即买即入住或收租,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,4,一年前发布,1室1厅,26.66平米,南,精装,中楼层(共7层),塔楼,,1100000.0,41261
加装电梯，南向三房，视野开阔，配套成熟,竹丝岗大马路 ,东风东,VR房源 房本满五年,1,10个月以前发布,3室2厅,96.58平米,东南,其他,中楼层(共9层),塔楼,,4800000.0,49700
精装修四房，业主诚心放卖。看房方便,竹丝岗二马路 ,东风东,VR房源 房本满五年,24,一年前发布,4室1厅,94.46平米,东北,精装,低楼层(共17层),塔楼,1987年,4600000.0,48698
此房满五不唯一，高层视野好，户型方正实用,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,4室1厅,80.08平米,南西北,精装,高楼层(共9层),塔楼,,3150000.0,39336
东山口 实用框架三房，配套齐全 精装修三房 双阳台,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,3,一年前发布,4室2厅,132.48平米,东南北,其他,中楼层(共9层),塔楼,,5300000.0,40007
加装电梯，框架结构，低总jia南向一房,竹丝岗大马路 ,东风东,VR看装修 房本满五年,1,3个月以前发布,1室1厅,50.48平米,南,其他,低楼层(共9层),塔楼,,1860000.0,36847
光线充足中楼层环境安静框架结构精致装修,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,42.18平米,北,简装,中楼层(共9层),塔楼,1990年,1600000.0,37933
采光通风好 低总JIA 框架实用小户型,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,30.57平米,东南,其他,高楼层(共9层),塔楼,1990年,1650000.0,53975
东山口少有的小面积低楼层适合居住,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满两年,0,11个月以前发布,1室1厅,33.58平米,南,其他,低楼层(共9层),塔楼,,1800000.0,53604
竹丝岗大马路 全明安静 三房三阳台 保养好 拎包入住,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,32,8个月以前发布,3室2厅,99.15平米,南西南,其他,中楼层(共7层),塔楼,,4060000.0,40949
东山口执信南竹丝岗双地铁三房交通生活购物便利,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满五年,1,一年前发布,3室2厅,99.86平米,南,精装,中楼层(共7层),塔楼,,5280000.0,52875
条形砖外墙楼龄新 电梯平层 安静院中院 四房精装铁一,梅花村 ,东风东,近地铁 VR看装修 房本满五年,0,5个月以前发布,4室2厅,92.32平米,南北,其他,高楼层(共8层),塔楼,2000年,7800000.0,84489
东山口地段，采光通风好，配套成熟。,竹丝岗二马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,28.2平米,东南,其他,低楼层(共5层),板楼,,1360000.0,48227
东风东，南向大阳台，出行便利，双地铁，原装电梯,农林下路 ,东风东,近地铁 VR看装修 房本满五年,1,一年前发布,4室2厅,108.79平米,南北,简装,高楼层(共20层),塔楼,1996年,5380000.0,49454
梅花村 平层电梯 东南向 铁小 4房2厅 实用130方,梅花村 ,东风东,近地铁 VR看装修 房本满五年,10,一年前发布,4室2厅,93.84平米,东南,精装,高楼层(共10层),塔楼,1998年,7000000.0,74596
交通便利 管理优质 环境优雅 带租约 诚意出*,东湖铭泰公馆 ,东湖,近地铁 房本满两年,48,一年前发布,1室1厅,26.1平米,南,精装,中楼层(共16层),塔楼,2008年,730000.0,27970
环市东路 精装四房一厅 南向通风采光好,环市东路 ,环市东,近地铁 VR看装修 房本满五年,0,3个月以前发布,4室2厅,94.94平米,南北,其他,高楼层(共9层),塔楼,,4700000.0,49505
共和南小区 加装电梯 南北向 八一,共和南路 ,杨箕,近地铁 VR看装修 房本满五年,1,8个月以前发布,1室0厅,27.78平米,南,其他,中楼层(共8层),暂无数据,,1000000.0,35998
红火ju经典小户型实用一房一厅低楼层上车盘,东川路 ,东川路,近地铁 VR看装修 房本满两年 随时看房,1,4个月以前发布,1室1厅,28.74平米,北,精装,低楼层(共8层),塔楼,,980000.0,34099
东湖板块电梯单间 北向 总 jia 抵 上车盘,东湖铭泰公馆 ,东湖,近地铁 房本满五年 随时看房,5,11个月以前发布,1室0厅,25.75平米,北,简装,中楼层(共16层),塔楼,,550000.0,21360
育才 福今东大院 精装大三房 安静舒适,福今东 ,东风东,近地铁 VR看装修 房本满两年,2,5个月以前发布,3室2厅,90.49平米,南,精装,中楼层(共7层),塔楼,1985年,4680000.0,51719
大院管理 框架结构 南向视野开阔 准电梯,福今西 ,东风东,近地铁 VR看装修 房本满五年 随时看房,2,5个月以前发布,3室1厅,99.83平米,东南,简装,高楼层(共6层),塔楼,,4800000.0,48082
精装修  南北对流  有加电梯位置,竹丝岗大马路 ,东风东,近地铁 VR房源 房本满两年,1,9个月以前发布,2室1厅,56.8平米,南北,精装,中楼层(共8层),塔楼,,3180000.0,55986
准电梯楼，01年楼龄，西南向，框架两房，居住优选。,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,2室1厅,73.28平米,南,简装,中楼层(共8层),塔楼,,3550000.0,48445
竹丝岗大马路　框架低层　实用3房　位置安静,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,1,5个月以前发布,3室1厅,77.58平米,东西北,其他,低楼层(共9层),塔楼,1990年,3350000.0,43182
此房装修保养好，楼层适中，即买即入住或收租,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,4个月以前发布,2室1厅,54.84平米,南,其他,低楼层(共7层),塔楼,,2500000.0,45588
此房装修保养好，低楼层，即买即入住，通风采光好,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,2个月以前发布,2室1厅,62.05平米,东南,精装,低楼层(共9层),塔楼,,2780000.0,44803
商品满五不唯一 框架两房 全明格局 安静不吵 配套齐全,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,2室2厅,73.28平米,西南,简装,中楼层(共8层),塔楼,,3680000.0,50219
竹丝岗　框架2房　三面单边采光好　安静　近地铁,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,3个月以前发布,2室2厅,62.26平米,南西北,其他,高楼层(共8层),塔楼,1985年,2490000.0,39994
满五年税费少，商品房，户型格局方正，视野无遮挡,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,9,一年前发布,2室1厅,42.18平米,东,简装,中楼层(共9层),塔楼,1990年,1780000.0,42201
满五唯一，住家精装修，格局方正，居住优选,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满两年,0,一年前发布,3室1厅,60.33平米,西南,精装,高楼层(共7层),1985年,塔楼,3400000.0,56357
低总JIA框架结构，商品满五不唯一，安静不吵,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,2室1厅,37.79平米,东,简装,中楼层(共7层),1985年,塔楼,1800000.0,47632
商品房过五年不唯一 地铁口小面积总金额低 两房一厅,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,10,一年前发布,2室1厅,49.92平米,西北,简装,高楼层(共9层),1990年,塔楼,1780000.0,35658
东山口，框架，西南向，全明两房，加装电梯正在筹备,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满两年 随时看房,0,8个月以前发布,2室1厅,62.26平米,东南,简装,高楼层(共8层),1985年,塔楼,2950000.0,47382
加装电梯 精装两房 低税费 地理位置优越,竹丝岗大马路 ,东风东,VR看装修 房本满两年,4,一年前发布,2室1厅,50.48平米,南,精装,低楼层(共9层),,塔楼,2510000.0,49723
靓！东山口低楼层中山医执信南两房商品满五年,竹丝岗大马路 ,东风东,近地铁 VR看装修 房本满五年,0,1个月以前发布,2室0厅,41.01平米,东南,其他,低楼层(共9层),1990年,塔楼,1780000.0,43405
力迅商务大厦复式家具齐全交通便利适合家,力迅商务大厦 ,东风东,近地铁 房本满五年 随时看房,3,一年前发布,1室1厅,25.49平米,东南,精装,低楼层(共7层),,塔楼,800000.0,31385
楼层好  户型方正  近东风东写字楼 位置佳,力迅商务大厦 ,东风东,近地铁 房本满五年 随时看房,3,一年前发布,1室1厅,29.79平米,南,其他,低楼层(共7层),,塔楼,700000.0,23498
东风东754大院高层平层电梯，正规4房，户型方正采光好,东风东路754号之一大院 ,东风东,VR房源 房本满五年,1,一年前发布,4室2厅,124.58平米,南西东,简装,高楼层(共9层),,塔楼,9500000.0,76257
农林    加装 电梯 东南向 视野开阔,农林下路 ,东风东,VR房源 房本满五年,3,一年前发布,1室1厅,33.19平米,东东南南,其他,中楼层(共9层),1988年,板楼,2750000.0,82857
此房商品房 满5唯一 框架结构 近地铁,福今北 ,东风东,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,49.34平米,东,简装,低楼层(共4层),,暂无数据,2880000.0,58371
东风东配套，万科金色家园少有南北向4房户型,万科金色家园 ,东风东,VR看装修 房本满五年,6,一年前发布,4室2厅,169.4平米,南,其他,低楼层(共33层),2008年,塔楼,18000000.0,106258
铁一 大院管理 环境好 南北对流 户型方正 安静舒适,梅花村 ,东风东,近地铁 VR看装修 房本满两年,2,9个月以前发布,4室2厅,133.45平米,南北,其他,高楼层(共6层),1990年,板楼,8100000.0,60697
封闭式管理大院  东南北单边 安静 通风采光靓,竹丝岗二马路39号大院 ,东风东,近地铁 VR房源 房本满五年,7,8个月以前发布,4室1厅,111.82平米,东南北,精装,中楼层(共9层),1990年,塔楼,5500000.0,49187
此房原装电梯，高楼层，采光通风好,农林下路 ,东风东,近地铁 VR房源 房本满五年,1,一年前发布,1室0厅,20.15平米,东南,其他,高楼层(共20层),1991年,塔楼,2080000.0,103226
此房过五年无重税  商品房   户型方正， 通风采光好,农林下路 ,东风东,VR看装修 房本满五年,3,一年前发布,1室1厅,47.45平米,南北,简装,低楼层(共6层),1988年,板楼,2600000.0,54795
福今东小区 安静不吵 即买即住！,福今东 ,东风东,近地铁 VR看装修 房本满五年 随时看房,104,10个月以前发布,1室1厅,33.09平米,南,精装,中楼层(共7层),,塔楼,1650000.0,49865
此房是步梯2楼，小面积育才，环境安静，过五唯一少税,福今北 ,东风东,VR看装修 房本满五年,4,一年前发布,1室1厅,36.31平米,南,其他,低楼层(共8层),1988年,暂无数据,1820000.0,50124
东风东 大院环境 平层电梯 户型方正 单边 望东山宾馆,东风东路754号之一大院 ,东风东,VR看装修 房本满五年 随时看房,0,7个月以前发布,4室2厅,124.58平米,东南,精装,中楼层(共9层),,塔楼,8500000.0,68230
铁一 小区管理 南北对流 交通便利,梅花村 ,东风东,近地铁 VR看装修 房本满五年,4,一年前发布,4室1厅,115.11平米,南,其他,高楼层(共9层),1990年,板楼,7500000.0,65156
高品质小区 中高层南向看广州塔 视野开阔 东南北采光,万科金色家园 ,东风东,VR看装修 房本满五年,2,7个月以前发布,4室2厅,168.57平米,南北,精装,中楼层(共33层),2008年,塔楼,19100000.0,113307
福今北大院  正规一房一厅  采光充足  户型方正,福今北 ,东风东,VR看装修 随时看房,0,3个月以前发布,1室1厅,34.05平米,北,简装,中楼层(共8层),,暂无数据,1750000.0,51396
此房为房改房，原装电梯楼框架结构，省级东风东带精装,农林下路 ,东风东,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,4室2厅,132.37平米,东南西北,其他,中楼层(共20层),1990年,塔楼,9800000.0,74035
省委大院  电梯四房  南北向 厅出阳台,梅花村 ,东风东,近地铁 VR房源,5,5个月以前发布,4室1厅,115.3平米,东南,精装,高楼层(共7层),1990年,塔楼,7500000.0,65048
房改四房  南北东三面单边 东山口花园小区 安静 铁一,小东园 ,东山口,近地铁 VR看装修 随时看房,0,12,4室2厅,100.8平米,南北东,毛坯,低楼层(共7层),1987年,塔楼,5900000.0,58532
华侨新村 安静位置  近华侨 不占用,华侨新村 ,淘金,近地铁 VR看装修 房本满五年 随时看房,1,17,1室0厅,25.17平米,西北,简装,低楼层(共7层),2000年,塔楼,980000.0,38936
中楼层小户型 采光通风好 有钥匙 随时方便看,大德路 ,解放南,近地铁 VR看装修 房本满五年,18,一年前发布,1室1厅,28.28平米,东,简装,中楼层(共9层),1993年,塔楼,620000.0,21924
北京路商圈，框架结构，石米楼龄比较新,起义路 ,解放南,近地铁 VR房源 房本满五年,0,一年前发布,1室1厅,25.71平米,南北,其他,低楼层(共9层),,塔楼,980000.0,38118
电梯四房 带私家天台花园 精致装修  南北对流,菜园东 ,东川路,VR看装修 房本满五年 随时看房,31,一年前发布,4室2厅,105.08平米,南北,精装,高楼层(共9层),,塔楼,4400000.0,41873
东华东路 一房 格局方正 采光通风好 近地铁,东华东路 ,东川路,VR看装修 房本满两年,0,一年前发布,1室1厅,26.75平米,南,其他,低楼层(共9层),1995年,塔楼,2200000.0,82243
农林下 高教厅 电梯三房 看房方便,农林下路 ,东风东,近地铁 VR看装修 房本满五年,2,一年前发布,3室1厅,104.2平米,东,其他,低楼层(共31层),塔楼,,7400000.0,71018
金色家园 中高层精致2房 南北对流,万科金色家园 ,东风东,VR看装修 房本满五年,35,一年前发布,2室1厅,91.63平米,南北,精装,中楼层(共33层),塔楼,2008年,10500000.0,114592
农讲所 社区环境较好 交通方便 采光充足,文德路 ,北京路,近地铁 VR看装修 房本满五年,2,一年前发布,1室0厅,25.79平米,南,其他,高楼层(共9层),板楼,,1000000.0,38775
加装电梯平层，南北对流，大院管理，独用天台,竹丝岗二马路39号大院 ,东风东,近地铁 VR看装修 房本满五年,11,一年前发布,3室2厅,95.93平米,南北,其他,高楼层(共9层),塔楼,,7000000.0,72970
中山二路 实用大四房 加装电梯平层 南北对流,中山二路 ,东川路,近地铁 VR看装修 房本满五年,2,一年前发布,4室2厅,108.01平米,南北,简装,中楼层(共8层),塔楼,,5250000.0,48607
公元前健身楼层简装大房采光好交通便利,解放中路 ,公园前,近地铁 VR看装修 房本满五年 随时看房,2,8个月以前发布,1室1厅,26.67平米,东,简装,高楼层(共9层),塔楼,,780000.0,29247
东川路 加装电梯 大户型三房 省级东川 烈士陵园地铁口,东川路 ,东川路,近地铁 VR房源 房本满五年,0,一年前发布,4室2厅,109.21平米,西南,精装,中楼层(共9层),塔楼,1990年,6800000.0,62266
农林小，通风采光好，格局方正，配套方便,环市东路 ,环市东,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,1室1厅,26.32平米,南西北北,其他,高楼层(共9层),塔楼,,1790000.0,68010
省级署前，小面积，交通便利，生活方便，近公园,龟岗大马路 ,东山口,近地铁 VR看装修 房本满五年,8,一年前发布,1室1厅,27平米,东,简装,中楼层(共6层),塔楼,1981年,1290000.0,47778
大德路、濠畔街中层、户型方正实用 配套完善 生活便利,大德路 ,解放南,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,28.79平米,东南,简装,中楼层(共9层),塔楼,1993年,980000.0,34040
北京路商圈 小面积 上车盘 生活配套成熟,万福路 ,越秀南,VR看装修 房本满五年,0,9个月以前发布,1室0厅,26.76平米,东南,精装,中楼层(共9层),塔楼,,760000.0,28401
沿江高层电梯房视野辽阔，风景优美，,天字广场 ,海珠广场,近地铁 VR看装修 房本满五年,31,一年前发布,4室2厅,109.15平米,东北东北,精装,高楼层(共29层),塔楼,,5000000.0,45809
南向大三房，20多方大平台，业主出国急卖,农林下路 ,东风东,近地铁 VR看装修 房本满两年,1,一年前发布,3室2厅,97.62平米,东南,简装,中楼层(共4层),板楼,1987年,6500000.0,66585
北京路商圈，进公园前地铁站，西南两面单边采光好,惠福东路 ,北京路,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,25.88平米,南西,其他,中楼层(共6层),板楼,,850000.0,32844
越秀 东山口 培正 3房 南北对流,培正路 ,东山口,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,104平米,南,精装,高楼层(共6层),暂无数据,,10380000.0,99808
"红砖外墙厅出阳台,四房两卫格局实用",龟岗大马路 ,东山口,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,4室2厅,97.57平米,南北,其他,低楼层(共3层),板楼,,6500000.0,66619
农林华府小户型 没有占用 有阳台 业主诚心卖,农林华府 ,环市东,VR看装修 房本满两年 随时看房,2,6个月以前发布,1室0厅,26.6平米,东北,其他,中楼层(共7层),塔楼,2013年,2280000.0,85715
东华东培正小户型 实用一房 可自住可出租,东华东路 ,东川路,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室1厅,29.28平米,南,简装,高楼层(共6层),塔楼,,1830000.0,62500
封闭式小区管理，近地铁，东风东，带车位,万科金色家园 ,东风东,VR看装修 房本满五年,2,4个月以前发布,2室2厅,91.88平米,东南,精装,中楼层(共33层),塔楼,2008年,9180000.0,99913
此房满两年，精装修，楼龄新，管理好，通风采光好,农林华府 ,环市东,VR看装修 房本满五年,2,一年前发布,1室0厅,27.86平米,南,精装,中楼层(共7层),塔楼,2013年,2800000.0,100503
小户型   南向 看房方便提前约,东华市场东华东路 ,东川路,近地铁 VR看装修 房本满五年,34,一年前发布,1室0厅,25.4平米,南,简装,高楼层(共6层),塔楼,1995年,1650000.0,64961
先烈中路，1号大院，加装电梯，安静，采光通风好,先烈中路 ,黄花岗,近地铁 VR房源 房本满五年 随时看房,3,5个月以前发布,1室1厅,25.58平米,南,简装,低楼层(共9层),板楼,,800000.0,31275
随时可看 电梯在公示阶段 有小阁楼 地铁近 大院管理,环市东路 ,环市东,近地铁 VR看装修 房本满两年,0,4个月以前发布,1室0厅,28.35平米,南,其他,高楼层(共9层),塔楼,,1600000.0,56438
梅花村 电梯  安静南北向  3房1厅 通风采光好,梅花村 ,东风东,近地铁 VR看装修 房本满五年,19,一年前发布,3室1厅,93.24平米,南北,简装,中楼层(共8层),塔楼,1990年,6880000.0,73789
88 地段好 团一大地铁 天台花园 麻雀虽小 五脏俱全,珠光路 ,越秀南,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,25.38平米,东南,简装,高楼层(共9层),塔楼,,860000.0,33885
北京路商圈    框架结构 上车盘,教育路(越秀) ,北京路,近地铁 VR房源 房本满五年 随时看房,0,5个月以前发布,1室0厅,28.94平米,北西北,简装,低楼层(共8层),板楼,1993年,980000.0,33864
文明路中层上车靓房 随时方便看房,文明路 ,农讲所,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,29.61平米,南,其他,高楼层(共6层),板楼,,900000.0,30396
气象局大院 电梯平层 单边位 可停车 有平台,气象局大院 ,东风东,近地铁 VR房源 房本满五年 随时看房,5,9个月以前发布,3室2厅,95.95平米,西南北,简装,低楼层(共10层),板楼,,5600000.0,58364
原装电梯4房 南北格局 安静不吵,锦桦大厦锦桦荟 ,东川路,近地铁 VR看装修 房本满五年,5,一年前发布,4室2厅,105.82平米,东南,精装,低楼层(共31层),塔楼,2001年,6500000.0,61426
珠光雅居经典小户型 首付低 上车盘,珠光雅居 ,越秀南,近地铁 VR看装修 房本满五年,5,一年前发布,1室1厅,28.12平米,南,简装,中楼层(共11层),塔楼,,900000.0,32006
业主急卖 地理位置好  旺中带静 户型方正,东华东路 ,东川路,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,29.04平米,南,简装,高楼层(共9层),1990年,塔楼,1050000.0,36158
楼层好 配套设施齐全 交通方便,长堤大马路 ,人民路,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,29.24平米,东,简装,低楼层(共9层),,塔楼,750000.0,25650
小面积上车盘，好放租。位置好近社区医院,新河浦路 ,东山口,近地铁 VR看装修 房本满五年,0,5个月以前发布,1室0厅,27.94平米,西,其他,中楼层(共9层),1995年,板楼,2380000.0,85183
