标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
滨海水晶湾头排望江大平层，视野好，舒适度高,滨海水晶湾 ,明珠湾,近地铁 VR房源 房本满五年,0,15,4室1厅,174.46平米,东南,精装,中楼层(共16层),板楼,2009年,3780000.0,21667
金洲中轴，南沙金湾，南北对流双阳台4房，预算低,南沙金湾 ,进港大道,VR看装修 房本满五年,5,一年前发布,4室2厅,95.59平米,南北,精装,高楼层(共32层),塔楼,2016年,1100000.0,11508
华师旁  景观无遮挡 低总＋大3房 诚意放卖,南沙境界 ,黄阁,VR看装修 房本满五年 随时看房,0,2个月以前发布,3室1厅,97.79平米,东北,精装,高楼层(共27层),板塔结合,2013年,1190000.0,12169
星河盛世舒适度高的户型 南北对流3房2卫 通风好,星河盛世 ,进港大道,VR看装修 房本满五年 随时看房,0,8个月以前发布,3室2厅,105.75平米,南北,精装,低楼层(共26层),塔楼,,1650000.0,15603
精装，南北对流，过五唯一少税，阳台看花园安静,广晟海韵兰庭 ,进港大道,VR房源 随时看房,0,1个月以前发布,3室1厅,119.79平米,西南,精装,低楼层(共18层),塔楼,2012年,1450000.0,12105
精致两房，方正实用，看小区园林，带车位,碧桂园蜜柚 ,进港大道,VR看装修 房本满两年,6,8个月以前发布,2室1厅,69.77平米,西,精装,低楼层(共23层),塔楼,2018年,880000.0,12613
柳岸晓风正南向通风好，绿化面积大，自贸区内商品房,柳岸晓风 ,明珠湾,VR看装修 房本满两年 随时看房,5,8个月以前发布,3室2厅,96.81平米,南,精装,中楼层(共31层),塔楼,,2550000.0,26341
越秀滨海御城 3房 中间楼层  看花园泳池 楼距宽 安静,越秀滨海御城 ,金洲,VR房源 房本满五年 随时看房,6,一年前发布,3室2厅,97.84平米,北,精装,中楼层(共32层),塔楼,2013年,1790000.0,18296
总忦低，朝南满五，3房2卫，稀蒛步梯洋房，优质楼层,南沙碧桂园 ,金洲,VR房源 房本满五年 随时看房,13,9个月以前发布,3室2厅,89.26平米,东南南,简装,中楼层(共6层),板塔结合,2007年,1080000.0,12100
府前一号 高楼层 看园林景观 通风采光好 房子实惠,万科府前一号 ,南沙区府,VR看装修 房本满五年,5,2个月以前发布,3室2厅,93.52平米,北,精装,高楼层(共18层),板楼,2014年,1390000.0,14864
府前一号，通透大三房，景观好，看山看湖，随时可看,万科府前一号 ,南沙区府,VR看装修 房本满两年 随时看房,8,5个月以前发布,3室2厅,120.87平米,东西,精装,中楼层(共23层),板楼,2014年,1950000.0,16134
中高楼层，双阳台视野广，采光好，生活配套成熟,华海山屿海 ,南沙港,VR房源 房本满两年 随时看房,3,8个月以前发布,3室1厅,96.33平米,东南南,精装,中楼层(共23层),塔楼,,1426000.0,14804
阳光城澜悦 四房南北对流 高层看河景 诚心卖随时看,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年 随时看房,0,3个月以前发布,4室2厅,113.51平米,北南,精装,高楼层(共31层),塔楼,,1890000.0,16651
越秀滨海新城 3房2卫 二期 中高楼层 景观视野好,越秀滨海新城 ,进港大道,VR看装修 随时看房,3,2个月以前发布,3室2厅,94.02平米,北,精装,高楼层(共33层),2018年,塔楼,1210000.0,12870
金州地铁  中高层2房 保养好 自住从未出租过,时代云图 ,金洲,VR看装修 房本满五年 随时看房,2,3个月以前发布,2室2厅,67.62平米,北,精装,中楼层(共31层),2016年,塔楼,1100000.0,16268
南沙区碧桂园天玺湾品牌全屋定制拎包入住,碧桂园天玺湾 ,进港大道,VR房源 房本满两年,0,19,4室1厅,185平米,东北,精装,低楼层(共30层),2014年,板塔结合,2850000.0,15406
四房南北对流通风户型诚心出税费低看房提前,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年,1,5个月以前发布,4室1厅,113.19平米,南,精装,低楼层(共31层),,塔楼,1580000.0,13959
越秀滨海新城3房2卫，南向横厅，全屋定制,越秀滨海新城 ,进港大道,VR看装修 房本满两年,4,30,3室2厅,95.12平米,南北,精装,低楼层(共33层),,塔楼,1500000.0,15770
越秀滨海隽城南向横厅四房三卫大阳台近地铁口,越秀滨海隽城 ,金洲,VR房源 房本满五年,0,1个月以前发布,4室2厅,172.81平米,东南南,精装,低楼层(共18层),2012年,塔楼,2750000.0,15914
明珠湾品质社区头排江景舒适大三房　中间楼层,南沙金茂湾 ,明珠湾,VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,123.64平米,南,毛坯,中楼层(共38层),,塔楼,3100000.0,25073
阳光城丽景湾领悦 精装大三房 金洲菜市场旁,阳光城丽景湾领悦 ,进港大道,VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,100.44平米,西南,简装,9层,,平房,1100000.0,10952
次新社区，环境好，设施完善，衣食住行一应俱全。,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,10,一年前发布,3室2厅,86.81平米,北,精装,低楼层(共33层),2019年,塔楼,1300000.0,14976
新玥花园 3室2厅 东南,新玥花园 ,榄核镇,VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,89.48平米,东南,精装,高楼层(共30层),,塔楼,1050000.0,11735
满五精装两房 近地铁 视野开阔 配套成熟 安静舒适,南沙保利城 ,黄阁,VR房源 房本满五年 随时看房,5,一年前发布,2室2厅,66.94平米,北,精装,高楼层(共28层),2017年,塔楼,980000.0,14640
时代长岛  一期精装大两房  高楼层,时代长岛 ,进港大道,VR看装修 房本满五年,0,一年前发布,2室2厅,93.25平米,北,其他,高楼层(共17层),,塔楼,1480000.0,15872
越秀滨海新城 2室1厅 北,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,2室1厅,72.47平米,北,其他,高楼层(共34层),2017年,塔楼,1350000.0,18629
安静舒适， 南向看园林视安静舒适， 南向看园林,富力伯爵山 ,南沙港,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,114.99平米,南,其他,中楼层(共11层),,塔楼,1990000.0,17306
精装小3房，业主保养好，证过5年，看房方便！！,星河盛世 ,进港大道,VR看装修 房本满五年,0,一年前发布,3室1厅,87.63平米,北东北,精装,低楼层(共26层),2014年,塔楼,2000000.0,22824
保养很好，无遮挡三房，采光视野好,时代长岛 ,进港大道,VR看装修 房本满五年,0,7个月以前发布,2室2厅,91.21平米,北,其他,中楼层(共29层),2016年,塔楼,1950000.0,21380
成熟小区，配套设施齐全，业主诚心卖,南沙境界 ,黄阁,VR看装修 房本满两年,0,一年前发布,3室2厅,120.84平米,东南,其他,高楼层(共17层),2007年,塔楼,2050000.0,16965
南沙境界 3室1厅 东,南沙境界 ,黄阁,VR看装修 房本满五年,0,7个月以前发布,3室1厅,97.86平米,东,精装,低楼层(共27层),2013年,板塔结合,1550000.0,15839
富港花园 金洲商圈 新装修 保养很好 有电梯,富港花园 ,进港大道,VR房源 房本满五年,1,一年前发布,3室2厅,92.12平米,北,精装,中楼层(共7层),,板楼,1400000.0,15198
南沙境界 3室2厅 南,南沙境界 ,黄阁,VR看装修 房本满五年,0,8个月以前发布,3室2厅,97平米,南,精装,低楼层(共22层),2013年,板塔结合,1580000.0,16289
地铁沿线，中高层南向，满五少税，自住保养新,南沙境界 ,黄阁,VR看装修 房本满五年,4,一年前发布,3室2厅,87.91平米,东南,其他,高楼层(共17层),2013年,板塔结合,1340000.0,15243
顶楼复式，使用面积高，实用户型,南沙心意华庭 ,金洲,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,121.7平米,南,毛坯,高楼层(共12层),,板塔结合,3400000.0,27938
今年7月满五，精装修，中间楼层视野开阔,南沙心意华庭 ,金洲,近地铁 VR看装修 房本满五年,0,一年前发布,3室1厅,86.79平米,西北,精装,中楼层(共17层),,板塔结合,1980000.0,22814
海璟奥园南向三房飞机户型满五唯一税费少装修新保养好,海璟奥园 ,金洲,VR看装修 房本满五年,1,一年前发布,3室2厅,135.57平米,东南,精装,高楼层(共25层),2011年,塔楼,2490000.0,18367
南沙碧桂园豪庭3房户型方正全明格局中楼层视野开阔,南沙碧桂园豪庭 ,金洲,近地铁 VR房源 房本满两年,0,一年前发布,3室2厅,98.67平米,南,精装,中楼层(共18层),2012年,塔楼,2190000.0,22196
南沙境界大四房精装修业主诚心卖,南沙境界 ,黄阁,VR房源 房本满五年,0,一年前发布,4室1厅,143.27平米,南北,其他,高楼层(共27层),2013年,板塔结合,2800000.0,19544
带阳台全新配置户型明亮办公氛围好,真功夫总部大楼 ,金洲,房本满五年,0,一年前发布,1室1厅,55.94平米,北,精装,中楼层(共10层),,塔楼,750000.0,13408
位于南沙主城区，人口多，人流量大。,真功夫总部大楼 ,金洲,房本满五年,0,一年前发布,1室1厅,56.11平米,北,精装,中楼层(共10层),2016年,塔楼,750000.0,13367
此房源大户型精装四房保养新、有车位，满五唯一税费低,长江数码花园(南沙) ,榄核镇,VR房源 房本满五年,2,一年前发布,4室2厅,111.89平米,南,其他,高楼层(共6层),,平房,1460000.0,13049
低楼层精装大三室 看房方便..,南沙珠江湾 ,南沙湾,VR看装修 房本满五年,1,8个月以前发布,3室2厅,118.89平米,南,其他,低楼层(共26层),2015年,板塔结合,1800000.0,15141
大岗低层4房2卫，楼层好，税费低,豪岗花园 ,大岗镇,VR看装修 房本满五年,0,2个月以前发布,4室2厅,93.3平米,西南,其他,8层,塔楼,,850000.0,9111
南沙珠江湾 4室2厅 南,南沙珠江湾 ,南沙湾,房本满两年,1,4个月以前发布,4室2厅,99.54平米,南,其他,低楼层(共30层),板塔结合,,880000.0,8841
精装复式四房，正南向看海，税费低，无增值税,南沙珠江湾 ,南沙湾,房本满两年 随时看房,1,4个月以前发布,4室2厅,99.2平米,南,其他,低楼层(共30层),板塔结合,,950000.0,9577
精装复式四房，南向可看海，税费低，无增值税,南沙珠江湾 ,南沙湾,房本满两年 随时看房,1,2个月以前发布,4室2厅,99.51平米,南,精装,中楼层(共30层),板塔结合,2016年,880000.0,8844
住宅性质公寓，在小区门口，满五唯一有钥匙,南沙奥园 ,南沙湾,VR看装修 房本满五年 随时看房,2,一年前发布,1室1厅,95.63平米,西北,毛坯,中楼层(共10层),塔楼,,890000.0,9307
南沙珠江湾 四房两卫 办公楼  红本在手 随时交易,南沙珠江湾 ,南沙湾,房本满两年 随时看房,2,2个月以前发布,4室2厅,99.46平米,南,精装,低楼层(共30层),板塔结合,2016年,840000.0,8446
南沙珠江湾 4室2厅 南,南沙珠江湾 ,南沙湾,房本满两年,3,4个月以前发布,4室2厅,98.77平米,南,简装,高楼层(共30层),板塔结合,2016年,868000.0,8789
阳光城澜悦  四房南北对流 高层看蕉门河 急急卖,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年 随时看房,2,7个月以前发布,4室2厅,109.29平米,东南,精装,高楼层(共33层),塔楼,,2000000.0,18300
自住标准装修 个性化设计 全屋定制 新颖风格复式单位,保利半岛南地块 ,黄阁,VR房源 房本满两年 随时看房,3,7个月以前发布,4室2厅,100.73平米,东北,精装,中楼层(共19层),板塔结合,,2560000.0,25415
阳光城丽景湾·澜悦 4室2厅 南 西南,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年,2,1个月以前发布,4室2厅,104.82平米,南西南,其他,中楼层(共33层),塔楼,,2020000.0,19272
越秀滨海新城 4室1厅 南,越秀滨海新城 ,进港大道,VR房源 房本满两年 随时看房,1,1个月以前发布,4室1厅,105.49平米,南,精装,低楼层(共34层),塔楼,,1650000.0,15642
南向高楼层  户型方正 采光通透 视野无遮挡,越秀滨海新城 ,进港大道,VR看装修 房本满五年 随时看房,1,6个月以前发布,4室1厅,105.66平米,南西,精装,高楼层(共34层),塔楼,2018年,1680000.0,15901
金洲中轴，南沙金湾，南北对流双阳台4房，预算低,南沙金湾 ,进港大道,VR看装修 房本满五年,5,一年前发布,4室2厅,95.59平米,南北,精装,高楼层(共32层),塔楼,2016年,1100000.0,11508
新城南北对流实用四房，视野开阔，看房方便,越秀滨海新城 ,进港大道,VR看装修 房本满两年,4,8个月以前发布,4室2厅,108平米,南,其他,低楼层(共33层),塔楼,,1600000.0,14815
单边双拼大花园南向4房3卫小别墅免费停车物业不贵,名苑别墅 ,东涌,VR房源 房本满五年 随时看房,1,1个月以前发布,4室2厅,96平米,西南,简装,低楼层(共3层),暂无数据,,2480000.0,25834
悦然府中高层四房，南向大阳台，南北对流，视野景观好,阳光城悦然府 ,进港大道,VR房源 房本满两年,0,2个月以前发布,4室2厅,107.21平米,南北,精装,中楼层(共33层),塔楼,,1890000.0,17629
阳光城悦然府 中层 南北对流 四房 随时可看,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,4,3个月以前发布,4室2厅,109.69平米,南北,精装,中楼层(共33层),塔楼,,1990000.0,18143
高层江景南北对流四房业主含泪割肉.,金科博翠明珠 ,明珠湾,VR看装修 随时看房,1,2个月以前发布,4室2厅,107.31平米,西南,精装,高楼层(共19层),塔楼,,3200000.0,29821
阳光城悦然府 4室1厅 南,阳光城悦然府 ,进港大道,VR房源 房本满两年 随时看房,2,5个月以前发布,4室1厅,109平米,南,精装,高楼层(共33层),塔楼,2020年,1910000.0,17523
金洲标特否好房推荐 横厅四房！！！,越秀滨海新城 ,进港大道,VR看装修 房本满两年,9,一年前发布,4室2厅,107.84平米,东南南西南,简装,低楼层(共33层),塔楼,,1680000.0,15579
地铁靓盘 南向光线好 低密度小区 看房方便,南沙水恋 ,黄阁,近地铁 VR看装修 房本满两年,0,7个月以前发布,4室2厅,109.85平米,南,其他,低楼层(共31层),塔楼,,2300000.0,20938
滨海新城 全新未入住 中高楼层   安静看小区游泳池,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,105.66平米,东南南,精装,高楼层(共34层),塔楼,,2300000.0,21768
永旺商圈，花园式小区，少有复试，使用110%,万科南方公元 ,黄阁,VR房源 房本满五年,0,5个月以前发布,4室2厅,100.62平米,北,其他,高楼层(共20层),塔楼,,1800000.0,17890
滨海新城四房，全新没住过，随时可以看房,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,108.01平米,西南,精装,低楼层(共33层),塔楼,2017年,2280000.0,21110
四房两卫，全新的，交楼标准，看房方便,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,103.4平米,南,精装,高楼层(共33层),塔楼,,2060000.0,19923
越秀滨海新城  四房二卫  自住保养好  通风采光好,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,103.4平米,东南,其他,中楼层(共33层),塔楼,2017年,2250000.0,21761
越秀滨海新城 4室2厅 南 北,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,5个月以前发布,4室2厅,104.2平米,南北,其他,高楼层(共33层),塔楼,2017年,1980000.0,19002
南向小四房，视野开阔，低密度。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年,0,10个月以前发布,4室2厅,104.47平米,西南,其他,高楼层(共21层),塔楼,,3500000.0,33503
复式4房，适合三代同堂。小区环境优美,万科南方公元 ,黄阁,VR房源 房本满五年,0,一年前发布,4室2厅,95.1平米,东南南,精装,低楼层(共27层),塔楼,,2180000.0,22924
阳光城丽景湾·星悦 4室2厅 南,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,5个月以前发布,4室2厅,102.8平米,南,其他,高楼层(共25层),塔楼,,2080000.0,20234
富力天海湾看海 精装修 景观很好,富力天海湾 ,明珠湾,房本满五年 随时看房,5,一年前发布,4室2厅,108平米,南,其他,低楼层(共22层),2016年,塔楼,2730000.0,25278
阳光城丽景湾·星悦 4室2厅 南,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,1,一年前发布,4室2厅,102.8平米,南,毛坯,中楼层(共25层),,塔楼,1680000.0,16343
金科博翠明珠，南向望江景四房，看房方便！,金科博翠明珠 ,明珠湾,VR看装修,0,6个月以前发布,4室2厅,107.63平米,南北,其他,高楼层(共19层),,塔楼,4000000.0,37165
阳光城丽景湾·星悦 4室2厅 南,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,1,6个月以前发布,4室2厅,102.59平米,南,毛坯,高楼层(共26层),,塔楼,1980000.0,19301
哇，横厅四房两卫，还是全新的，且南北对流，无欠款,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,3个月以前发布,4室2厅,108.09平米,南北,其他,高楼层(共33层),2018年,塔楼,2190000.0,20261
笋盘！总监推荐复试4房靠山悦方城旁,万科南方公元 ,黄阁,VR房源 房本满五年,1,7个月以前发布,4室1厅,100.48平米,北,精装,中楼层(共19层),,塔楼,1700000.0,16919
【滨海御城二期】稀有低密度4居中高楼层东南向采光通,越秀滨海御城二区 ,金洲,VR看装修 房本满两年,0,2个月以前发布,4室2厅,100.26平米,东南,精装,高楼层(共21层),,塔楼,3250000.0,32416
南向四房，采光充足，小区安静不吵，商圈成熟。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年 随时看房,0,11个月以前发布,4室2厅,100.46平米,南,精装,低楼层(共21层),,塔楼,3400000.0,33845
全屋定制家私家电，还做了硅藻泥。高层空气好,万科南方公元 ,黄阁,VR房源 房本满两年,0,8个月以前发布,4室2厅,95.21平米,北,其他,高楼层(共27层),,塔楼,2090000.0,21952
低密度，复式实用面积高，视野很开阔,越秀滨海御城二区 ,金洲,VR房源 房本满两年,0,8个月以前发布,4室1厅,106.78平米,北,其他,高楼层(共32层),,塔楼,3200000.0,29969
越秀天珹复式住宅四房三卫双阳台通风采光好,越秀天珹 ,金洲,VR房源 房本满两年,0,7个月以前发布,4室2厅,102.33平米,北,精装,高楼层(共33层),,塔楼,2850000.0,27852
逸涛半岛别墅 小区好位置 二次装修拎包入,逸涛半岛 ,进港大道,VR房源 房本满五年,8,一年前发布,4室2厅,98.54平米,东南,其他,2层,,板楼,4500000.0,45667
全屋家私定制 家电全新 未住过 直接拎包入住,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,1,7个月以前发布,4室2厅,104.49平米,南,其他,低楼层(共26层),,塔楼,2400000.0,22969
进港大道旁依山标准层高复式大四房,越秀东坡 ,进港大道,VR房源 房本满两年,1,8个月以前发布,4室2厅,104.29平米,北,精装,高楼层(共26层),,塔楼,2350000.0,22534
越秀滨海新城四房，门口金隆教育，次新小区,越秀滨海新城 ,进港大道,VR房源 房本满两年,0,一年前发布,4室2厅,108.5平米,南,精装,高楼层(共33层),,塔楼,2080000.0,19171
逸涛雅苑 金州商圈实用小四房 户型方正 空间灵动,逸涛雅苑 ,进港大道,VR房源 房本满五年,68,一年前发布,4室2厅,103.66平米,北东北,精装,高楼层(共6层),2002年,塔楼,1550000.0,14953
南北对流通风好，南向看花园，出门便捷环境宜人。,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,4,一年前发布,4室2厅,104.85平米,南北,毛坯,高楼层(共26层),,塔楼,1920000.0,18312
南沙金湾 四房 南北对流双阳台 好房推荐,南沙金湾 ,进港大道,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,95.59平米,南,其他,高楼层(共32层),2017年,塔楼,1860000.0,19459
阳光城丽景湾星悦4房2卫复式毛坯房，南向，景观好。,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,5个月以前发布,4室2厅,102.8平米,南,其他,低楼层(共25层),,塔楼,1750000.0,17024
阳光城丽景湾·星悦 4室2厅 南,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,0,5个月以前发布,4室2厅,102.8平米,南,其他,低楼层(共25层),,塔楼,1800000.0,17510
滨海御城二期 107房 复式住宅   看房方便  钥匙在手,越秀滨海御城二区 ,金洲,VR房源 房本满两年 随时看房,1,9个月以前发布,4室1厅,106.7平米,东北,精装,低楼层(共32层),,塔楼,2730000.0,25586
复式毛坯，四房两卫，南北对流，前后无遮挡,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,5,一年前发布,4室2厅,104.85平米,南,毛坯,低楼层(共26层),,塔楼,1730000.0,16500
南向三房变四房 满五唯一 精装修拎包入住,大岗翡翠蓝湾北区 ,大岗镇,VR看装修 房本满五年,0,6个月以前发布,4室2厅,101.44平米,南,其他,低楼层(共18层),,塔楼,1350000.0,13309
南沙金湾精装小四房，刚改上车盘,南沙金湾 ,进港大道,VR看装修 房本满五年,1,一年前发布,4室2厅,95.59平米,南,其他,高楼层(共32层),2016年,塔楼,1600000.0,16739
复式四房，毛坯，景观开阔无遮挡，次新小区，得房率高,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,5,一年前发布,4室2厅,102平米,北,其他,中楼层(共25层),,塔楼,1700000.0,16667
横厅户型，中楼层视野开阔，户型通透，业主诚心,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,2,1个月以前发布,4室2厅,108.5平米,南,精装,中楼层(共33层),,塔楼,1880000.0,17328
高层南北对流，采光通风好，交通便利，商圈成熟。,越秀滨海御城二区 ,金洲,VR看装修 房本满两年,0,一年前发布,4室2厅,104.3平米,南北,精装,高楼层(共21层),,塔楼,3300000.0,31640
房屋属于高层，南北对流户型方正,南沙金湾 ,进港大道,VR看装修 房本满五年,0,一年前发布,4室2厅,95平米,南,精装,高楼层(共32层),2016年,塔楼,2160000.0,22737
复式四房三卫，高层视野好，保养新，商圈配套成熟。,越秀滨海御城二区 ,金洲,VR房源 房本满两年,0,3个月以前发布,4室2厅,106.77平米,东北,精装,中楼层(共32层),,塔楼,2900000.0,27162
房子采光好，没有遮挡，阳台看花园很安静,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年,0,6个月以前发布,4室2厅,104.82平米,南,其他,高楼层(共33层),,塔楼,2680000.0,25568
南沙焦门河旁复式四房，全新未住，单边位，独门独户,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,103.49平米,南,其他,低楼层(共33层),塔楼,,1920000.0,18553
南向望花园，安静宜居，横厅设计，厅大户型实用,金科博翠明珠 ,明珠湾,VR看装修,0,1个月以前发布,4室2厅,107.31平米,南北,精装,低楼层(共19层),塔楼,,3250000.0,30287
蕉门河景绿道景观好，精装修，产权清晰,阳光城香缇溪岸 ,进港大道,VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,98.11平米,南,精装,中楼层(共11层),塔楼,,1600000.0,16309
低密度小高层双阳台带60方花园南北对流,南沙湾石奥 ,南沙港,VR看装修 房本满五年,30,一年前发布,1室1厅,90.7平米,南北,其他,低楼层(共8层),板楼,,3300000.0,36384
少有复试，户型实用，隐私姓高，看房方便,万科白鹭郡 ,黄阁,VR房源 房本满两年,0,一年前发布,4室2厅,90.95平米,南,其他,中楼层(共26层),塔楼,,2400000.0,26389
业主诚出南方公元复式四房，看房方便。,万科南方公元 ,黄阁,VR房源 房本满五年,0,3个月以前发布,4室2厅,95.1平米,南北,精装,低楼层(共27层),塔楼,,2300000.0,24186
南沙自贸区 实用复式四房、得房率高 小区绿化高,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,61,一年前发布,4室2厅,95平米,东南,精装,低楼层(共27层),塔楼,2017年,1580000.0,16632
保利半岛 低密度 复试使用率高 自住保养好,保利半岛 ,黄阁,VR房源,0,8个月以前发布,4室2厅,101.71平米,西北,精装,中楼层(共20层),板塔结合,,3750000.0,36870
进港大道蝴蝶洲公园旁越秀东坡精装复式四房,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,2,一年前发布,4室2厅,104.49平米,南,精装,高楼层(共26层),塔楼,,2350000.0,22491
滨海御城二区 4房2 南向  近金洲地铁,越秀滨海御城二区 ,金洲,VR看装修 房本满两年 随时看房,0,10个月以前发布,4室2厅,104平米,南,精装,低楼层(共21层),塔楼,,3080000.0,29616
滨海新城高层南向四房全新未入住 业主诚意 看房方便,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,109.17平米,南,精装,中楼层(共33层),塔楼,2017年,2350000.0,21527
精装南向四房 高层望山景 景观好,万科南方公元 ,黄阁,VR房源 房本满五年,0,一年前发布,4室1厅,95.09平米,东南,精装,高楼层(共27层),塔楼,,1800000.0,18930
南向四房 精装修 业主保养好  采光好无遮挡,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,2个月以前发布,4室2厅,104.08平米,南,精装,低楼层(共33层),塔楼,,1980000.0,19024
阳光城星悦  复试洋房  业主诚心卖,阳光城丽景湾·星悦 ,进港大道,VR房源 房本满两年 随时看房,1,3个月以前发布,4室2厅,102.8平米,东南南,毛坯,中楼层(共25层),塔楼,,1680000.0,16343
越秀滨海新城 精装四房全新没住 东南朝向中间楼层,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,1,7个月以前发布,4室2厅,108.5平米,南北,其他,低楼层(共33层),塔楼,,1980000.0,18249
中高楼层通风采光好 ，南北对流，毛坯复式,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,8个月以前发布,4室2厅,103.56平米,南,其他,高楼层(共33层),塔楼,,1900000.0,18347
复式花园式小区，高层视野采光好，配套齐全，拎包入住,万科南方公元 ,黄阁,VR房源 房本满五年,0,3个月以前发布,4室2厅,94.99平米,东南,其他,中楼层(共27层),塔楼,,1580000.0,16634
蕉门河旁四房，对流户型，全屋定制，寻找有缘人,阳光城丽景湾·澜悦 ,进港大道,VR看装修,0,3个月以前发布,4室2厅,109.18平米,南北,精装,中楼层(共33层),塔楼,,2200000.0,20151
毛坯复式四房，正南向，中高楼层，视野好望花园安静,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,104.82平米,南,毛坯,中楼层(共33层),塔楼,,2100000.0,20035
中高层南北对流，舒适度高，保养新，商圈成熟。,越秀滨海御城二区 ,金洲,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,104.3平米,南北,精装,中楼层(共21层),塔楼,,3200000.0,30681
少有复式106方4房单位，户型方正，采光充足。,越秀滨海御城二区 ,金洲,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,4室2厅,106.64平米,北,精装,低楼层(共30层),塔楼,,2510000.0,23538
业主诚意卖。方便看楼。南向户型,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,104.82平米,南,毛坯,高楼层(共33层),塔楼,,1670000.0,15933
越秀滨海新城 4室2厅 南,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,105.69平米,南,精装,高楼层(共33层),塔楼,2017年,2200000.0,20816
业主诚心出 中层四房 采光充足 保养好,万科南方公元 ,黄阁,VR房源 房本满两年 随时看房,1,一年前发布,4室1厅,100.48平米,东南,精装,中楼层(共19层),塔楼,2016年,1580000.0,15725
进港大道旁依山标准层高复式大四房,越秀东坡 ,进港大道,VR房源 房本满两年 随时看房,2,7个月以前发布,4室2厅,107.74平米,北,精装,中楼层(共27层),塔楼,,2100000.0,19492
南沙C位，楼下商场永旺，东方人居园林,南沙·十里方圆 ,黄阁,VR看装修 随时看房,2,6个月以前发布,4室2厅,98.33平米,东南,精装,高楼层(共33层),塔楼,,2380000.0,24205
滨海新城 精装四房 业主诚心卖房,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,一年前发布,4室2厅,104.22平米,南,其他,低楼层(共33层),塔楼,,2000000.0,19191
高层 东南向复式 毛坯空置 等待有缘人,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,一年前发布,4室2厅,104.82平米,东南,毛坯,高楼层(共33层),塔楼,,1738000.0,16581
越秀滨海新城 精装四房全新没住 东南朝向中间楼层,越秀滨海新城 ,进港大道,VR看装修 房本满两年,0,4个月以前发布,4室2厅,109.17平米,南,其他,高楼层(共33层),塔楼,,2100000.0,19237
