标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
满五唯一 电梯房 保养挺好 朝南望花园 采光通透,白天鹅花园 ,金沙洲,VR房源 房本满五年 随时看房,18,一年前发布,1室1厅,47.86平米,南,简装,中楼层(共8层),2006年,塔楼,650000.0,13582
高层望花园，实用大三房，总价低，看房诚意出售,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,2,一年前发布,3室2厅,112.85平米,北,精装,中楼层(共33层),2009年,塔楼,2680000.0,23749
金名都西区两房近钱大妈路口，看房方便,金名都 ,金沙洲,VR看装修 房本满五年,25,一年前发布,2室1厅,80.03平米,南西北,简装,45层,2017年,板塔结合,2200000.0,27490
环江而立 环境绿化好 全区温馨 别致 实用,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,9个月以前发布,3室2厅,127平米,东南,简装,低楼层(共31层),,塔楼,2600000.0,20473
正南向 江景四房  满五年 产权清晰,金名都 ,金沙洲,VR看装修,0,一年前发布,4室2厅,172平米,南,精装,45层,2013年,板塔结合,3850000.0,22384
大型沿江小区，配套完善，大阳台，安静舒适,白天鹅花园 ,金沙洲,VR看装修 房本满五年,0,8个月以前发布,3室2厅,130.54平米,北,精装,低楼层(共25层),2016年,塔楼,2380000.0,18232
东南向，业主诚意出售，景观好安静舒适,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,123.85平米,东南南,精装,低楼层(共33层),,塔楼,3200000.0,25838
万科四季花城电梯3房 东南靓向 使用率高,万科四季花城灏山美筑 ,金沙洲,VR看装修 房本满两年,13,一年前发布,3室2厅,115.95平米,东南,精装,低楼层(共21层),,板楼,1800000.0,15524
业主诚心出售，价格可谈，看房预约。,时代糖果一期 ,金沙洲,VR看装修 房本满两年,1,一年前发布,1室1厅,56.99平米,东,精装,12层,,塔楼,1050000.0,18425
一楼情景洋房带花园带车位，空间实用，无按揭过五,万科四季花城汇竹轩 ,金沙洲,VR看装修 随时看房,2,一年前发布,3室2厅,135平米,西南,简装,低楼层(共3层),,板楼,4800000.0,35556
一线江景御景湾至笋3房 带入户花园 业主急卖 满五唯一,恒大御景湾 ,金沙洲,VR看装修 随时看房,2,一年前发布,3室2厅,89.46平米,东南,精装,高楼层(共33层),2013年,板塔结合,2100000.0,23475
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,201.01平米,东南,精装,中楼层(共31层),,塔楼,5000000.0,24875
金名都地铁口 高楼层东南向看花园 楼龄新不爬坡,金名都 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,84.23平米,东南,精装,45层,,板塔结合,2600000.0,30868
中海金沙湾B区大三房 东南靓向,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,126.69平米,东南,简装,低楼层(共33层),2011年,塔楼,3400000.0,26838
业主诚心出售 房子保养好 看房方便,时代糖果三期 ,金沙洲,VR房源,0,一年前发布,2室1厅,77平米,南,精装,低楼层(共18层),,塔楼,1250000.0,16234
恒大御景半岛  前排4房  中高层  望江望小蛮腰 保养新,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,0,一年前发布,5室2厅,158平米,东,精装,中楼层(共31层),,塔楼,3550000.0,22469
2+1户型，高层视野，采光充足，位置安静，装修漂亮,时代糖果二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,2室2厅,76.69平米,东北,精装,高楼层(共17层),,塔楼,1120000.0,14605
万科四季花城，舒适3房，随时可签。,万科四季花城海棠苑 ,金沙洲,VR看装修 房本满五年,63,一年前发布,3室2厅,89.67平米,西北,精装,中楼层(共6层),2005年,塔楼,1700000.0,18959
总高2层 复式3加3房 买1套得2套,中海金沙湾A区 ,金沙洲,VR看装修,0,6个月以前发布,6室2厅,102.68平米,西南,精装,低楼层(共33层),,板塔结合,4500000.0,43826
金名都东区南向望花园三房两卫满五唯一,金名都 ,金沙洲,VR看装修 房本满五年,0,3个月以前发布,3室1厅,91.8平米,西南,简装,45层,2013年,板塔结合,1780000.0,19390
家私家电齐全  视野宽阔 配套完善 交通方便,恒大御景湾 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,89.3平米,北,精装,低楼层(共58层),,塔楼,1850000.0,20717
新装修，户型不爬坡，高层景观视野好地铁口房,金名都 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,84平米,西,精装,45层,2015年,板塔结合,2250000.0,26786
恒大御景半岛127方三房东南向一线江景业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,3室2厅,127.79平米,东南,精装,中楼层(共31层),,塔楼,3500000.0,27389
恒大御景半岛  3房  东南向   中高层  望江   无遮挡,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,一年前发布,3室2厅,96.4平米,东南,精装,中楼层(共31层),,塔楼,2300000.0,23859
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,5个月以前发布,3室2厅,96.4平米,东,精装,低楼层(共31层),,塔楼,2000000.0,20747
金沙洲时代糖果 高楼层 欧式装修 看房方便,时代糖果一期 ,金沙洲,VR看装修,0,一年前发布,1室1厅,57平米,东北,精装,11层,,塔楼,920000.0,16141
时代水岸一期 东南向 满五唯一 通风采光好 一线江景,时代水岸一期 ,金沙洲,VR看装修,0,5个月以前发布,4室2厅,113平米,东南,精装,中楼层(共33层),2016年,塔楼,2700000.0,23894
新荔湾花苑   总价低  户型方正  采光充足,新荔湾花园 ,金沙洲,VR看装修 房本满两年 随时看房,1,16,1室0厅,25.63平米,东,简装,高楼层(共8层),塔楼,,220000.0,8584
万科四季花城 全新装修四房 中楼层  南向望花园,万科四季花城海棠苑 ,金沙洲,VR房源 房本满两年,5,1个月以前发布,4室1厅,109.93平米,东南,精装,中楼层(共6层),塔楼,,1880000.0,17102
金沙洲万科四季花城 东南向复式 前后无遮挡 近地铁,万科四季花城丹桂苑 ,金沙洲,VR房源 房本满两年 随时看房,7,一年前发布,4室1厅,109.14平米,东南,精装,高楼层(共6层),板楼,,2800000.0,25656
新荔湾花园步梯低层，交通便利，成熟小区，诚心出售,新荔湾花园 ,金沙洲,VR房源,0,7个月以前发布,1室0厅,27平米,东南,简装,低楼层(共8层),塔楼,,336000.0,12445
新荔湾花苑 大单间 望花园 中层安静舒适,新荔湾花园 ,金沙洲,VR看装修 房本满两年,12,一年前发布,1室0厅,27.79平米,西,简装,中楼层(共8层),塔楼,,280000.0,10076
万科特有户型，两层享受空间，还有天台,万科四季花城玉兰苑 ,金沙洲,VR看装修 房本满两年 随时看房,2,一年前发布,4室2厅,90.19平米,东北,毛坯,6层,塔楼,,2650000.0,29383
精装四房，满五唯一税费少，东南朝向视野好,万科四季花城伴山美筑 ,金沙洲,VR看装修 房本满五年,3,一年前发布,4室2厅,107.68平米,东南,精装,高楼层(共16层),塔楼,2008年,2100000.0,19503
万科四季花城一期一楼带花园 全新 豪 装 拎包入住,万科四季花城牡丹苑 ,金沙洲,VR看装修 房本满两年,1,8个月以前发布,4室2厅,106平米,东南,精装,低楼层(共6层),塔楼,2010年,2800000.0,26416
万科四季花城 复式两层  带大露台  东南向,万科四季花城丹桂苑 ,金沙洲,VR看装修 房本满五年,2,4个月以前发布,4室2厅,109.14平米,东南,精装,高楼层(共6层),板楼,,2500000.0,22907
新荔湾花园 步梯中层 交通便利 成熟小区 诚心出售,新荔湾花园 ,金沙洲,VR看装修 房本满五年 随时看房,0,6个月以前发布,1室1厅,27.79平米,南北,简装,中楼层(共8层),塔楼,,350000.0,12595
万科四季花城 东南向一楼带地下室花园露台 卖套少套,万科四季花城铃兰苑 ,金沙洲,VR看装修 房本满五年,0,一年前发布,4室2厅,106.86平米,东南,精装,低楼层(共6层),板楼,,3450000.0,32286
万科四季花城 临广 近地铁 复式户型 实用四房,万科四季花城蔷薇苑 ,金沙洲,VR看装修 房本满五年,5,一年前发布,4室2厅,91平米,南,精装,高楼层(共6层),板楼,,2250000.0,24726
时代糖果三期 南向3+1 冬暖夏凉 房子保养好,时代糖果三期 ,金沙洲,VR看装修,1,一年前发布,4室1厅,90.32平米,南,精装,低楼层(共18层),塔楼,2013年,1480000.0,16387
万科四季花城    步梯复式   两层带平台,万科四季花城海棠苑 ,金沙洲,VR房源 房本满两年 随时看房,2,一年前发布,4室1厅,92.27平米,西南东北,精装,高楼层(共6层),塔楼,,2200000.0,23844
新荔湾花园 步梯中层 望花园 位置安静 户型方正,新荔湾花园 ,金沙洲,VR房源 房本满两年,1,4个月以前发布,4室1厅,93.03平米,南,简装,中楼层(共8层),塔楼,2003年,1180000.0,12685
时代糖果二期 1室1厅 南向中高楼层满五产权清晰,时代糖果二期 ,金沙洲,VR看装修 房本满五年 随时看房,1,一年前发布,1室1厅,56.96平米,南,精装,中楼层(共17层),塔楼,,860000.0,15099
满5唯一，税费少，高楼层，采光好,时代糖果一期 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,1室1厅,56.99平米,东,精装,12层,塔楼,,810000.0,14214
房子格局好，业主急售，价格可谈！！,时代糖果二期 ,金沙洲,VR房源 房本满五年,0,29,1室1厅,57平米,南,精装,高楼层(共17层),塔楼,,850000.0,14913
东西对流格局，采光充足，配套设施齐全，交通便利,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,4室2厅,200.15平米,南北,精装,中楼层(共31层),塔楼,,5000000.0,24982
时代水岸二期~东南向望江单位~视线无遮挡,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,141.12平米,南,精装,高楼层(共50层),塔楼,,5000000.0,35431
万科四季花城商铺出售，位置好，旺中带静，户型方正。,万科四季花城商铺 ,金沙洲,房本满五年,3,一年前发布,1室1厅,43平米,北,简装,低楼层(共1层),板楼,,980000.0,22791
前排望江，177平方精装修，业主诚售,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,177平米,东,精装,中楼层(共31层),塔楼,,4850000.0,27402
恒大御景半岛   4房  中高层  望江  保养新  产权清晰,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,一年前发布,4室1厅,202平米,东,精装,中楼层(共31层),塔楼,2009年,4900000.0,24258
大面积 价格美丽  看房有钥匙 业主好说话 价格可刀,恒大御景半岛 ,金沙洲,VR房源 随时看房,1,一年前发布,4室2厅,179平米,东,毛坯,中楼层(共31层),塔楼,,4550000.0,25419
恒大御景半岛202方四房高层望江从新装修,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,202平米,东,精装,高楼层(共31层),塔楼,,5000000.0,24753
万科四季花城 提香公寓 户型方正实用,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年,6,一年前发布,1室1厅,39平米,东南,简装,高楼层(共9层),板塔结合,,850000.0,21795
小户型住宅，有电梯，采光好，可明火，急售,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满两年,2,一年前发布,1室1厅,37.42平米,西南,精装,中楼层(共9层),板塔结合,2011年,680000.0,18173
户型方方正正，57平1加1户型，交通便利,时代糖果一期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,1室1厅,57平米,东北,精装,11层,塔楼,,910000.0,15965
万益广场 4室2厅 西北,万益广场 ,金沙洲,,2,2个月以前发布,4室2厅,70.58平米,西北,其他,中楼层(共22层),塔楼,,580000.0,8218
时代水岸三期大四房 房价含车位  一线江景房,时代水岸三期 ,金沙洲,VR看装修,0,5个月以前发布,4室2厅,132平米,南,精装,中楼层(共26层),暂无数据,,4870000.0,36894
金沙洲时代糖果 高楼层 欧式装修 看房方便,时代糖果一期 ,金沙洲,VR看装修,0,一年前发布,1室1厅,57平米,东北,精装,11层,塔楼,,920000.0,16141
时代水岸三期大四房 房价含车位  一线江景房,时代水岸三期 ,金沙洲,VR看装修,0,5个月以前发布,4室2厅,132平米,南,精装,中楼层(共26层),暂无数据,,4870000.0,36894
满五唯一 电梯房 保养挺好 朝南望花园 采光通透,白天鹅花园 ,金沙洲,VR房源 房本满五年 随时看房,18,一年前发布,1室1厅,47.86平米,南,简装,中楼层(共8层),塔楼,2006年,650000.0,13582
此房中高楼层 楼层靓，望江单位，采光好,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,6个月以前发布,4室2厅,202.02平米,东,精装,高楼层(共31层),塔楼,,5000000.0,24751
糖果2期1房1厅，证过两年，业主诚意出售95万！,时代糖果二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,1室1厅,56.96平米,西北,精装,中楼层(共17层),塔楼,2010年,950000.0,16679
万益广场 4室2厅 西北,万益广场 ,金沙洲,,1,2个月以前发布,4室2厅,70.58平米,西北,精装,中楼层(共22层),塔楼,,600000.0,8501
此房满五唯一 业主诚心出售 带全屋家私家电 拎包入住,时代糖果一期 ,金沙洲,VR看装修 房本满五年,2,一年前发布,1室1厅,57平米,南,精装,12层,塔楼,,980000.0,17193
万科四季花城 提香公寓 单间出售,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年,1,一年前发布,1室1厅,37.94平米,南,精装,中楼层(共9层),板塔结合,,750000.0,19769
恒大御景半岛  实用 4房  带200方 大平台  证满五年,恒大御景半岛 ,金沙洲,VR看装修 随时看房,2,一年前发布,4室2厅,202平米,东,精装,低楼层(共31层),塔楼,,4700000.0,23268
精装三层复式，俯瞰整个小区，中式装修，赏心悦目,万科四季花城云山美筑 ,金沙洲,VR房源 房本满五年 随时看房,1,一年前发布,4室2厅,120.51平米,东南,精装,高楼层(共18层),塔楼,,4900000.0,40661
御景半岛江景4房 采光通风很好 无遮挡 望花园景观好,恒大御景半岛 ,金沙洲,VR房源 房本满两年,0,一年前发布,4室2厅,202.98平米,东,精装,低楼层(共31层),塔楼,,5000000.0,24633
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源,0,5个月以前发布,4室2厅,177.11平米,东南,精装,中楼层(共31层),塔楼,,4800000.0,27102
新荔湾花园中层一房一厅过五唯一,新荔湾花园 ,金沙洲,VR看装修 房本满五年,20,一年前发布,1室1厅,51.25平米,北,简装,中楼层(共8层),塔楼,,580000.0,11318
中海金沙湾B区 从来没入住的四房 有一个大平台,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年 随时看房,18,一年前发布,4室2厅,152.6平米,东南,精装,低楼层(共33层),塔楼,2011年,4750000.0,31128
时代糖果中层，一房一厅，户型方正,时代糖果一期 ,金沙洲,VR看装修 房本满五年,6,一年前发布,1室1厅,57平米,北,精装,15层,塔楼,,930000.0,16316
时代水岸二期 高层望江户型 精装修保养好 诚意出售,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,4个月以前发布,4室2厅,141.62平米,西南,精装,中楼层(共50层),塔楼,,4530000.0,31988
白天鹅花园 大1房1厅 步梯中低层 诚意出售,白天鹅花园 ,金沙洲,VR房源 房本满五年,1,11个月以前发布,1室1厅,56.76平米,东北,精装,中楼层(共8层),塔楼,2006年,750000.0,13214
业主自住 保养好 无抵押 看房方便,时代糖果一期 ,金沙洲,VR看装修,0,一年前发布,1室1厅,56.99平米,东北,精装,12层,塔楼,2011年,880000.0,15442
金沙洲时代糖果 中楼层 精装修   满五年,时代糖果一期 ,金沙洲,VR看装修 随时看房,0,一年前发布,1室2厅,57平米,东北,精装,15层,塔楼,,830000.0,14562
金沙洲时代水岸三期望江 大户型4房 看房方便,时代水岸三期 ,金沙洲,VR看装修 房本满两年,0,3个月以前发布,4室2厅,130.68平米,东南,精装,中楼层(共26层),塔楼,,5000000.0,38262
糖果2期南向一室一厅过五年唯一业主诚意出售88万！,时代糖果二期 ,金沙洲,VR看装修 房本满五年,0,21,1室1厅,56.96平米,西南,精装,中楼层(共17层),塔楼,,880000.0,15450
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,201平米,东东南,精装,低楼层(共31层),塔楼,,5000000.0,24876
时代糖果1期57平方1室1厅，业主诚意出售96万无个税！,时代糖果一期 ,金沙洲,VR看装修 房本满两年,1,9个月以前发布,1室1厅,56.99平米,东北,精装,12层,塔楼,,960000.0,16846
釆光通风好，无遮挡，一房变两房，配套齐.,时代糖果一期 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,1室1厅,57.33平米,东北,精装,11层,塔楼,,860000.0,15001
产权清晰，南北对流，楼层好视野开阔，保养新,恒大御景半岛 ,金沙洲,VR房源,0,7个月以前发布,4室2厅,201平米,东南,精装,低楼层(共31层),塔楼,,5000000.0,24876
精装修6房，实用率高的别墅置，有车位,时代糖果别墅区 ,金沙洲,VR房源,8,一年前发布,4室1厅,195平米,南,精装,低楼层(共1层),板楼,,5000000.0,25642
四季花城 ，电梯单身公寓 坐北朝南  好出租 总价低，,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年,8,一年前发布,1室1厅,49.92平米,南北,简装,高楼层(共9层),板塔结合,2007年,1000000.0,20033
恒大御景半岛小区 前后带大平台 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源,3,一年前发布,4室2厅,202平米,东,精装,低楼层(共31层),塔楼,,4800000.0,23763
恒大御景半岛  业主诚心卖  价格可以商量,恒大御景半岛 ,金沙洲,VR房源,0,9个月以前发布,4室2厅,202平米,东南,精装,中楼层(共31层),塔楼,,4800000.0,23763
此房高层，釆光通风好，无遮挡，,时代糖果一期 ,金沙洲,VR看装修 房本满五年,0,25,1室1厅,57平米,北,精装,12层,塔楼,,850000.0,14913
新荔湾花园，视野开阔，诚心出售,新荔湾花园 ,金沙洲,VR看装修 房本满五年,3,一年前发布,1室1厅,58.22平米,西南,简装,高楼层(共8层),1998年,塔楼,608000.0,10444
私家天台，中空复式，气派，单边位望花园，看房方便！,万科四季花城富竹轩 ,金沙洲,VR房源 房本满五年 随时看房,11,一年前发布,4室2厅,203.41平米,南,精装,低楼层(共3层),2004年,板楼,4800000.0,23598
满五不唯一，中高层，小区配套成熟，户型方正。,中海金沙里 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,131平米,东南,精装,中楼层(共48层),,塔楼,4600000.0,35115
恒大御景半岛 南向中层江景 采光好 保养新 随时看房,恒大御景半岛 ,金沙洲,VR看装修 房本满两年 随时看房,0,1个月以前发布,4室1厅,185.57平米,南,精装,低楼层(共31层),2015年,塔楼,4560000.0,24573
白天鹅精装1房1厅 全新装修 拎包入住 单身情侣福音,白天鹅花园 ,金沙洲,VR房源 房本满两年,3,一年前发布,1室1厅,50.78平米,北,精装,高楼层(共8层),2006年,塔楼,600000.0,11816
时代糖果二期1室1厅 高层南向采光好,时代糖果二期 ,金沙洲,VR看装修 随时看房,2,一年前发布,1室1厅,56.96平米,南,精装,高楼层(共17层),2010年,塔楼,880000.0,15450
户型方正，比较实用，比较少见的1+1户型中楼层采光好,时代糖果一期 ,金沙洲,VR看装修,1,6个月以前发布,1室1厅,57平米,西南,其他,15层,,塔楼,900000.0,15790
此房满五唯一，楼层好，视野宽阔，采光充足,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,168.04平米,南北,精装,中楼层(共31层),2008年,塔楼,4600000.0,27375
前排一线江景 177大户型 业主装修保养好 近菜市场,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,一年前发布,4室2厅,176.16平米,东,简装,低楼层(共31层),,塔楼,4600000.0,26113
万科四季花城   提香公寓 户型方正 明厨明卫,万科四季花城提香公寓 ,金沙洲,VR看装修,4,一年前发布,1室1厅,45平米,南,精装,中楼层(共9层),,板塔结合,900000.0,20000
恒大御景半岛 南向江景四房 采光好 满五唯一 看房方便,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,0,2个月以前发布,4室2厅,185平米,南北,精装,中楼层(共31层),,塔楼,4600000.0,24865
万科四季花城  情景一楼 带花园带地下室带车位,万科四季花城云竹轩 ,金沙洲,VR房源 随时看房,0,4个月以前发布,4室2厅,132.8平米,南北,简装,低楼层(共3层),,板楼,4800000.0,36145
南向 57方 看房方便 合适价格可谈,时代糖果二期 ,金沙洲,VR看装修,0,一年前发布,1室1厅,56.96平米,西南,精装,中楼层(共17层),,塔楼,1000000.0,17557
小户型上车盘，轻装上阵，业主诚心出售,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年,1,一年前发布,1室1厅,37.42平米,西南,精装,高楼层(共9层),,板塔结合,650000.0,17371
新荔湾花园实用两房，视野开阔，户型方正，交通便利,新荔湾花园 ,金沙洲,VR房源 随时看房,17,一年前发布,1室1厅,58平米,南,简装,高楼层(共8层),,塔楼,630000.0,10863
满五唯一，带100平方地下室和车位。自住保养好,万科四季花城海竹轩 ,金沙洲,VR看装修 房本满五年,3,一年前发布,4室2厅,135平米,东南,精装,3层,,板楼,4950000.0,36667
"过五唯一,格局方正,采光好.视野",白天鹅花园 ,金沙洲,VR看装修 房本满五年 随时看房,6,一年前发布,1室1厅,48平米,南,简装,中楼层(共8层),2006年,塔楼,600000.0,12500
大户型全新未住  一线江景南北对流,时代水岸三期 ,金沙洲,VR看装修 随时看房,1,一年前发布,4室2厅,130.14平米,南,精装,中楼层(共26层),,暂无数据,4680000.0,35962
恒大御景半岛 191方正南向望江 望花园业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年,1,一年前发布,4室2厅,191平米,南,精装,低楼层(共31层),,塔楼,4900000.0,25655
小区环境舒适 采光好 交通方便 楼层好,白天鹅花园 ,金沙洲,VR看装修 房本满两年 随时看房,3,一年前发布,1室1厅,46平米,南,简装,中楼层(共8层),2006年,塔楼,580000.0,12609
一线江景 证满2年 金沙洲时代水岸三期全新未住 4房,时代水岸三期 ,金沙洲,VR看装修,0,一年前发布,4室2厅,130.24平米,南,精装,高楼层(共26层),,塔楼,4720000.0,36241
此房满两年，户型方正通透，视野开阔采光充足。,中海金沙里 ,金沙洲,VR看装修,1,一年前发布,4室2厅,132平米,东南,精装,低楼层(共48层),,塔楼,4800000.0,36364
满五唯一  产权清晰  一线江景  视野开阔,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,1,11个月以前发布,4室2厅,200.68平米,东南西北,精装,高楼层(共31层),2012年,塔楼,4680000.0,23321
高层望江 单边位置采光好 房子新装修 拎包入住,恒大御景半岛 ,金沙洲,VR看装修 房本满两年,1,一年前发布,4室2厅,200.5平米,东,精装,中楼层(共31层),2010年,塔楼,4680000.0,23342
全新装修 自住一年 柜子都是无醛的 墙面都,金名都 ,金沙洲,VR看装修 房本满两年,0,10个月以前发布,4室1厅,173.35平米,南,精装,39层,2013年,板塔结合,4600000.0,26536
时代水岸三期，电梯4房两卫 一线江景，装修保养好,时代水岸三期 ,金沙洲,VR看装修 房本满两年,0,5个月以前发布,4室1厅,130.24平米,东南,精装,中楼层(共26层),,暂无数据,5000000.0,38391
南向 中层 通风采光好 装修保养好 业主诚心卖,时代糖果二期 ,金沙洲,VR房源,0,一年前发布,1室1厅,56.96平米,西南,精装,中楼层(共17层),2010年,塔楼,900000.0,15801
万科四季花城  单间出售  带入户花园,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年 随时看房,0,6个月以前发布,1室1厅,40.36平米,东,精装,高楼层(共9层),,板塔结合,1000000.0,24778
白天鹅花园 电梯高层望花园 位置安静 户型方正,白天鹅花园 ,金沙洲,VR房源 房本满五年,2,1个月以前发布,1室1厅,51.29平米,南,简装,高楼层(共8层),2006年,塔楼,690000.0,13453
金沙洲 白天鹅花园 方正实用 低层1房1厅 双阳台,白天鹅花园 ,金沙洲,VR看装修 房本满两年,0,2个月以前发布,1室1厅,45.98平米,西北,简装,中楼层(共8层),2006年,塔楼,650000.0,14137
金沙洲 白天鹅花园 方正实用 低层1房1厅 双阳台,白天鹅花园 ,金沙洲,VR看装修 房本满两年,0,2个月以前发布,1室1厅,45.98平米,西北,简装,中楼层(共8层),2006年,塔楼,650000.0,14137
光线充足，交通方便，业主诚意出售，带天台面积,白天鹅花园 ,金沙洲,VR看装修 房本满五年 随时看房,9,一年前发布,1室1厅,45.23平米,南,简装,高楼层(共8层),2006年,塔楼,530000.0,11718
新荔湾花苑 交通便利 成熟小区 诚心出售,新荔湾花园 ,金沙洲,VR看装修 房本满五年 随时看房,0,5个月以前发布,1室1厅,32.72平米,南,精装,高楼层(共8层),1998年,塔楼,392000.0,11981
此价包含车位 C区入户花园4房  二次装修,中海金沙湾C区 ,金沙洲,VR房源 房本满五年,1,5个月以前发布,4室2厅,187.53平米,北南,简装,低楼层(共33层),,塔楼,5300000.0,28263
时代水岸二期小区，配套齐全，位置好，楼下业态火热,时代水岸二期 ,金沙洲,VR看装修,0,6个月以前发布,4室2厅,116.77平米,东南,精装,高楼层(共33层),2019年,塔楼,2660000.0,22780
此房满五不唯一，省税费，江景大四房,恒大御景半岛 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,177.78平米,东,精装,高楼层(共32层),,塔楼,3380000.0,19013
前排恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源,0,4个月以前发布,4室2厅,176.99平米,东,精装,高楼层(共31层),,塔楼,3600000.0,20341
白天鹅花园 步梯中层1房1厅 诚意出售中,白天鹅花园 ,金沙洲,VR看装修 房本满五年,2,6个月以前发布,1室1厅,45.98平米,西,精装,中楼层(共8层),2006年,塔楼,500000.0,10875
时代水岸 改善4房  高楼层电梯 视野好 户型方正,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,16,4室2厅,127.21平米,北南,精装,高楼层(共33层),2019年,塔楼,2860000.0,22483
房源满两年不唯一 横厅4房通透户型 全新未住,时代水岸二期 ,金沙洲,VR看装修,1,一年前发布,4室2厅,117.08平米,东南,精装,高楼层(共33层),2019年,塔楼,3800000.0,32457
时代糖果二期 1室1厅 西南,时代糖果二期 ,金沙洲,VR房源 房本满两年,1,4个月以前发布,1室1厅,56.9平米,西南,精装,中楼层(共17层),2012年,板楼,1090000.0,19157
金沙洲御景半岛，楼层靓望江单位采光好，业主诚心出售,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,177平米,东北,精装,高楼层(共31层),,塔楼,4300000.0,24294
时代水岸 望江洋楼 次新小区 位置安静 户型方正,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,4室2厅,140平米,东南,精装,低楼层(共50层),,塔楼,3780000.0,27000
金沙洲万科四季花城  电梯四房 南向高楼层 视野开阔,万科四季花城悦山美筑 ,金沙洲,VR看装修,0,一年前发布,4室2厅,121平米,东南,精装,高楼层(共16层),,塔楼,2900000.0,23967
南向单边位大平层四房看江视野开阔景观好满五唯一,金名都 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,172平米,南,精装,45层,,板塔结合,4400000.0,25582
恒大御景半岛 160平方高层望江业主诚心出售,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,160平米,东,精装,高楼层(共31层),,板楼,4230000.0,26438
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,160平米,东南,精装,中楼层(共31层),2007年,塔楼,3780000.0,23625
蓝城阁，有钥匙，高层望江，房屋通透采光好，视野开阔,沙面新城 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,167.35平米,东南,简装,中楼层(共31层),2003年,塔楼,4200000.0,25098
恒大御景半岛  4房  南向 高层望江  重新装修  省个税,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,185.53平米,南北,精装,高楼层(共31层),,塔楼,6000000.0,32340
