标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
满五唯一，电梯高层，视野开阔，采光好，临地铁，交通,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,1,2个月以前发布,2室1厅,60.49平米,东,精装,高楼层(共23层),1999年,塔楼,1580000.0,26121
康怡花苑 轻工学院旁 安静两房 全新装修,康怡花苑 ,新港西,近地铁 VR看装修 房本满五年 随时看房,1,3个月以前发布,2室1厅,39.66平米,南,精装,中楼层(共9层),1994年,塔楼,990000.0,24963
保利花园三房两卫 安静望花园 户型方正实用采光通风佳,保利花园 ,工业大道中,近地铁 VR房源 房本满五年,5,1个月以前发布,3室1厅,97.67平米,南北,精装,高楼层(共11层),2000年,板楼,3650000.0,37371
荔海鸣蝉电梯两房 视野宽阔 出行方便 小区配套完善,荔海鸣蝉花园 ,赤岗,近地铁 VR看装修 房本满五年,3,一年前发布,2室2厅,77.96平米,西,简装,中楼层(共9层),1998年,塔楼,1890000.0,24244
高层看电视塔 视野开阔 很通风 刚需热门户型,逸景翠园 ,广州大道南,VR房源 房本满五年 随时看房,7,29,3室1厅,77.02平米,北,简装,高楼层(共26层),2007年,塔楼,3000000.0,38951
都市广场户型方正三房厅直出阳台,金碧花园第一金碧 ,金碧,近地铁 VR房源 房本满五年 随时看房,6,1个月以前发布,3室1厅,97.91平米,东北,精装,中楼层(共32层),2000年,塔楼,3450000.0,35237
富基广场 东向方正望花园两房 安静舒适采光好 未占,富基广场A区 ,滨江中,近地铁 VR房源 房本满五年,2,1个月以前发布,3室1厅,86.15平米,南,简装,34层,2007年,塔楼,4180000.0,48521
东翠花园 小高层电梯大两房望花园 少有放盘,东翠花园 ,东晓路,VR房源 房本满五年,3,19,2室2厅,76.54平米,北,其他,中楼层(共13层),,塔楼,2990000.0,39065
光大花园 南向 电梯两房 安静 采光好,光大花园 ,工业大道北,近地铁 VR看装修 房本满五年 随时看房,5,30,2室2厅,77.6平米,南,简装,中楼层(共11层),2000年,塔楼,3800000.0,48970
高层 唯一物业全南向望花园 户型方正 二梯三户,逸景翠园 ,广州大道南,VR房源 房本满五年,2,一年前发布,4室2厅,166.58平米,南,简装,中楼层(共17层),2008年,塔楼,8800000.0,52828
全新未入住  东南中楼层 视野开阔 大阳台 望小蛮腰,金融街融御 ,工业大道南,VR房源 房本满两年,4,一年前发布,4室2厅,132.04平米,东南,精装,中楼层(共39层),,塔楼,7680000.0,58165
江泰双地铁 实用地铁三房 精装装修,晓燕湾 ,江燕路,近地铁 VR房源 房本满五年,1,3,3室1厅,78.54平米,北,其他,中楼层(共10层),1999年,塔楼,2700000.0,34378
可逸家园 南向 望花园 厅出阳台,可逸家园 ,江南西,VR看装修 房本满五年,1,1个月以前发布,3室2厅,99.26平米,东南,其他,高楼层(共29层),2010年,塔楼,5680000.0,57224
双地铁，中层采光通透，配套成熟。,第三金碧花园 ,金碧,近地铁 VR看装修 房本满五年 随时看房,6,3个月以前发布,1室0厅,29.8平米,西南,其他,中楼层(共32层),2005年,塔楼,1080000.0,36242
满五唯一，电梯高层，视野开阔，采光好，临地铁，交通,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,1,2个月以前发布,2室1厅,60.49平米,东,精装,高楼层(共23层),1999年,塔楼,1580000.0,26121
晓燕湾加装电梯两房，望花园安静不吵,晓燕湾 ,江燕路,近地铁 VR房源 房本满五年,0,5个月以前发布,2室1厅,68.56平米,西,简装,中楼层(共10层),1999年,塔楼,2380000.0,34715
正望晓港公园 平层电梯 厅出阳台 生活便捷,南翠苑 ,昌岗,VR看装修 房本满两年 随时看房,9,4个月以前发布,2室1厅,66.95平米,北,简装,中楼层(共9层),1999年,塔楼,1990000.0,29724
全新格调装修地铁口只有100米高层望江电梯大四房,保利丰花园 ,洪德,近地铁 VR看装修 房本满五年 随时看房,0,3个月以前发布,3室2厅,111.59平米,西南,其他,高楼层(共32层),1997年,塔楼,3780000.0,33875
敦和路电梯大三房 带露台 户型方正 业主诚意出,金满楼(海珠区) ,广州大道南,VR看装修 房本满五年,3,3个月以前发布,4室2厅,98.9平米,南,简装,低楼层(共9层),1994年,塔楼,2200000.0,22245
全明屋 南向客厅，电梯楼 实用高,保利红棉花园 ,江燕路,近地铁 VR看装修 房本满五年 随时看房,3,4个月以前发布,2室1厅,61.99平米,东南,精装,中楼层(共9层),1997年,塔楼,1650000.0,26618
2-8号线昌岗地铁口，电梯三房户型方正，采光好,南方花园 ,昌岗,近地铁 VR看装修 房本满五年 随时看房,10,4个月以前发布,3室2厅,64.52平米,东东北,其他,中楼层(共9层),1998年,塔楼,2680000.0,41538
生活配套齐全厅出阳台满五唯一业主诚心卖,荔福路 ,工业大道北,近地铁 VR房源 房本满五年,0,2个月以前发布,2室1厅,50.17平米,南,精装,中楼层(共6层),,板楼,1200000.0,23919
大院管理，楼层低，安静，昌小，近地铁,橡胶新村102号大院 ,昌岗,近地铁 VR看装修 房本满五年,1,一年前发布,2室1厅,86.71平米,东,简装,低楼层(共9层),1999年,塔楼,2300000.0,26526
侨诚花园 方正一房一厅 带私家平台,侨诚花园 ,东晓南,近地铁 VR房源 房本满五年,1,3个月以前发布,1室1厅,35.32平米,东,其他,低楼层(共9层),1998年,塔楼,950000.0,26897
沙园五一新村低层采光通风好单边带小入户2房石米混马,五一新村 ,沙园,近地铁 VR看装修,1,3,2室1厅,46.92平米,东,简装,低楼层(共10层),1999年,塔楼,1200000.0,25576
自由心岸 2室1厅 东南,自由心岸 ,滨江中,VR房源 房本满五年 随时看房,2,5个月以前发布,2室1厅,85.41平米,东南,精装,低楼层(共30层),2003年,塔楼,3450000.0,40394
东晓大厦 海印桥南 便宜原装电梯小区,东晓大厦 ,东晓路,VR看装修 房本满五年 随时看房,2,5个月以前发布,3室1厅,102.07平米,东南南,简装,中楼层(共23层),2000年,塔楼,2780000.0,27237
旺中带静 门口花园 精美装修 临江美景 生活便利,滨江东路(海珠) ,滨江中,VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,59.67平米,西南,简装,高楼层(共8层),,板楼,1680000.0,28155
锦丽居 南向两房 户型方正 安静看花园 使用率高,锦丽居 ,东晓南,近地铁 VR看装修 房本满五年,1,8个月以前发布,2室2厅,87.32平米,南,简装,中楼层(共23层),2002年,塔楼,3500000.0,40083
逸景翠园 电梯四房 东南园景 证过五年 有匙即睇,逸景翠园 ,广州大道南,VR房源 房本满五年 随时看房,6,5个月以前发布,4室2厅,124.81平米,东南,简装,低楼层(共26层),2005年,塔楼,4990000.0,39981
富力千禧花园3房2厅格局方正。,富力千禧花园 ,中大,近地铁 VR看装修 房本满五年,1,1个月以前发布,3室2厅,140.5平米,西南,简装,中楼层(共31层),2002年,塔楼,8500000.0,60499
江南新苑，新放安静三房，园林景观，中间楼层看房方便,江南新苑 ,新港西,近地铁 VR房源 房本满五年,2,1个月以前发布,3室1厅,94.4平米,东,精装,低楼层(共32层),2002年,塔楼,4800000.0,50848
会展二期  高层南向望园林  视野好,会展西岸 ,磨碟沙,近地铁 VR房源 房本满五年 随时看房,0,17,2室1厅,90.42平米,南,精装,高楼层(共12层),,塔楼,5880000.0,65030
总圿低电梯两房 加装电梯平层入户 装修保养好,晓港湾 ,东晓南,VR看装修 房本满两年,1,1个月以前发布,2室1厅,43.05平米,西南,其他,中楼层(共9层),1999年,塔楼,1200000.0,27875
南向安静一房一厅，户型方正，首付低,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,8,1个月以前发布,1室1厅,29.04平米,东南,其他,低楼层(共3层),,暂无数据,540000.0,18596
昌岗中路 地铁2+8号线 省级电梯 大院管理 靓装修,沙园路(海珠) ,沙园,近地铁 VR看装修 房本满五年,0,25,3室2厅,58.98平米,南,精装,中楼层(共9层),1996年,塔楼,2400000.0,40692
保利花园 电梯三房 南北户型 实用率高,保利花园 ,工业大道中,近地铁 VR房源 房本满五年 随时看房,8,6个月以前发布,3室1厅,97.99平米,东东北,简装,中楼层(共11层),2004年,板楼,3680000.0,37555
建基路 电梯到5楼，安静两房 装修好,建基路 ,东晓路,VR看装修 房本满两年 随时看房,9,9个月以前发布,2室1厅,60.7平米,南,简装,高楼层(共10层),1992年,塔楼,1430000.0,23559
广型方正 小两房 光线好 室内通风性好,星御翠园 ,广州大道南,VR看装修 房本满五年,2,1个月以前发布,2室1厅,46.58平米,北,精装,中楼层(共19层),2011年,塔楼,1480000.0,31774
地铁口南向两房只需16.5丸即可上车,逸翠居 ,江燕路,VR看装修 房本满五年,1,11,2室1厅,38.2平米,南,其他,低楼层(共9层),1998年,塔楼,1100000.0,28796
总监推荐：地铁口就在家门口，三房两卫，安静，近江边,海景阁 ,滨江中,VR看装修 房本满五年,9,一年前发布,3室2厅,109.93平米,西南西北,简装,低楼层(共28层),2001年,塔楼,3980000.0,36205
框架结构 可公积金 交通便利 配套成熟,江南大道中 ,江南大道中,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,1室1厅,35.53平米,东南南,简装,低楼层(共6层),1991年,板楼,800000.0,22517
下渡路正规3房  东向安静望小区 交通生活都便利,雅景苑 ,滨江东,近地铁 VR房源 房本满两年,21,一年前发布,3室1厅,82.23平米,东,简装,高楼层(共9层),2002年,塔楼,2130000.0,25903
广州塔美术馆旁 东南向两房 中楼层 位置好 近12号线,奇星药厂宿舍 ,客村,近地铁 VR看装修 房本满五年,0,15,2室1厅,54.85平米,东南南,简装,中楼层(共7层),1997年,塔楼,1990000.0,36281
金碧二期  温馨一房 交通便利 生活方便,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,18,一年前发布,1室1厅,27.64平米,北,精装,低楼层(共33层),2000年,塔楼,790000.0,28582
南向安静一房一厅，户型方正，首付低,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,8,1个月以前发布,1室1厅,29.04平米,东南,其他,低楼层(共3层),,暂无数据,540000.0,18596
同福西b出口1min，精装修，全明屋。家私家电齐全,聚龙花园 ,同福,近地铁 VR看装修 房本满两年,1,8个月以前发布,1室1厅,26.13平米,南,其他,高楼层(共9层),1995年,塔楼,850000.0,32530
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR看装修 房本满五年,14,一年前发布,1室1厅,26.13平米,南,简装,中楼层(共9层),1995年,塔楼,690000.0,26407
南华西路 框架正规一房 近珠江边 近同福西地铁,南华西路 ,滨江西,近地铁 VR房源 房本满五年,63,一年前发布,1室1厅,25.19平米,北,精装,中楼层(共8层),1990年,暂无数据,800000.0,31759
地下一层 层高4米复式 低层 近江边 配套成熟 安静不吵,同庆路 ,同福,近地铁 VR看装修 随时看房,0,1个月以前发布,1室0厅,26.84平米,南,其他,低楼层(共2层),,暂无数据,800000.0,29807
刚需自住 楼下50米地铁 楼龄新 低首FU 拎包入住,福雅居 ,同福,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,29.07平米,西南,其他,高楼层(共9层),2001年,塔楼,750000.0,25800
满五年税费少，海珠南武，大院管理，近市二宫地铁,纺织路(海珠) ,滨江中,VR房源 房本满五年 随时看房,31,一年前发布,1室1厅,29.04平米,南,其他,3层,,暂无数据,580000.0,19973
满五年，地铁正上盖，产权清晰，方正户型，简洁装修。,聚龙花园 ,同福,近地铁 VR房源 房本满五年,1,一年前发布,1室1厅,26.69平米,东,简装,高楼层(共9层),,塔楼,630000.0,23605
近江边、地铁，中海、怡安花园为邻，框架结构小户型,纺织路(海珠) ,滨江中,近地铁 VR房源,0,26,1室1厅,28.66平米,东,其他,低楼层(共9层),1990年,塔楼,650000.0,22680
总值低，交通便利，有管理收租稳,滨江1933 ,滨江西,近地铁 房本满两年,0,10个月以前发布,1室1厅,29.84平米,北,简装,低楼层(共2层),,暂无数据,800000.0,26810
准电梯  满五非唯一，采光通风好，保育直,同福东路 ,同福,近地铁 VR看装修 房本满五年 随时看房,2,6个月以前发布,1室0厅,25.77平米,西东,其他,中楼层(共9层),,塔楼,680000.0,26388
同福西地铁站门口 公交站 一房 总*低,福雅居 ,同福,近地铁 VR看装修 房本满五年 随时看房,31,一年前发布,1室1厅,29.07平米,西南西北,简装,高楼层(共9层),2001年,塔楼,830000.0,28552
滨江东路(海珠) 1室0厅 北,滨江东路(海珠) ,滨江中,近地铁 VR看装修,0,3个月以前发布,1室0厅,25.08平米,北,其他,中楼层(共5层),,塔楼,550000.0,21930
临江散步，安静采光视野开阔。。,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,28.65平米,北,简装,高楼层(共6层),,塔楼,860000.0,30018
交通方便，生活便利，商圈成熟，临街好房,同福西路 ,洪德,近地铁 VR房源 房本满五年,0,一年前发布,4室4厅,98.25平米,东南西北,精装,低楼层(共1层),2019年,板楼,4600000.0,46820
海城花苑南向一房一厅 光线采光好 业主诚心出,海城花苑 ,滨江中,近地铁 VR看装修,6,6个月以前发布,1室1厅,26.29平米,南,精装,高楼层(共9层),1998年,板楼,800000.0,30430
过五年不唯一，采光视野好，无遮挡，新装修,南华西路 ,滨江西,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,1室1厅,27.67平米,北,精装,中楼层(共8层),,塔楼,700000.0,25299
海珠珠江头排房95个？究竟是什么原因，还有个独用天台,滨江东路(海珠) ,滨江中,近地铁 VR看装修 房本满五年 随时看房,7,一年前发布,1室1厅,29.06平米,东,精装,高楼层(共6层),,塔楼,850000.0,29250
三楼 晓港A 10米  采光充足 大院管理  宜居住,昌岗东路 ,昌岗,VR房源 随时看房,3,4个月以前发布,1室0厅,29.06平米,南,简装,中楼层(共4层),1980年,塔楼,600000.0,20647
房子地理位置好正规大单间自住出租两相宜精装大单间,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满两年,0,3个月以前发布,1室0厅,27.61平米,南,精装,低楼层(共32层),2000年,塔楼,980000.0,35495
精装修1房1厅 南向 满五年 随时可看,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年 随时看房,0,21,1室1厅,27.64平米,南,简装,低楼层(共33层),2000年,板楼,900000.0,32562
原装电梯装修精美一房一厅自住出租两相宜,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,2,2个月以前发布,1室1厅,27.64平米,北,精装,中楼层(共33层),2000年,塔楼,800000.0,28944
平层入户，户型方正，采光通透，装修新，交通方便，,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,1,9,1室1厅,25.89平米,西南,精装,中楼层(共9层),1999年,塔楼,780000.0,30128
电梯房 总款低 过五年唯一物业 买来自住或放租皆宜,侨诚花园 ,东晓南,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,26.18平米,南,精装,高楼层(共9层),1999年,塔楼,730000.0,27884
金碧三期 一房带阳台 装修新净,第三金碧花园 ,金碧,近地铁 VR看装修 房本满五年 随时看房,8,一年前发布,1室0厅,29.8平米,西,精装,低楼层(共32层),2005年,塔楼,1000000.0,33558
悦龙阁 4室2厅 西南 西北,悦龙阁 ,东晓路,VR房源 房本满两年,0,10,4室2厅,107.86平米,西南西北,其他,中楼层(共22层),2004年,塔楼,4580000.0,42463
赤岗路  刚需上车  通风采光好 业主诚意出,赤岗路 ,赤岗,VR看装修 房本满五年,0,1个月以前发布,1室1厅,28.5平米,东,简装,低楼层(共9层),,塔楼,750000.0,26316
原装电梯正规精致一房一厅 拎包入住 地铁石溪100米！,第二金碧花园 ,金碧,近地铁 VR看装修 房本满两年,8,一年前发布,1室1厅,27.64平米,西北,精装,低楼层(共33层),2000年,板楼,810000.0,29306
滨江中远安社区板块 电梯平层直达 可做纯公积金,滨江东路(海珠) ,滨江中,VR房源 房本满五年 随时看房,2,6个月以前发布,1室0厅,25.87平米,北,其他,高楼层(共9层),,塔楼,720000.0,27832
楼层好、视野开拓、马赛克小区、地铁近、交通方便,洪德雅苑 ,同福,近地铁 VR看装修 房本满五年,20,一年前发布,1室1厅,27.59平米,南,其他,高楼层(共9层),1998年,塔楼,800000.0,28997
海珠区滨江中商圈小户型普通住宅,仲恺路 ,滨江中,VR房源 房本满两年,0,一年前发布,1室0厅,28.84平米,南,简装,低楼层(共9层),,塔楼,790000.0,27393
第二金碧花园   东南向望花园 采光通风好,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,27.64平米,西北,其他,低楼层(共33层),2000年,板楼,1000000.0,36180
四大商圈近在咫尺多维交通网络配套醇熟,梅园西路 ,工业大道北,近地铁 VR看装修 房本满五年,1,8个月以前发布,1室0厅,26.99平米,东北,简装,中楼层(共9层),,塔楼,800000.0,29641
户型方正 ，业主诚心出卖，安静舒适，出行生活便利,侨诚花园 ,东晓南,近地铁 VR看装修 房本满两年,1,8个月以前发布,1室1厅,26.18平米,东南,精装,高楼层(共9层),1999年,塔楼,980000.0,37434
雅致花园 近地铁 小区管理 证满五年,雅致花园 ,江燕路,近地铁 VR看装修 房本满五年,1,一年前发布,1室0厅,25.17平米,西北,其他,高楼层(共9层),1998年,塔楼,700000.0,27811
晓港地铁350米精装一房一厅 中层 采光通风好,晓港西马路 ,昌岗,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,29.87平米,南北,精装,中楼层(共6层),,板楼,860000.0,28792
光大三期榕城尚品 近江边 交通便利,光大花园榕城尚品公寓 ,工业大道北,近地铁 房本满五年,2,一年前发布,1室1厅,29.1平米,北,其他,2层,2006年,塔楼,950000.0,32647
华保花园  成熟小区  配套齐全 看房提前约,华保花园 ,赤岗,近地铁 房本满五年 随时看房,19,一年前发布,1室1厅,25.9平米,南,精装,高楼层(共9层),1997年,塔楼,880000.0,33977
"格局方正,楼层好,东向采光好好",聚宝阁 ,赤岗,房本满五年,10,一年前发布,1室1厅,29平米,东,简装,低楼层(共9层),1997年,塔楼,950000.0,32759
方正实用，采光好，精装修，视野开阔，业主诚心,雅致花园 ,江燕路,近地铁 VR看装修 房本满五年,15,一年前发布,1室1厅,25.16平米,北,其他,高楼层(共9层),1998年,塔楼,900000.0,35772
"近地铁低上车房,装修好可拎包入住",燕子岗路 ,江燕路,近地铁 VR看装修 房本满五年,3,一年前发布,1室1厅,27.04平米,东,其他,中楼层(共8层),,塔楼,980000.0,36243
南边路 庄头公园 精装修一房 省一级课本,南边路(海珠区) ,工业大道中,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,1室0厅,25.65平米,东,精装,中楼层(共9层),,塔楼,820000.0,31969
【店长推荐】上车盘 框架 方正实用,革新路 ,工业大道北,近地铁 VR看装修 房本满五年,6,一年前发布,1室1厅,27.74平米,东,简装,高楼层(共9层),,塔楼,800000.0,28840
户型不错，采光好，小区配备齐全,保利红棉花园 ,江燕路,近地铁 VR房源 房本满五年,0,一年前发布,1室0厅,28.83平米,南北,其他,中楼层(共9层),1997年,塔楼,750000.0,26015
满五唯一，温馨一房实用上车盘南北对,五一新村 ,沙园,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,28.45平米,南北,精装,低楼层(共4层),1999年,板楼,900000.0,31635
侨诚花园宝通街 1室1厅 东 南,侨诚花园宝通街 ,东晓南,近地铁 VR房源 房本满两年,0,2个月以前发布,1室1厅,25.77平米,东南,其他,中楼层(共9层),1997年,塔楼,850000.0,32985
琶洲商圈 华保花园 产权清晰 通风采光好,华保花园 ,赤岗,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,25.84平米,东南,其他,高楼层(共9层),1997年,塔楼,980000.0,37926
市二宫地铁shang盖，老城区配套完善，户型方正实用,同福东路 ,同福,VR房源 房本满五年 随时看房,1,4个月以前发布,1室1厅,27平米,东南,简装,高楼层(共7层),,塔楼,750000.0,27778
楼层好 宝岗大道凤凰新村600米 总低上车盘,同福中路 ,同福,近地铁 VR房源 房本满五年,0,4个月以前发布,1室1厅,26.93平米,东南,其他,低楼层(共6层),,塔楼,600000.0,22280
金碧都市广场 东向单间 带大阳台 跟隔壁两房一起卖,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,0,9个月以前发布,1室0厅,28.14平米,东,其他,中楼层(共32层),2000年,塔楼,1000000.0,35537
市二宫，带阳台。以内，有K。看房方便,南村路 ,江南大道中,近地铁 VR看装修 房本满五年,10,一年前发布,1室0厅,25.08平米,南,简装,高楼层(共7层),,板楼,550000.0,21930
晓港湾 电梯平层 大单间 户型方正 南向安静,晓港湾 ,东晓南,近地铁 VR看装修 房本满五年,1,一年前发布,1室0厅,26.66平米,南,其他,中楼层(共10层),1999年,塔楼,960000.0,36010
客村地铁小户型 热门楼层 配套成熟 自住出租两相宜,金影花园 ,客村,近地铁 VR看装修 房本满五年,4,一年前发布,1室1厅,28.1平米,南,其他,中楼层(共8层),1997年,塔楼,980000.0,34876
近广州地铁站通风采光好原装电梯四房,碧海大厦 ,客村,近地铁 VR房源 房本满五年,1,8个月以前发布,4室2厅,100.87平米,南,精装,高楼层(共15层),,塔楼,4990000.0,49470
原装电梯小区一房南向户型方正拎包入住,海悦大厦 ,同福,近地铁 VR看装修 房本满五年,4,一年前发布,1室1厅,26.69平米,南,简装,中楼层(共30层),1995年,塔楼,1000000.0,37468
万科金域华庭 江景单位 环境舒适,万科金域华庭 ,同福,近地铁 VR房源 房本满五年,1,一年前发布,4室1厅,103.88平米,东北,其他,高楼层(共33层),2012年,塔楼,9200000.0,88564
第二金碧花园 小户型 正规一房一厅 户型方正,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,27.64平米,南,其他,低楼层(共33层),2000年,板楼,920000.0,33286
旺中带静 户型方正，临江美景生活便利,滨江东路(海珠) ,滨江中,近地铁 VR房源 房本满五年 随时看房,3,一年前发布,1室0厅,25.42平米,南,简装,中楼层(共5层),,塔楼,430000.0,16916
凤凰新村站 框架一房一厅 采光通风好,工业大道北 ,工业大道北,近地铁 VR房源 房本满五年 随时看房,10,一年前发布,1室1厅,28.42平米,北,简装,高楼层(共9层),,塔楼,880000.0,30965
金碧花园 一房卖 合适首套购房,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,5,一年前发布,1室0厅,27.48平米,东,精装,中楼层(共22层),2000年,塔楼,990000.0,36027
此房满五年产权清晰 电梯高层一房一厅 带30方平台,江南嘉居 ,宝岗,近地铁 VR房源 房本满两年,8,一年前发布,1室1厅,26.18平米,南,其他,高楼层(共9层),,塔楼,850000.0,32468
华保花园 配套完善  业主诚意卖,华保花园 ,赤岗,近地铁 VR看装修 房本满两年 随时看房,2,一年前发布,1室1厅,26.67平米,南北,简装,低楼层(共9层),1997年,塔楼,1000000.0,37496
近燕岗站，装修新，户型好一房，自住保养好,雅致花园 ,江燕路,近地铁 VR看装修 房本满两年,1,一年前发布,1室1厅,27.87平米,东,精装,高楼层(共9层),1998年,塔楼,900000.0,32293
凤凰新村，低层小面积，总j便，拎包入住，近地铁,凤凰新村 ,工业大道北,近地铁 VR房源 房本满五年,0,4个月以前发布,1室1厅,25.75平米,东南,其他,低楼层(共9层),2000年,塔楼,800000.0,31068
丰盈居 户型方正 交通便利 配套成熟,丰盈居 ,滨江东,近地铁 VR看装修 房本满五年 随时看房,0,3个月以前发布,4室1厅,91.49平米,北,简装,低楼层(共23层),2002年,塔楼,4800000.0,52465
满五年不唯一 电梯精致一房 高层视野好 出行便利,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,4,6个月以前发布,1室0厅,28.14平米,东南,精装,中楼层(共32层),2000年,塔楼,980000.0,34826
全新装修，定制家私，换房急腾！,第二金碧花园 ,金碧,近地铁 VR房源 房本满两年,11,一年前发布,1室1厅,27.64平米,南北,精装,中楼层(共33层),2000年,板楼,980000.0,35456
精装修，loft，买一层多一层，海珠center位置配套齐全,富力金禧花园 ,同福,近地铁 房本满两年 随时看房,3,一年前发布,1室1厅,26.05平米,北,其他,高楼层(共4层),,暂无数据,590000.0,22649
南田路 刚需上车盘 业主诚意卖,南田路 ,同福,近地铁 VR房源 房本满两年 随时看房,0,一年前发布,1室1厅,27.06平米,东南南,其他,低楼层(共6层),,塔楼,760000.0,28086
通风采光好，方正实用，中层南向，大院管理。,晓港中马路 ,昌岗,近地铁 VR房源 房本满五年,1,1个月以前发布,1室1厅,29.88平米,南,其他,高楼层(共6层),,塔楼,680000.0,22758
市二宫地铁一线街铺路口流量大，餐饮美食一条街,南华东路 ,滨江中,VR看装修 随时看房,1,6个月以前发布,4室2厅,102.64平米,南,简装,低楼层(共2层),1980年,平房,5260000.0,51248
穗花新村 低层1楼带园花 通风采光好,穗花新村 ,昌岗,近地铁 VR看装修 房本满两年,9,一年前发布,4室2厅,104.62平米,东南,简装,低楼层(共9层),1995年,塔楼,4800000.0,45881
金碧二期 业主诚意出手 精装电梯一房一厅,第二金碧花园 ,金碧,近地铁 VR看装修 房本满五年,2,9个月以前发布,1室1厅,27.64平米,南北,精装,高楼层(共33层),2000年,塔楼,920000.0,33286
电梯平层 老人首推 拎包入住 配套齐全,素社新村 ,前进路,VR房源 房本满五年,0,10个月以前发布,1室1厅,28.59平米,西南,简装,低楼层(共9层),1987年,塔楼,780000.0,27283
晓港地铁  总JIA低，干净明亮，配套齐存,晓港西马路 ,昌岗,VR看装修,0,3个月以前发布,1室1厅,28.61平米,南,其他,高楼层(共6层),,板楼,830000.0,29011
琶洲西区  华保花园  刚需上车盘  诚心出,华保花园 ,赤岗,近地铁 VR看装修 房本满两年,2,9个月以前发布,1室1厅,28.05平米,东北,简装,中楼层(共9层),1997年,塔楼,930000.0,33156
楼层好 视野好，采光通风都好的,新港中路 ,赤岗,近地铁 VR看装修 房本满五年,0,3个月以前发布,1室1厅,26.76平米,南,其他,低楼层(共3层),1992年,板楼,1000000.0,37370
昌岗地铁站 电梯一房 南北对流 业主有心卖,细岗路 ,昌岗,近地铁 VR房源 房本满五年,0,9个月以前发布,1室0厅,27.48平米,南北,简装,中楼层(共9层),,塔楼,880000.0,32024
低楼层  近滨江  安静舒适   总*低,纺织路(海珠) ,滨江中,VR房源 房本满五年,56,一年前发布,1室1厅,25.51平米,东,简装,低楼层(共4层),,暂无数据,600000.0,23521
纺织路小面积房，总*低，低层出入方便,纺织路(海珠) ,滨江中,VR看装修 房本满五年,23,一年前发布,1室1厅,27.87平米,北南,其他,中楼层(共4层),,暂无数据,620000.0,22247
满五年税费低，产权清晰，厅出阳台视线好，业主诚意出,纺织路(海珠) ,滨江中,近地铁 VR看装修 房本满五年,6,一年前发布,4室2厅,96.25平米,西,精装,低楼层(共9层),,塔楼,2920000.0,30338
昌岗大型社区 小户型框架结构证过五年装修新净,晓园新村晓园新 ,昌岗,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,1室1厅,27.36平米,东西,精装,高楼层(共7层),1990年,塔楼,725000.0,26499
无遮挡江景三面单边环境优美同福中一笑,滨江西路 ,滨江西,近地铁 VR房源 房本满五年,2,5个月以前发布,1室3厅,100.49平米,北,其他,中楼层(共16层),,板楼,3980000.0,39606
证过五年 唯一物业 无抵押 商品房 天台花园,同福中路 ,同福,近地铁 VR看装修 房本满五年 随时看房,16,一年前发布,1室1厅,26.26平米,南,其他,高楼层(共6层),,塔楼,550000.0,20945
乐居苑 平层电梯 一房一厅 南向采光好,乐居苑 ,宝岗,近地铁 VR房源 房本满五年,4,5个月以前发布,1室1厅,27.11平米,南,简装,低楼层(共9层),1998年,塔楼,850000.0,31354
都市广场 满五年 一房带大阳台,金碧花园第一金碧 ,金碧,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,28.14平米,东,精装,低楼层(共32层),2003年,塔楼,960000.0,34116
金丰花园，低楼层+小户型+低总jia单位，南向望小区,金丰花园 ,赤岗,VR房源 房本满五年,0,一年前发布,1室1厅,28.92平米,南,简装,低楼层(共9层),,塔楼,980000.0,33887
